code,name,date,close,score,grade,phase,ready,breakout,leg_pct,retrace_pct,l1,h1,l2,ma_bullish,rsi,vol_ratio,buy_signal,stop_loss,tp1,tp2
000001,平安银行,2026-06-12,11.24,75,A,LEG1,True,False,59.7,27.9,7.04,11.24,10.07,False,65.5,1.58,False,10.07,13.58,15.34
000063,中兴通讯,2026-06-12,36.35,75,A,READY,True,False,200.3,64.6,18.6,55.85,31.8,False,47.8,2.44,False,31.8,103.95,140.03
000100,TCL科技,2026-06-12,4.55,90,S,READY,True,False,69.1,53.3,3.04,5.14,4.02,True,56.9,1.86,False,4.02,7.38,9.06
000157,中联重科,2026-06-12,7.35,47,C,LEG1,True,False,143.6,65.3,4.17,10.16,6.25,False,31.8,1.06,False,6.25,17.98,23.84
000166,申万宏源,2026-06-12,4.53,57,B,LEG1,True,False,51.2,23.7,3.63,5.49,5.05,False,41.3,1.23,False,5.05,6.37,7.03
000301,东方盛虹,2026-06-12,11.88,70,A,LEG1,True,False,94.5,52.1,6.93,13.48,10.07,True,46.2,0.57,False,10.07,20.3,25.41
000333,美的集团,2026-06-12,83.23,95,S,LEG1,True,True,164.9,37.8,30.64,81.16,62.05,True,69.1,1.32,True,62.05,119.38,148.04
000338,潍柴动力,2026-06-12,28.0,77,A,BREAKOUT,True,False,316.4,38.3,7.25,30.19,21.4,True,44.3,1.19,False,21.4,47.77,60.96
000408,藏格矿业,2026-06-12,79.47,70,A,READY,True,False,413.6,35.4,18.65,95.78,68.5,True,46.5,0.85,False,68.5,150.34,191.26
000425,徐工机械,2026-06-12,9.12,55,B,LEG1,True,False,182.9,65.9,4.56,12.9,7.4,False,27.6,1.94,False,7.4,23.9,32.15
000538,云南白药,2026-06-12,50.6,57,B,LEG1,True,False,49.8,36.4,37.8,56.62,49.77,False,40.1,1.26,False,49.77,70.32,80.59
000568,泸州老窖,2026-06-12,85.0,47,C,LEG1,True,False,39.6,7.1,91.61,127.91,125.34,False,15.3,1.08,False,125.34,133.05,136.9
000625,长安汽车,2026-06-12,7.54,47,C,LEG1,True,False,23.3,33.2,9.96,12.28,11.51,False,6.2,1.23,False,11.51,13.82,14.97
000630,铜陵有色,2026-06-12,7.1,82,S,READY,True,False,250.2,55.9,2.61,9.14,5.49,True,61.3,1.1,False,5.49,16.44,21.92
000651,格力电器,2026-06-12,38.53,62,B,LEG1,True,False,67.1,16.3,24.46,40.88,38.2,False,47.7,1.01,False,38.2,46.24,50.26
000661,长春高新,2026-06-12,66.5,55,B,LEG1,True,False,42.4,21.9,74.78,106.49,99.53,False,13.4,1.44,False,99.53,120.41,130.85
000708,中信特钢,2026-06-12,14.07,47,C,LEG1,True,False,95.3,70.3,9.16,17.89,11.75,False,38.5,1.13,False,11.75,30.17,39.38
000725,京东方A,2026-06-12,5.57,95,S,BREAKOUT,True,True,47.4,57.9,3.21,4.73,3.85,True,64.8,3.11,True,3.85,6.49,7.81
000768,中航西飞,2026-06-12,22.86,50,B,LEG1,True,False,86.7,56.7,17.12,31.96,23.55,False,42.8,0.79,False,23.55,48.78,61.4
000776,广发证券,2026-06-12,20.08,65,A,LEG1,True,False,106.4,36.3,10.53,21.73,17.66,False,53.2,1.41,False,17.66,29.87,35.98
000786,北新建材,2026-06-12,21.09,47,C,READY,True,False,74.4,45.8,16.71,29.14,23.45,False,22.4,1.09,False,23.45,40.52,49.06
000807,云铝股份,2026-06-12,28.1,55,B,LEG1,True,False,334.4,36.4,8.39,36.45,26.25,False,40.8,0.92,False,26.25,56.85,72.15
000858,五 粮 液,2026-06-12,79.92,47,C,LEG1,True,False,31.9,57.6,98.01,129.27,111.25,False,8.9,1.27,False,111.25,165.31,192.34
000876,新 希 望,2026-06-12,6.54,55,B,LEG1,True,False,16.9,36.6,7.73,9.04,8.56,False,13.2,1.51,False,8.56,10.0,10.72
000895,双汇发展,2026-06-12,24.17,47,C,LEG1,True,False,66.1,54.1,17.34,28.81,22.61,False,23.2,1.08,False,22.61,41.21,50.51
000963,华东医药,2026-06-12,29.11,55,B,LEG1,True,False,51.8,32.5,24.1,36.58,32.52,False,28.1,1.36,False,32.52,44.7,50.79
000975,山金国际,2026-06-12,21.11,47,C,READY,True,False,375.1,50.4,8.8,41.81,25.17,False,29.2,1.09,False,25.17,75.09,100.05
000977,浪潮信息,2026-06-12,57.86,60,B,LEG1,True,False,332.5,39.5,18.37,79.45,55.32,True,35.6,0.92,False,55.32,127.71,163.91
000983,山西焦煤,2026-06-12,7.46,79,A,BREAKOUT,True,False,34.9,53.3,5.71,7.7,6.64,False,60.6,1.22,False,6.64,9.82,11.41
000999,华润三九,2026-06-12,24.85,40,C,LEG1,True,False,80.4,24.1,16.57,29.9,26.69,False,38.0,0.85,False,26.69,36.32,41.13
001965,招商公路,2026-06-12,9.74,55,B,READY,True,False,84.2,36.4,5.64,10.39,8.66,False,51.9,0.85,False,8.66,13.85,16.45
001979,招商蛇口,2026-06-12,8.16,47,C,LEG1,True,False,59.9,63.0,6.94,11.1,8.48,False,38.7,1.03,False,8.48,16.34,20.27
002001,新和成,2026-06-12,30.09,75,A,LEG1,True,False,220.8,78.8,12.28,39.39,18.02,True,42.5,0.86,False,18.02,82.13,114.19
002027,分众传媒,2026-06-12,5.45,47,C,LEG1,True,False,75.5,37.7,4.74,8.32,6.97,False,22.9,1.13,False,6.97,11.02,13.05
002028,思源电气,2026-06-12,173.3,60,B,LEG1,True,False,415.0,86.8,45.1,232.28,69.73,True,34.2,0.89,False,69.73,557.38,801.21
002049,紫光国微,2026-06-12,71.51,57,B,READY,True,False,111.0,56.2,43.6,91.99,64.8,False,39.3,1.05,False,64.8,146.37,187.15
002050,三花智控,2026-06-12,44.81,77,A,READY,True,False,300.1,43.1,15.19,60.77,41.14,True,41.0,1.03,False,41.14,100.03,129.48
002074,国轩高科,2026-06-12,29.04,40,C,LEG1,True,False,160.9,31.4,15.9,41.49,33.45,False,23.5,0.68,False,33.45,57.57,69.63
002142,宁波银行,2026-06-12,32.7,90,S,LEG1,True,False,99.3,72.6,17.0,33.88,21.62,True,63.9,1.48,False,21.62,58.4,76.79
002179,中航光电,2026-06-12,36.01,79,A,BREAKOUT,True,False,35.4,58.3,27.71,37.51,31.8,False,48.3,1.04,False,31.8,48.93,57.49
002230,科大讯飞,2026-06-12,40.39,40,C,READY,True,False,129.3,58.2,29.44,67.5,45.36,False,23.9,1.0,False,45.36,111.78,144.99
002236,大华股份,2026-06-12,15.95,40,C,LEG1,True,False,115.0,29.8,8.84,19.01,15.98,False,33.4,0.83,False,15.98,25.07,29.62
002241,歌尔股份,2026-06-12,23.01,52,B,READY,True,False,141.9,53.9,13.09,31.66,21.65,False,36.0,1.15,False,21.65,51.68,66.7
002311,海大集团,2026-06-12,45.65,47,C,LEG1,True,False,79.0,36.8,32.83,58.75,49.2,False,38.2,1.06,False,49.2,77.85,92.17
002352,顺丰控股,2026-06-12,34.36,40,C,LEG1,True,False,29.1,41.2,29.62,38.24,34.69,False,27.1,0.88,False,34.69,45.34,50.67
002371,北方华创,2026-06-12,667.19,47,C,SCANNING,False,False,,,,,,True,72.9,1.18,False,,,
002384,东山精密,2026-06-12,217.55,70,A,BREAKOUT,True,True,751.6,39.9,10.69,91.04,59.0,True,77.1,0.96,False,59.0,155.12,203.18
002415,海康威视,2026-06-12,30.24,77,A,LEG1,True,False,59.0,55.9,22.86,36.34,28.81,True,40.6,1.05,False,28.81,51.4,62.7
002422,科伦药业,2026-06-12,37.31,42,C,SCANNING,False,False,,,,,,True,63.8,1.29,False,,,
002460,赣锋锂业,2026-06-12,71.16,77,A,LEG1,True,False,270.4,50.7,24.75,91.67,57.73,True,43.5,1.24,False,57.73,159.55,210.46
002463,沪电股份,2026-06-12,125.2,95,S,BREAKOUT,True,True,969.4,32.7,7.85,83.95,59.06,True,70.9,1.31,True,59.06,133.73,171.06
002466,天齐锂业,2026-06-12,62.5,85,S,LEG1,True,False,237.5,58.9,24.44,82.49,48.28,True,48.2,1.37,False,48.28,150.91,202.22
002475,立讯精密,2026-06-12,63.76,80,S,BREAKOUT,True,True,149.2,43.6,24.21,60.32,44.57,True,48.8,0.95,False,44.57,91.82,115.44
002493,荣盛石化,2026-06-12,11.34,55,B,LEG1,True,False,86.3,48.7,7.52,14.01,10.85,False,41.7,0.95,False,10.85,20.33,25.07
002594,比亚迪,2026-06-12,91.6,40,C,LEG1,True,False,115.5,43.3,51.9,111.82,85.88,False,36.3,0.65,False,85.88,163.7,202.61
002600,领益智造,2026-06-12,14.01,90,S,READY,True,False,363.3,44.3,4.06,18.81,12.27,True,43.7,1.35,False,12.27,31.89,41.7
002601,龙佰集团,2026-06-12,15.34,55,B,LEG1,True,False,95.5,57.6,12.17,23.79,17.1,False,38.3,1.54,False,17.1,37.17,47.2
002625,光启技术,2026-06-12,38.69,65,A,READY,True,False,485.1,43.4,9.91,57.98,37.12,False,41.9,1.3,False,37.12,99.7,130.99
002648,卫星化学,2026-06-12,24.16,70,A,LEG1,True,False,186.3,72.9,10.43,29.86,15.7,True,46.7,0.75,False,15.7,58.18,79.42
002709,天赐材料,2026-06-12,49.64,75,A,LEG1,True,False,423.6,54.7,12.41,64.98,36.2,True,47.5,0.99,False,36.2,122.54,165.71
002714,牧原股份,2026-06-12,34.86,40,C,READY,True,False,79.5,45.3,28.44,51.06,40.81,False,19.9,0.96,False,40.81,71.56,86.94
002736,国信证券,2026-06-12,10.27,40,C,LEG1,True,False,98.5,6.1,6.7,13.3,12.9,False,32.1,0.86,False,12.9,14.1,14.7
002916,深南电路,2026-06-12,379.5,87,S,BREAKOUT,True,True,823.9,32.4,31.74,293.26,208.6,True,70.1,1.17,False,208.6,462.58,589.57
002920,德赛西威,2026-06-12,86.95,47,C,READY,True,False,93.5,59.2,73.16,141.55,101.03,False,24.5,1.0,False,101.03,222.59,283.37
002938,鹏鼎控股,2026-06-12,101.52,85,S,BREAKOUT,True,True,369.3,32.2,13.42,62.98,47.0,True,83.4,1.3,False,47.0,94.94,118.91
300014,亿纬锂能,2026-06-12,57.67,40,C,LEG1,True,False,161.4,38.0,29.05,75.95,58.13,False,30.7,0.88,False,58.13,111.59,138.32
300015,爱尔眼科,2026-06-12,8.46,47,C,LEG1,True,False,28.1,18.5,8.81,11.29,10.83,False,24.2,1.1,False,10.83,12.21,12.9
300033,同花顺,2026-06-12,207.46,55,B,READY,True,False,597.9,38.9,44.0,307.07,204.69,False,33.7,1.41,False,204.69,511.83,665.4
300059,东方财富,2026-06-12,18.0,47,C,READY,True,False,163.7,46.3,9.71,25.61,18.25,False,23.5,1.19,False,18.25,40.33,51.37
300124,汇川技术,2026-06-12,67.16,75,A,READY,True,False,114.6,51.2,38.26,82.09,59.63,True,39.5,1.41,False,59.63,127.01,160.7
300251,光线传媒,2026-06-12,11.31,40,C,LEG1,True,False,184.5,15.1,6.0,17.07,15.4,False,25.4,0.49,False,15.4,20.41,22.91
300274,阳光电源,2026-06-12,148.76,80,S,READY,True,False,260.6,46.0,50.28,181.3,121.05,True,47.6,0.92,False,121.05,301.8,392.18
300308,中际旭创,2026-06-12,1149.0,77,A,LEG1,True,True,4046.2,92.3,15.86,657.58,65.3,True,82.5,1.12,False,65.3,1842.14,2730.56
300316,晶盛机电,2026-06-12,47.08,75,A,READY,True,False,215.5,58.1,20.84,65.75,39.67,True,49.1,0.94,False,39.67,117.91,157.03
