代码,周期,最新日期,收盘价,评分,等级,L1,H1,L2,首波涨幅%,回调幅度%,阶段,突破前高,均线多头,RSI,量比,止损价
600996,日线,2026-06-17,9.65,95,S,5.61,9.64,8.38,71.8,31.3,BREAKOUT,是,是,67.0,1.32,8.21
600906,日线,2026-06-17,7.41,95,S,5.49,6.74,6.23,22.8,40.8,BREAKOUT,是,是,70.6,1.5,6.11
600888,日线,2026-06-17,12.3,95,S,6.06,12.38,9.9,104.3,39.2,BREAKOUT,否,是,69.5,1.79,9.7
688665,日线,2026-06-17,59.56,95,S,21.91,58.12,47.01,165.3,30.7,BREAKOUT,是,是,71.1,1.36,46.07
688662,日线,2026-06-17,136.0,95,S,15.25,105.49,51.33,591.7,60.0,LEG1,是,是,64.3,1.74,50.3
688661,日线,2026-06-17,152.15,95,S,20.1,135.1,72.34,572.1,54.6,LEG1,是,是,74.3,1.42,70.89
688600,日线,2026-06-17,29.77,95,S,10.7,28.38,22.47,165.2,33.4,LEG1,是,是,74.6,1.39,22.02
688548,日线,2026-06-17,33.5,95,S,7.0,36.1,25.97,415.7,34.8,READY,否,是,64.7,1.33,25.45
301099,日线,2026-06-17,92.87,95,S,24.5,82.88,43.17,238.3,68.0,LEG1,是,是,73.1,1.75,42.31
301392,日线,2026-06-17,202.0,95,S,38.31,216.28,154.55,464.6,34.7,READY,否,是,74.6,1.87,151.46
301389,日线,2026-06-17,103.0,95,S,9.05,92.87,51.72,926.2,49.1,LEG1,是,是,69.0,1.32,50.69
301349,日线,2026-06-17,63.96,95,S,21.33,67.78,51.86,217.8,34.3,READY,否,是,65.3,1.34,50.82
688772,日线,2026-06-17,20.71,95,S,11.13,17.85,14.38,60.4,51.6,BREAKOUT,是,是,71.0,1.42,14.09
301314,日线,2026-06-17,54.33,95,S,22.77,54.5,44.99,139.4,30.0,BREAKOUT,否,是,59.1,1.71,44.09
688545,日线,2026-06-17,114.0,95,S,24.2,98.0,72.8,305.0,34.1,BREAKOUT,是,是,74.1,1.43,71.34
000029,日线,2026-06-17,28.57,95,S,9.51,31.11,21.9,227.1,42.6,READY,否,是,71.6,1.34,21.46
688727,日线,2026-06-17,59.18,95,S,43.59,70.0,47.9,60.6,83.7,LEG1,否,是,64.8,1.32,46.94
688733,日线,2026-06-17,42.67,95,S,12.0,40.0,25.19,233.3,52.9,LEG1,是,是,66.9,1.55,24.69
688719,日线,2026-06-17,92.16,95,S,20.04,83.0,36.18,314.2,74.4,LEG1,是,是,66.1,1.33,35.46
688689,日线,2026-06-11,46.82,95,S,13.21,45.1,30.47,241.4,45.9,LEG1,是,是,71.2,1.61,29.86
688484,日线,2026-06-17,53.9,95,S,22.1,49.99,38.7,126.2,40.5,BREAKOUT,是,是,74.4,2.1,37.93
301055,日线,2026-06-17,39.89,95,S,7.7,42.4,18.63,450.6,68.5,LEG1,否,是,73.8,2.42,18.26
301041,日线,2026-06-17,36.06,95,S,12.34,36.49,24.6,195.7,49.2,LEG1,否,是,73.3,1.45,24.11
301297,日线,2026-06-17,49.2,95,S,14.59,57.54,39.28,294.4,42.5,READY,否,是,71.1,1.85,38.49
301252,日线,2026-06-17,41.67,95,S,21.68,45.5,32.69,109.9,53.8,READY,否,是,73.9,1.4,32.04
301276,日线,2026-06-17,26.06,95,S,15.88,28.75,23.61,81.0,39.9,BREAKOUT,否,是,52.3,3.01,23.14
301238,日线,2026-06-17,26.45,95,S,11.43,27.91,18.3,144.2,58.3,LEG1,否,是,74.4,1.53,17.93
301161,日线,2026-06-17,36.5,95,S,11.77,36.3,28.74,208.4,30.8,BREAKOUT,是,是,70.4,2.05,28.17
688432,日线,2026-06-17,26.26,95,S,7.45,21.72,14.87,191.5,48.0,LEG1,是,是,72.0,1.57,14.57
000100,日线,2026-06-17,5.12,95,S,3.56,5.15,4.26,44.7,56.0,LEG1,否,是,70.8,1.48,4.17
600460,日线,2026-06-17,40.83,95,S,15.74,39.14,31.82,148.7,31.3,BREAKOUT,是,是,73.7,1.74,31.18
688530,日线,2026-06-17,64.33,95,S,13.67,59.83,44.8,337.7,32.6,BREAKOUT,是,是,65.8,1.4,43.9
688502,日线,2026-06-17,518.94,95,S,70.1,606.3,418.01,764.9,35.1,READY,否,是,66.6,1.31,409.65
300726,日线,2026-06-17,85.13,95,S,17.75,80.0,40.72,350.7,63.1,LEG1,是,是,71.2,1.38,39.91
688401,日线,2026-06-17,83.05,95,S,18.19,89.38,67.66,391.4,30.5,READY,否,是,65.0,1.34,66.31
688416,日线,2026-06-17,138.72,95,S,20.57,138.7,102.59,574.3,30.6,BREAKOUT,是,是,73.4,1.5,100.54
688378,日线,2026-06-17,55.33,95,S,13.16,55.55,40.05,322.1,36.6,LEG1,否,是,66.9,1.46,39.25
688379,日线,2026-06-17,89.5,95,S,10.6,84.5,44.0,697.2,54.8,LEG1,是,是,67.8,1.37,43.12
002051,日线,2026-06-17,12.5,95,S,6.25,11.79,9.98,88.6,32.7,BREAKOUT,是,是,59.8,1.93,9.78
300688,日线,2026-06-17,30.08,95,S,16.43,27.59,23.51,67.9,36.6,BREAKOUT,是,是,74.3,1.42,23.04
300679,日线,2026-06-17,66.31,95,S,27.42,62.5,32.24,127.9,86.3,LEG1,是,是,71.7,1.32,31.6
603335,日线,2026-06-17,8.49,95,S,3.11,8.08,6.18,159.8,38.2,BREAKOUT,是,是,66.4,3.03,6.06
603328,日线,2026-06-17,15.12,95,S,5.13,13.08,11.42,155.0,20.9,BREAKOUT,是,是,71.8,1.35,11.19
603225,日线,2026-06-17,20.6,95,S,9.53,21.12,16.3,121.6,41.6,LEG1,否,是,59.0,1.65,15.97
600601,日线,2026-06-17,14.35,95,S,1.93,14.26,4.23,638.9,81.3,LEG1,是,是,72.3,1.35,4.15
001326,日线,2026-06-17,74.03,95,S,25.39,72.88,57.36,187.0,32.7,BREAKOUT,是,是,74.2,1.38,56.21
000831,日线,2026-06-17,59.09,95,S,20.26,59.0,46.71,191.2,31.7,LEG1,是,是,65.0,1.5,45.78
000970,日线,2026-06-17,14.27,95,S,7.15,12.79,10.73,78.9,36.5,BREAKOUT,是,是,64.9,1.91,10.52
600366,日线,2026-06-17,14.08,95,S,4.55,13.43,11.09,195.2,26.4,BREAKOUT,是,是,64.9,2.12,10.87
300665,日线,2026-06-15,9.8,95,S,4.36,10.68,6.86,145.0,60.4,LEG1,否,是,42.7,2.19,6.72
002072,日线,2026-06-17,9.18,95,S,2.68,9.43,4.11,251.9,78.8,LEG1,否,是,66.8,1.85,4.03
002129,日线,2026-06-17,10.71,95,S,7.11,10.61,8.43,49.2,62.3,BREAKOUT,是,是,70.0,1.4,8.26
300806,日线,2026-06-17,98.4,95,S,6.9,92.58,42.09,1241.7,58.9,LEG1,是,是,69.4,1.51,41.25
300821,日线,2026-06-17,20.45,95,S,5.72,17.75,10.95,210.3,56.5,LEG1,是,是,74.5,1.67,10.73
300780,日线,2026-06-17,31.9,95,S,9.5,35.44,24.57,273.1,41.9,READY,否,是,69.8,1.99,24.08
300554,日线,2026-06-17,30.48,95,S,12.3,30.59,21.8,148.7,48.1,LEG1,否,是,60.6,1.32,21.36
300802,日线,2026-06-17,27.03,95,S,12.41,19.23,17.31,55.0,28.2,BREAKOUT,是,是,70.9,1.76,16.96
002194,日线,2026-06-17,12.48,95,S,6.01,12.93,10.88,115.1,29.6,LEG1,否,是,57.9,1.6,10.66
002203,日线,2026-06-17,23.2,95,S,7.42,23.28,17.68,213.7,35.3,BREAKOUT,否,是,61.5,1.65,17.33
002254,日线,2026-06-17,18.58,95,S,7.72,16.34,12.97,111.7,39.1,BREAKOUT,是,是,64.3,1.5,12.71
002301,日线,2026-06-17,7.9,95,S,4.33,8.74,6.49,101.8,51.0,LEG1,否,是,56.9,1.35,6.36
603379,日线,2026-06-17,68.95,95,S,25.8,63.68,53.73,146.8,26.3,BREAKOUT,是,是,74.4,1.31,52.66
603458,日线,2026-06-17,14.72,95,S,4.36,14.68,10.35,236.7,42.0,LEG1,是,是,62.6,1.53,10.14
603488,日线,2026-06-17,13.18,95,S,5.98,12.88,10.6,115.4,33.0,BREAKOUT,是,是,68.2,2.28,10.39
603588,日线,2026-06-17,15.51,95,S,4.21,13.33,7.35,216.6,65.6,LEG1,是,是,72.4,1.5,7.2
603608,日线,2026-06-17,26.08,95,S,2.15,12.77,9.21,494.0,33.5,BREAKOUT,是,是,68.5,1.37,9.03
002378,日线,2026-06-17,34.88,95,S,3.8,35.88,29.73,844.2,19.2,LEG1,否,是,60.8,1.52,29.14
688261,日线,2026-06-17,95.5,95,S,28.0,105.0,70.3,275.0,45.1,READY,否,是,65.0,1.3,68.89
600630,日线,2026-06-17,8.86,95,S,6.6,8.25,7.53,25.0,43.6,BREAKOUT,是,是,62.3,1.57,7.38
003025,日线,2026-06-17,16.6,95,S,8.47,16.48,13.57,94.6,36.3,BREAKOUT,是,是,61.1,1.66,13.3
603813,日线,2026-06-17,38.25,95,S,7.5,37.86,21.72,404.8,53.2,LEG1,是,是,57.5,2.27,21.29
603681,日线,2026-06-17,26.2,95,S,9.38,28.72,21.55,206.2,37.1,READY,否,是,61.1,1.42,21.12
603020,日线,2026-06-17,13.89,95,S,5.43,12.69,9.55,133.7,43.3,BREAKOUT,是,是,73.6,2.43,9.36
300093,日线,2026-06-17,24.15,95,S,6.22,23.91,15.65,284.4,46.7,LEG1,是,是,63.1,2.43,15.34
300334,日线,2026-06-17,12.26,95,S,3.91,8.78,7.12,124.6,34.1,BREAKOUT,是,是,70.4,1.43,6.98
300307,日线,2026-06-17,7.94,95,S,3.79,7.52,6.18,98.4,35.9,LEG1,是,是,56.3,2.14,6.06
002963,日线,2026-06-17,18.23,95,S,7.77,21.5,15.56,176.7,43.3,READY,否,是,53.5,1.6,15.25
688010,日线,2026-06-17,47.88,95,S,12.85,47.71,32.78,271.3,42.8,BREAKOUT,是,是,68.7,1.74,32.12
605588,日线,2026-06-17,63.05,95,S,29.39,68.0,48.81,131.4,49.7,READY,否,是,70.1,1.46,47.83
002191,日线,2026-06-17,4.0,95,S,3.24,4.05,3.56,25.0,60.5,LEG1,否,是,65.5,2.39,3.49
002674,日线,2026-06-17,16.27,95,S,7.72,16.59,12.12,114.9,50.4,LEG1,否,是,62.5,1.71,11.88
300283,日线,2026-06-17,22.15,95,S,3.36,20.2,6.96,501.2,78.6,LEG1,是,是,72.6,1.38,6.82
002585,日线,2026-06-17,14.86,95,S,4.11,11.8,6.45,187.1,69.6,LEG1,是,是,73.1,1.69,6.32
002631,日线,2026-06-17,8.2,95,S,3.17,8.39,6.73,164.7,31.8,LEG1,否,是,64.9,1.5,6.6
688102,日线,2026-06-17,41.82,95,S,6.72,48.0,33.64,614.3,34.8,READY,否,是,61.6,1.47,32.97
600516,日线,2026-06-17,6.08,95,S,3.76,6.33,4.92,68.4,54.9,LEG1,否,是,68.0,1.4,4.82
688219,日线,2026-06-17,12.57,95,S,6.26,12.33,10.5,97.0,30.1,BREAKOUT,是,是,67.6,1.7,10.29
300285,日线,2026-06-17,78.5,95,S,14.07,67.6,29.65,380.5,70.9,LEG1,是,是,74.3,1.38,29.06
300252,日线,2026-06-17,18.05,95,S,4.82,17.88,13.79,271.0,31.3,BREAKOUT,是,是,65.4,1.34,13.51
600141,日线,2026-06-17,37.6,95,S,14.31,34.11,26.6,138.4,37.9,BREAKOUT,是,是,69.3,1.86,26.07
600293,日线,2026-06-17,3.88,95,S,2.3,4.36,2.97,89.6,67.5,LEG1,否,是,60.4,1.31,2.91
002446,日线,2026-06-17,11.7,95,S,4.49,10.84,9.06,141.4,28.0,LEG1,是,是,71.0,1.91,8.88
002851,日线,2026-06-17,178.9,95,S,18.0,144.8,93.63,704.4,40.4,LEG1,是,是,72.4,1.69,91.76
002842,日线,2026-06-17,43.38,95,S,3.86,41.38,29.51,972.0,31.6,LEG1,是,是,69.9,1.46,28.92
688207,日线,2026-06-17,21.73,95,S,9.7,20.93,13.95,115.8,62.2,BREAKOUT,是,是,72.8,1.68,13.67
300145,日线,2026-06-17,5.55,95,S,2.02,5.71,4.31,182.7,37.9,LEG1,否,是,62.4,2.19,4.22
600179,日线,2026-06-17,4.72,95,S,1.92,4.77,4.31,148.4,16.1,LEG1,否,是,69.0,1.39,4.22
002700,日线,2026-06-17,9.53,95,S,4.28,9.11,6.37,112.9,56.7,LEG1,是,是,71.9,1.76,6.24
002735,日线,2026-06-17,20.58,95,S,6.69,15.48,13.91,131.4,17.9,BREAKOUT,是,是,69.9,1.45,13.63
002815,日线,2026-06-17,20.14,95,S,6.33,17.06,12.24,169.5,44.9,LEG1,是,是,74.9,1.34,12.0
603070,日线,2026-06-17,18.15,95,S,9.7,17.98,15.77,85.4,26.7,BREAKOUT,是,是,68.0,1.39,15.45
600063,日线,2026-06-17,8.48,95,S,3.07,7.22,5.9,135.2,31.8,BREAKOUT,是,是,66.0,1.3,5.78
603155,日线,2026-06-17,24.86,95,S,10.0,21.07,17.43,110.7,32.9,BREAKOUT,是,是,71.5,1.98,17.08
603110,日线,2026-06-17,22.66,95,S,8.31,27.58,19.64,231.9,41.2,READY,否,是,64.1,1.35,19.25
601958,日线,2026-06-17,28.47,95,S,8.1,26.85,19.8,231.5,37.6,BREAKOUT,是,是,74.3,1.93,19.4
301611,日线,2026-06-17,124.67,95,S,26.8,134.56,86.86,402.1,44.3,READY,否,是,69.9,1.36,85.12
601233,日线,2026-06-17,21.63,95,S,9.63,20.95,16.36,117.5,40.5,LEG1,是,是,52.2,1.52,16.03
300005,日线,2026-06-17,17.39,95,S,3.54,16.37,11.46,362.4,38.3,LEG1,是,是,69.7,1.63,11.23
300031,日线,2026-06-17,28.16,95,S,11.37,27.3,22.05,140.1,33.0,LEG1,是,是,69.8,1.34,21.61
002902,日线,2026-06-17,35.15,95,S,14.25,36.0,30.48,152.6,25.4,BREAKOUT,否,是,57.5,1.49,29.87
300024,日线,2026-06-17,17.17,95,S,7.95,17.5,14.24,120.1,34.1,BREAKOUT,否,是,61.5,1.34,13.96
002989,日线,2026-06-17,33.97,95,S,9.14,35.67,26.77,290.3,33.5,READY,否,是,74.3,2.68,26.23
000539,日线,2026-06-17,8.22,90,S,4.1,9.82,6.22,139.5,62.9,LEG1,否,是,57.1,1.41,6.1
301111,日线,2026-06-17,30.31,90,S,11.2,30.08,18.4,168.6,61.9,LEG1,是,是,66.8,1.37,18.03
000070,日线,2026-06-17,20.66,90,S,3.87,20.38,16.6,426.6,22.9,BREAKOUT,是,是,65.2,1.48,16.27
001309,日线,2026-06-17,709.62,90,S,54.16,680.85,229.0,1157.1,72.1,LEG1,是,是,68.6,1.32,224.42
688312,日线,2026-06-17,94.3,90,S,11.5,109.0,75.2,847.8,34.7,READY,否,是,71.4,1.57,73.7
688371,日线,2026-06-17,42.88,90,S,8.44,44.39,33.0,425.9,31.7,READY,否,是,67.6,1.38,32.34
002008,日线,2026-06-17,135.84,90,S,14.45,138.0,34.87,855.0,83.5,LEG1,否,是,62.4,1.96,34.17
300626,日线,2026-06-17,39.81,90,S,4.39,42.65,32.89,871.5,25.5,LEG1,否,是,63.0,1.34,32.23
002137,日线,2026-06-17,10.16,90,S,3.78,11.87,8.31,214.0,44.0,LEG1,否,是,55.7,1.5,8.14
688388,日线,2026-06-17,47.45,90,S,8.15,51.25,35.05,528.8,37.6,LEG1,否,是,42.8,2.26,34.35
001335,日线,2026-06-17,48.38,90,S,35.69,49.69,44.8,39.2,34.9,BREAKOUT,否,是,53.0,1.7,43.9
002213,日线,2026-06-17,40.69,90,S,6.8,46.3,31.67,580.9,37.0,READY,否,是,65.1,1.56,31.04
300302,日线,2026-06-17,51.03,90,S,6.51,57.98,41.71,790.6,31.6,LEG1,否,是,59.2,1.33,40.88
002613,日线,2026-06-17,5.1,90,S,2.8,5.65,4.18,101.8,51.6,LEG1,否,是,59.1,1.46,4.1
002645,日线,2026-06-17,34.22,90,S,5.65,36.1,14.16,538.9,72.1,LEG1,否,是,62.8,1.49,13.88
002641,日线,2026-06-17,4.3,90,S,3.63,4.49,3.98,23.7,59.3,LEG1,否,是,56.0,1.39,3.9
300321,日线,2026-06-17,45.0,90,S,8.33,47.38,29.0,468.8,47.1,LEG1,否,是,64.1,2.49,28.42
603730,日线,2026-06-17,13.0,90,S,5.45,14.14,8.13,159.4,69.2,LEG1,否,是,50.8,1.93,7.97
603163,日线,2026-06-17,120.16,90,S,20.57,133.95,93.0,551.2,36.1,READY,否,是,70.0,1.46,91.14
603120,日线,2026-06-17,51.44,90,S,35.2,57.46,44.86,63.2,56.6,BREAKOUT,否,是,47.7,1.45,43.96
000510,日线,2026-06-17,22.02,87,S,2.63,20.08,13.78,663.5,36.1,LEG1,是,是,69.4,1.3,13.5
399374,日线,2026-06-17,5595.21,87,S,2800.38,5589.49,4647.89,99.6,33.8,LEG1,是,是,70.6,1.07,4554.93
399372,日线,2026-06-17,5869.27,87,S,3179.79,6008.01,3630.21,88.9,84.1,LEG1,否,是,62.1,1.0,3557.61
603039,日线,2026-06-17,41.18,87,S,26.36,49.53,35.6,87.9,60.1,READY,否,否,42.1,1.59,34.89
603060,日线,2026-06-17,7.28,87,S,5.35,7.28,6.17,36.1,57.5,BREAKOUT,否,是,48.5,1.23,6.05
603072,日线,2026-06-17,37.33,87,S,32.31,38.54,34.85,19.3,59.2,BREAKOUT,否,否,50.9,1.44,34.15
603124,日线,2026-06-17,192.1,87,S,35.22,141.0,93.79,300.3,44.6,LEG1,是,是,70.1,1.29,91.91
603139,日线,2026-06-17,44.13,87,S,8.81,40.99,20.71,365.3,63.0,LEG1,是,是,72.5,1.13,20.3
301313,日线,2026-06-17,62.11,87,S,15.71,70.5,42.66,348.8,50.8,LEG1,否,是,61.8,1.03,41.81
601678,日线,2026-06-17,6.13,87,S,3.04,6.79,5.02,123.4,47.2,READY,否,是,67.1,1.05,4.92
603011,日线,2026-06-17,35.95,87,S,4.41,22.47,19.93,409.5,14.1,LEG1,是,是,73.3,1.14,19.53
301500,日线,2026-06-17,27.69,87,S,13.74,27.98,23.49,103.6,31.5,BREAKOUT,否,是,60.0,1.01,23.02
301555,日线,2026-06-17,44.36,87,S,19.1,46.0,36.15,140.8,36.6,READY,否,是,70.8,1.17,35.43
301566,日线,2026-06-17,39.86,87,S,11.7,40.6,18.73,247.0,75.7,LEG1,否,是,67.4,1.23,18.36
301588,日线,2026-06-17,41.32,87,S,13.66,43.33,33.0,217.2,34.8,READY,否,是,71.5,1.18,32.34
301629,日线,2026-06-17,401.93,87,S,143.7,438.0,334.48,204.8,35.2,READY,否,是,65.7,1.09,327.79
399006,日线,2026-06-17,4167.05,87,S,1482.99,4218.33,1756.64,184.4,90.0,LEG1,否,是,65.8,1.01,1721.51
399012,日线,2026-06-17,5693.9,87,S,2079.7,5708.23,2609.77,174.5,85.4,LEG1,否,是,66.1,1.0,2557.57
399018,日线,2026-06-17,7320.55,87,S,2773.97,7394.7,3610.41,166.6,81.9,LEG1,否,是,68.7,1.11,3538.2
399102,日线,2026-06-17,4773.93,87,S,1787.87,4784.41,2336.28,167.6,81.7,LEG1,否,是,65.7,1.01,2289.55
399269,日线,2026-06-17,11520.34,87,S,3084.07,11505.09,3954.9,273.0,89.7,LEG1,是,是,68.5,1.13,3875.8
600576,日线,2026-06-17,5.75,87,S,3.59,6.16,5.62,71.6,21.0,LEG1,否,否,44.9,1.3,5.51
603688,日线,2026-06-17,79.34,87,S,21.58,77.8,60.75,260.5,30.3,BREAKOUT,是,是,64.8,1.21,59.53
603733,日线,2026-06-17,29.12,87,S,11.31,22.73,17.33,101.0,47.3,LEG1,是,是,72.8,1.27,16.98
603929,日线,2026-06-17,232.18,87,S,13.91,214.75,144.11,1443.9,35.2,BREAKOUT,是,是,73.5,1.29,141.23
603979,日线,2026-06-17,77.3,87,S,31.2,77.86,52.2,149.6,55.0,LEG1,否,是,61.8,1.23,51.16
603991,日线,2026-06-17,117.9,87,S,24.5,130.51,59.45,432.7,67.0,LEG1,否,是,56.8,1.19,58.26
605020,日线,2026-06-17,37.1,87,S,14.43,36.88,23.27,155.6,60.6,LEG1,是,是,73.6,1.27,22.8
605058,日线,2026-06-17,41.5,87,S,12.04,41.97,28.01,248.6,46.6,LEG1,否,是,69.9,1.13,27.45
003009,日线,2026-06-17,62.1,87,S,33.18,69.38,49.12,109.1,56.0,READY,否,否,61.5,1.76,48.14
003013,日线,2026-06-17,16.06,87,S,11.68,16.09,13.45,37.8,59.9,LEG1,否,是,67.7,1.03,13.18
003018,日线,2026-06-17,61.9,87,S,5.73,70.84,49.01,1136.3,33.5,READY,否,是,62.2,1.07,48.03
003031,日线,2026-06-17,160.26,87,S,34.57,175.97,132.2,409.0,31.0,READY,否,是,67.0,1.09,129.56
003043,日线,2026-06-17,80.99,87,S,26.66,69.51,44.35,160.7,58.7,LEG1,是,是,67.7,1.11,43.46
300037,日线,2026-06-17,86.02,87,S,26.46,80.88,47.66,205.7,61.0,LEG1,是,是,74.4,1.11,46.71
002886,日线,2026-06-17,31.09,87,S,10.03,34.75,26.5,246.5,33.4,READY,否,是,68.8,1.19,25.97
002935,日线,2026-06-17,22.15,87,S,10.27,22.0,18.13,114.2,33.0,BREAKOUT,是,是,70.1,1.29,17.77
002965,日线,2026-06-17,42.5,87,S,22.91,38.59,31.35,68.4,46.2,BREAKOUT,是,是,74.1,1.01,30.72
002993,日线,2026-06-17,72.6,87,S,23.07,73.18,58.11,217.2,30.1,READY,否,是,70.3,1.12,56.95
605358,日线,2026-06-17,70.95,87,S,17.22,57.77,32.0,235.5,63.6,LEG1,是,是,65.9,1.21,31.36
605376,日线,2026-06-17,210.28,87,S,14.54,142.5,84.3,880.1,45.5,LEG1,是,是,69.8,1.11,82.61
300305,日线,2026-06-17,8.16,87,S,4.36,8.16,5.87,87.2,60.3,LEG1,否,是,70.1,1.26,5.75
300319,日线,2026-06-17,23.13,87,S,5.69,25.33,11.77,345.2,69.0,LEG1,否,是,68.7,1.13,11.53
300373,日线,2026-06-17,114.1,87,S,32.48,118.0,66.2,263.3,60.6,LEG1,否,是,66.3,1.17,64.88
300057,日线,2026-06-17,9.22,87,S,3.5,9.48,8.17,170.9,21.9,LEG1,否,是,63.0,1.13,8.01
300066,日线,2026-06-17,6.38,87,S,2.76,6.7,5.2,142.8,38.1,BREAKOUT,否,否,59.5,2.76,5.1
300105,日线,2026-06-17,7.17,87,S,3.99,7.95,5.77,99.2,55.1,LEG1,否,否,63.8,2.05,5.65
300162,日线,2026-06-17,11.56,87,S,3.6,11.43,8.31,217.5,39.8,BREAKOUT,是,是,67.3,1.14,8.14
300219,日线,2026-06-17,9.24,87,S,4.7,9.28,7.85,97.4,31.2,LEG1,否,是,65.3,1.05,7.69
300221,日线,2026-06-17,17.51,87,S,3.28,18.27,5.83,457.0,83.0,LEG1,否,是,70.7,1.06,5.71
300223,日线,2026-06-17,171.7,87,S,41.38,175.98,132.38,325.3,32.4,READY,否,是,68.5,1.03,129.73
688037,日线,2026-06-17,287.3,87,S,56.18,330.0,228.08,487.4,37.2,READY,否,是,69.7,1.07,223.52
688045,日线,2026-06-17,78.55,87,S,20.66,73.41,39.53,255.3,64.2,LEG1,是,是,71.4,1.04,38.74
688072,日线,2026-06-17,740.0,87,S,101.4,779.0,548.0,668.2,34.1,READY,否,是,73.5,1.06,537.04
688083,日线,2026-06-17,64.91,87,S,47.14,72.0,55.31,52.7,67.1,LEG1,否,是,57.3,1.12,54.2
002803,日线,2026-06-17,22.67,87,S,9.36,23.02,16.21,145.9,49.9,LEG1,否,是,68.3,1.03,15.89
002806,日线,2026-06-17,20.78,87,S,5.51,21.25,12.35,285.7,56.5,LEG1,否,是,66.4,1.04,12.1
002816,日线,2026-06-17,27.1,87,S,7.2,26.98,19.02,274.7,40.2,LEG1,是,是,72.7,1.28,18.64
002832,日线,2026-06-17,21.15,87,S,14.74,22.1,19.05,49.9,41.4,READY,否,是,56.2,1.03,18.67
002859,日线,2026-06-17,90.66,87,S,15.45,95.36,18.0,517.2,96.8,LEG1,否,是,65.8,1.1,17.64
688106,日线,2026-06-17,31.17,87,S,14.58,43.34,24.89,197.3,64.2,READY,否,是,60.1,1.06,24.39
688112,日线,2026-06-17,77.32,87,S,20.36,79.82,35.77,292.0,74.1,LEG1,否,是,63.1,1.22,35.05
688126,日线,2026-06-17,32.4,87,S,12.22,31.61,24.6,158.7,36.2,BREAKOUT,是,是,62.5,1.2,24.11
688170,日线,2026-06-17,85.79,87,S,17.73,95.65,68.41,439.5,35.0,READY,否,是,64.3,1.05,67.04
688178,日线,2026-06-17,38.65,87,S,8.21,41.6,24.93,406.7,49.9,LEG1,否,是,54.8,1.29,24.43
688183,日线,2026-06-17,141.07,87,S,5.58,144.88,80.52,2496.4,46.2,LEG1,否,是,68.1,1.13,78.91
688216,日线,2026-06-17,38.37,87,S,11.03,41.4,28.95,275.3,41.0,READY,否,是,61.2,1.04,28.37
600497,日线,2026-06-17,10.1,87,S,4.26,10.29,8.07,141.5,36.8,READY,否,是,63.9,1.19,7.91
002428,日线,2026-06-17,99.26,87,S,7.46,97.0,17.58,1200.3,88.7,LEG1,是,是,64.5,1.05,17.23
002463,日线,2026-06-17,146.55,87,S,19.24,142.78,59.56,642.1,67.4,LEG1,是,是,68.2,1.0,58.37
002520,日线,2026-06-17,6.89,87,S,3.36,7.04,5.61,109.5,38.9,LEG1,否,是,67.8,1.11,5.5
002584,日线,2026-06-17,8.44,87,S,5.35,8.5,7.05,58.9,46.0,READY,否,否,63.7,1.41,6.91
300408,日线,2026-06-17,155.46,87,S,21.0,70.5,50.7,235.7,40.0,BREAKOUT,是,是,71.8,1.06,49.69
300420,日线,2026-06-17,6.47,87,S,1.87,6.69,3.42,257.8,67.8,LEG1,否,是,68.8,1.28,3.35
300429,日线,2026-06-17,16.05,87,S,6.24,16.78,12.84,168.9,37.4,READY,否,是,70.4,1.05,12.58
300440,日线,2026-06-17,18.94,87,S,3.88,20.28,12.96,422.7,44.6,LEG1,否,是,52.7,1.03,12.7
300465,日线,2026-06-17,15.92,87,S,5.78,15.95,14.05,176.0,18.7,BREAKOUT,否,是,55.9,1.09,13.77
300480,日线,2026-06-17,37.58,87,S,10.41,42.9,31.1,312.1,36.3,READY,否,是,62.7,1.02,30.48
300537,日线,2026-06-17,29.57,87,S,10.21,33.33,23.98,226.4,40.4,READY,否,是,64.1,1.15,23.5
600198,日线,2026-06-17,9.26,87,S,4.22,10.69,7.81,153.3,44.5,READY,否,是,53.9,1.02,7.65
300236,日线,2026-06-17,106.56,87,S,25.2,114.77,86.86,355.4,31.2,READY,否,是,65.5,1.09,85.12
300243,日线,2026-06-17,20.85,87,S,5.12,21.8,16.7,325.8,30.6,READY,否,是,66.7,1.19,16.37
300292,日线,2026-06-17,6.47,87,S,2.21,6.49,5.25,193.7,29.0,LEG1,否,是,64.2,1.03,5.14
002668,日线,2026-06-17,10.06,87,S,5.03,9.72,8.55,93.2,24.9,LEG1,是,是,66.6,1.01,8.38
002192,日线,2026-06-17,89.17,87,S,24.77,115.0,72.59,364.3,47.0,READY,否,是,64.3,1.18,71.14
002240,日线,2026-06-17,48.3,87,S,10.5,63.13,41.36,501.2,41.4,READY,否,是,51.0,1.0,40.53
002297,日线,2026-06-17,25.78,87,S,4.5,29.24,19.1,549.8,41.0,READY,否,是,74.5,1.23,18.72
600596,日线,2026-06-17,15.99,87,S,6.5,13.76,10.4,111.7,46.3,LEG1,是,是,73.9,1.25,10.19
603399,日线,2026-06-17,19.87,87,S,5.22,19.26,9.55,269.0,69.2,LEG1,是,是,57.4,1.11,9.36
603429,日线,2026-06-17,10.23,87,S,3.42,10.14,7.7,196.5,36.3,BREAKOUT,是,否,71.5,1.82,7.55
