代码,周期,最新日期,收盘价,评分,等级,L1,H1,L2,首波涨幅%,回调幅度%,阶段,突破前高,均线多头,RSI,量比,止损价
300380,日线,2026-06-17,30.88,50,B,11.1,38.08,39.99,243.1,-7.1,LEG1,否,否,45.4,0.65,39.19
600171,日线,2026-06-17,27.97,50,B,9.86,31.86,27.29,223.1,20.8,LEG1,否,否,55.2,0.71,26.74
300382,日线,2026-06-17,15.36,50,B,4.88,17.9,10.43,266.8,57.4,LEG1,否,否,48.7,0.66,10.22
603728,日线,2026-06-17,61.33,50,B,30.4,67.92,59.7,123.4,21.9,LEG1,否,否,40.4,0.51,58.51
603091,日线,2026-06-17,67.42,50,B,35.53,88.87,63.1,150.1,48.3,READY,否,否,40.0,0.89,61.84
002452,日线,2026-06-17,11.22,50,B,4.01,12.69,6.39,216.5,72.6,LEG1,否,否,50.4,0.51,6.26
688500,日线,2026-06-17,49.97,50,B,20.52,57.47,43.2,180.1,38.6,LEG1,否,否,43.5,0.72,42.34
688390,日线,2026-06-17,115.55,50,B,35.8,159.97,80.0,346.8,64.4,LEG1,否,否,40.2,0.84,78.4
688439,日线,2026-06-17,45.36,50,B,41.58,55.5,47.49,33.5,57.5,LEG1,否,否,40.3,0.71,46.54
688455,日线,2026-06-17,19.12,50,B,7.29,23.88,19.88,227.6,24.1,LEG1,否,否,42.7,0.4,19.48
688475,日线,2026-06-17,27.27,50,B,24.18,32.5,25.76,34.4,81.0,LEG1,否,否,46.5,0.91,25.24
002795,日线,2026-06-17,7.5,50,B,3.08,10.8,6.91,250.6,50.4,READY,否,否,45.0,0.94,6.77
002796,日线,2026-06-17,42.63,50,B,5.4,57.0,47.78,955.6,17.9,LEG1,否,否,44.4,0.72,46.82
600611,日线,2026-06-17,4.49,50,B,2.27,4.76,4.04,109.7,28.9,LEG1,否,否,50.4,0.78,3.96
600979,日线,2026-06-17,4.69,50,B,2.47,5.46,4.5,121.1,32.1,LEG1,否,否,41.1,0.69,4.41
000901,日线,2026-06-17,18.26,50,B,6.22,19.28,20.84,210.0,-11.9,LEG1,否,否,38.3,0.86,20.42
300846,日线,2026-06-17,22.39,50,B,7.57,34.97,26.81,362.0,29.8,LEG1,否,否,39.8,0.71,26.27
300849,日线,2026-06-17,22.34,50,B,7.56,28.18,21.75,272.8,31.2,READY,否,否,40.9,0.61,21.32
001308,日线,2026-06-17,20.6,50,B,17.27,23.17,19.78,34.2,57.5,LEG1,否,否,45.8,0.93,19.38
601118,日线,2026-06-17,5.9,50,B,3.75,7.29,6.0,94.4,36.4,LEG1,否,否,40.9,0.7,5.88
300862,日线,2026-06-17,21.98,50,B,18.28,28.98,21.85,58.5,66.6,LEG1,否,否,42.7,0.69,21.41
300454,日线,2026-06-17,101.31,50,B,42.7,125.88,105.02,194.8,25.1,LEG1,否,否,41.4,0.86,102.92
300456,日线,2026-06-17,42.68,50,B,13.42,52.39,44.01,290.4,21.5,LEG1,否,否,50.5,0.89,43.13
600735,日线,2026-06-17,6.36,50,B,3.44,7.37,6.31,114.2,27.0,LEG1,否,否,43.8,0.45,6.18
002967,日线,2026-06-17,18.48,50,B,9.48,22.58,18.38,138.2,32.1,LEG1,否,否,42.0,0.65,18.01
603339,日线,2026-06-17,12.81,50,B,7.61,13.65,11.78,79.4,31.0,LEG1,否,否,41.9,0.83,11.54
600737,日线,2026-06-17,13.27,50,B,7.37,15.1,12.44,104.9,34.4,LEG1,否,否,43.3,0.51,12.19
300474,日线,2026-06-17,53.98,50,B,42.31,67.5,58.88,59.5,34.2,LEG1,否,否,41.5,0.69,57.7
301112,日线,2026-06-17,30.77,50,B,15.3,38.79,35.61,153.5,13.5,LEG1,否,否,40.0,0.69,34.9
001324,日线,2026-06-17,18.33,50,B,13.68,21.85,17.34,59.7,55.2,READY,否,否,48.6,0.86,16.99
600339,日线,2026-06-17,3.36,50,B,2.63,3.66,3.79,39.2,-12.6,LEG1,否,否,41.7,0.74,3.71
300831,日线,2026-06-17,19.41,50,B,6.5,26.81,16.74,312.5,49.6,READY,否,否,47.6,0.47,16.41
300833,日线,2026-06-17,32.84,50,B,28.35,39.53,41.41,39.4,-16.8,LEG1,否,否,40.9,0.65,40.58
002706,日线,2026-06-17,11.99,50,B,5.49,15.4,9.2,180.5,62.6,LEG1,否,否,43.5,0.54,9.02
603416,日线,2026-06-17,55.25,50,B,20.44,60.95,52.52,198.2,20.8,LEG1,否,否,42.5,0.47,51.47
603489,日线,2026-06-17,32.45,50,B,15.83,40.56,30.46,156.2,40.8,LEG1,否,否,41.5,0.75,29.85
603501,日线,2026-06-17,90.12,50,B,75.94,109.09,90.97,43.7,54.7,READY,否,否,43.7,0.68,89.15
300081,日线,2026-06-17,4.0,50,B,3.37,4.52,3.86,34.1,57.4,LEG1,否,否,41.9,0.67,3.78
600343,日线,2026-06-17,24.5,50,B,6.19,27.55,24.31,345.1,15.2,LEG1,否,否,35.4,0.85,23.82
300816,日线,2026-06-17,82.19,50,B,12.63,102.9,60.98,714.7,46.4,LEG1,否,否,42.6,0.45,59.76
300484,日线,2026-06-17,14.69,50,B,6.2,19.0,19.46,206.5,-3.6,LEG1,否,否,42.0,0.75,19.07
603031,日线,2026-06-17,52.85,50,B,20.85,64.51,39.53,209.4,57.2,LEG1,否,否,43.3,0.78,38.74
688255,日线,2026-06-17,30.8,50,B,12.18,33.48,25.5,174.9,37.5,LEG1,否,否,46.9,0.66,24.99
688593,日线,2026-06-17,32.59,50,B,7.74,47.0,19.3,507.2,70.6,LEG1,否,否,48.2,0.76,18.91
688608,日线,2026-06-17,156.48,50,B,98.38,205.5,156.36,108.9,45.9,LEG1,否,否,47.0,0.6,153.23
688267,日线,2026-06-17,30.33,50,B,12.42,35.2,19.8,183.4,67.6,LEG1,否,否,46.0,0.85,19.4
688273,日线,2026-06-17,42.0,50,B,17.64,45.62,37.04,158.6,30.7,LEG1,否,否,47.8,0.5,36.3
301487,日线,2026-06-17,22.39,50,B,13.79,27.19,19.36,97.2,58.4,LEG1,否,否,44.9,0.71,18.97
002350,日线,2026-06-17,15.23,50,B,3.56,18.38,13.71,416.3,31.5,READY,否,否,50.7,0.96,13.44
300782,日线,2026-06-17,99.8,50,B,58.61,144.9,99.12,147.2,53.1,LEG1,否,否,48.3,0.83,97.14
600361,日线,2026-06-17,4.08,50,B,3.34,4.68,4.18,40.1,37.3,LEG1,否,否,41.3,0.83,4.1
002687,日线,2026-06-17,4.18,50,B,3.6,5.12,4.72,42.2,26.3,LEG1,否,否,38.4,0.89,4.63
300211,日线,2026-06-17,7.85,50,B,4.03,9.35,7.16,132.0,41.2,READY,否,否,44.4,0.68,7.02
688088,日线,2026-06-17,37.84,50,B,21.0,46.46,37.85,121.2,33.8,LEG1,否,否,46.3,0.76,37.09
688093,日线,2026-06-17,29.97,50,B,9.84,35.98,29.1,265.7,26.3,LEG1,否,否,53.6,0.75,28.52
600520,日线,2026-06-17,30.84,50,B,12.11,39.99,22.6,230.2,62.4,LEG1,否,否,57.8,0.77,22.15
603158,日线,2026-06-17,13.73,50,B,5.8,17.1,10.74,194.8,56.3,LEG1,否,否,43.6,0.63,10.53
600570,日线,2026-06-17,22.5,50,B,15.23,28.08,24.56,84.4,27.4,LEG1,否,否,40.7,0.72,24.07
600577,日线,2026-06-17,11.84,50,B,3.03,15.23,11.35,402.6,31.8,LEG1,否,否,44.3,0.66,11.12
603685,日线,2026-06-17,31.8,50,B,9.96,36.91,13.28,270.6,87.7,LEG1,否,否,47.6,0.56,13.01
688293,日线,2026-06-17,37.51,50,B,24.5,46.83,40.72,91.1,27.4,LEG1,否,否,43.9,0.99,39.91
001270,日线,2026-06-17,127.78,50,B,25.83,166.18,123.45,543.4,30.4,READY,否,否,42.9,0.98,120.98
688039,日线,2026-06-17,41.75,50,B,16.0,53.0,39.96,231.2,35.2,READY,否,否,43.6,0.76,39.16
688046,日线,2026-06-17,17.79,50,B,9.08,21.99,12.89,142.2,70.5,LEG1,否,否,43.0,0.7,12.63
688053,日线,2026-06-17,37.1,50,B,16.26,42.78,34.69,163.1,30.5,LEG1,否,否,51.6,0.93,34.0
688063,日线,2026-06-17,58.47,50,B,32.53,84.5,66.11,159.8,35.4,LEG1,否,否,42.6,0.75,64.79
600892,日线,2026-06-17,3.6,50,B,2.33,4.21,3.44,80.7,41.0,LEG1,否,否,41.1,0.59,3.37
603223,日线,2026-06-17,9.24,50,B,5.97,11.98,8.91,100.7,51.1,READY,否,否,40.6,0.59,8.73
002821,日线,2026-06-17,115.0,50,B,59.55,129.3,106.83,117.1,32.2,READY,否,否,48.3,0.56,104.69
300103,日线,2026-06-17,8.24,50,B,2.73,9.78,7.2,258.2,36.6,LEG1,否,否,42.1,0.68,7.06
300840,日线,2026-06-17,21.3,50,B,7.57,26.59,16.28,251.3,54.2,LEG1,否,否,41.8,0.5,15.95
300493,日线,2026-06-17,14.34,50,B,4.28,18.62,14.6,335.0,28.0,LEG1,否,否,44.6,0.52,14.31
301383,日线,2026-06-17,27.25,50,B,23.35,35.18,26.88,50.7,70.2,LEG1,否,否,42.2,0.72,26.34
301393,日线,2026-06-17,51.68,50,B,33.26,66.23,47.6,99.1,56.5,LEG1,否,否,42.3,0.58,46.65
301419,日线,2026-06-17,43.4,50,B,18.8,50.98,36.68,171.2,44.4,LEG1,否,否,53.5,0.78,35.95
600850,日线,2026-06-17,19.88,50,B,14.78,25.8,18.53,74.6,66.0,LEG1,否,否,47.2,0.75,18.16
000628,日线,2026-06-17,53.59,50,B,32.07,63.3,49.7,97.4,43.5,READY,否,否,44.3,0.59,48.71
000629,日线,2026-06-17,3.2,50,B,2.21,3.79,3.46,71.5,20.9,LEG1,否,否,40.5,0.85,3.39
002012,日线,2026-06-17,7.12,50,B,2.88,9.65,6.16,235.1,51.6,LEG1,否,否,41.7,0.41,6.04
002015,日线,2026-06-17,18.95,50,B,6.3,25.57,15.88,305.9,50.3,LEG1,否,否,41.6,0.67,15.56
002025,日线,2026-06-17,63.4,50,B,31.98,78.93,58.04,146.8,44.5,READY,否,否,44.8,0.71,56.88
002026,日线,2026-06-17,11.99,50,B,5.9,13.3,13.32,125.4,-0.3,LEG1,否,否,40.8,0.93,13.05
601231,日线,2026-06-17,37.08,50,B,10.81,47.89,32.2,343.0,42.3,LEG1,否,否,44.2,0.73,31.56
301179,日线,2026-06-17,21.06,50,B,13.04,28.5,23.08,118.6,35.1,LEG1,否,否,42.0,0.55,22.62
600827,日线,2026-06-17,7.98,50,B,7.12,8.64,7.77,21.3,57.2,LEG1,否,否,41.4,0.68,7.61
688099,日线,2026-06-17,96.67,50,B,39.9,123.2,75.7,208.8,57.0,LEG1,否,否,49.6,0.98,74.19
300750,日线,2026-06-17,399.0,50,B,140.4,438.24,238.03,212.1,67.2,LEG1,否,否,46.0,0.71,233.27
300752,日线,2026-06-17,14.36,50,B,7.28,15.77,15.56,116.6,2.5,LEG1,否,否,43.3,0.82,15.25
300763,日线,2026-06-17,93.31,50,B,41.58,124.8,83.39,200.1,49.8,LEG1,否,否,41.1,0.74,81.72
301120,日线,2026-06-17,19.83,50,B,6.34,27.39,20.41,332.0,33.2,LEG1,否,否,44.4,0.55,20.0
301202,日线,2026-06-17,37.02,50,B,16.12,45.48,35.75,182.1,33.1,LEG1,否,否,46.8,0.61,35.03
600177,日线,2026-06-17,7.39,50,B,6.3,7.79,7.16,23.7,42.3,READY,否,否,44.5,0.77,7.02
603602,日线,2026-06-17,12.89,50,B,8.63,14.41,12.46,67.0,33.7,LEG1,否,否,41.7,0.61,12.21
000586,日线,2026-06-17,15.49,50,B,5.57,17.8,14.5,219.6,27.0,LEG1,否,否,44.4,0.61,14.21
301171,日线,2026-06-17,37.09,50,B,12.37,49.71,37.1,301.9,33.8,LEG1,否,否,40.0,0.48,36.36
300866,日线,2026-06-17,113.63,50,B,50.21,130.65,102.54,160.2,34.9,READY,否,否,45.8,0.71,100.49
300867,日线,2026-06-17,19.83,50,B,9.1,22.38,19.33,145.9,23.0,LEG1,否,否,42.8,0.75,18.94
600280,日线,2026-06-17,2.97,50,B,2.16,4.2,2.83,94.4,67.2,LEG1,否,否,40.6,0.65,2.77
603559,日线,2026-06-17,8.71,50,B,3.36,9.95,5.84,196.1,62.4,LEG1,否,否,48.4,0.49,5.72
300160,日线,2026-06-17,4.68,50,B,3.69,5.11,4.72,38.5,27.5,LEG1,否,否,40.3,0.95,4.63
300166,日线,2026-06-17,15.58,50,B,5.67,22.12,13.35,290.1,53.3,LEG1,否,否,44.3,0.59,13.08
688031,日线,2026-06-17,124.48,50,B,24.75,152.32,125.89,515.4,20.7,LEG1,否,否,43.2,0.51,123.37
002413,日线,2026-06-17,10.28,50,B,2.96,10.85,10.02,266.6,10.5,LEG1,否,否,37.6,0.78,9.82
002519,日线,2026-06-17,6.34,50,B,3.46,9.11,7.13,163.3,35.0,LEG1,否,否,36.6,0.8,6.99
002490,日线,2026-06-17,7.42,50,B,1.38,8.59,7.64,522.5,13.2,BREAKOUT,否,否,38.0,0.97,7.49
688586,日线,2026-06-17,12.6,50,B,7.35,15.1,12.75,105.4,30.3,LEG1,否,否,50.6,0.76,12.49
300496,日线,2026-06-17,61.81,50,B,31.74,74.74,56.59,135.5,42.2,LEG1,否,否,43.5,0.52,55.46
603861,日线,2026-06-17,15.89,50,B,6.16,19.09,15.02,209.9,31.5,LEG1,否,否,46.2,0.86,14.72
603876,日线,2026-06-17,26.04,50,B,7.2,29.1,11.96,304.2,78.3,LEG1,否,否,48.4,0.83,11.72
300523,日线,2026-06-17,20.18,50,B,13.9,25.49,20.5,83.4,43.1,LEG1,否,否,40.1,0.58,20.09
300530,日线,2026-06-17,18.7,50,B,10.32,25.27,33.38,144.9,-54.2,LEG1,否,否,39.0,0.92,32.71
002952,日线,2026-06-17,24.55,50,B,14.14,33.74,22.56,138.6,57.0,LEG1,否,否,48.3,0.71,22.11
688677,日线,2026-06-17,118.15,50,B,25.48,171.0,36.01,571.1,92.8,LEG1,否,否,41.6,0.84,35.29
002319,日线,2026-06-17,11.29,50,B,7.57,12.34,10.51,63.0,38.4,LEG1,否,否,45.8,0.86,10.3
301215,日线,2026-06-17,5.36,50,B,4.04,5.95,5.71,47.3,12.6,LEG1,否,否,41.5,0.84,5.6
605055,日线,2026-06-17,11.52,50,B,3.4,15.38,10.66,352.4,39.4,READY,否,否,42.6,0.8,10.45
002062,日线,2026-06-17,7.98,50,B,3.12,9.13,6.89,192.6,37.3,LEG1,否,否,44.1,0.53,6.75
300731,日线,2026-06-17,60.08,50,B,8.41,99.0,53.0,1077.2,50.8,READY,否,否,40.3,0.91,51.94
300058,日线,2026-06-17,14.95,50,B,4.83,18.3,13.31,278.9,37.0,LEG1,否,否,40.2,0.61,13.04
300067,日线,2026-06-17,5.56,50,B,1.76,8.18,4.07,364.8,64.0,LEG1,否,否,48.6,0.8,3.99
002843,日线,2026-06-17,22.14,50,B,10.9,29.93,20.62,174.6,48.9,READY,否,否,45.3,0.78,20.21
603129,日线,2026-06-17,223.97,50,B,78.47,243.58,223.0,210.4,12.5,LEG1,否,否,40.7,0.86,218.54
600624,日线,2026-06-17,3.94,50,B,2.76,4.8,4.32,73.9,23.5,LEG1,否,否,40.3,0.78,4.23
600143,日线,2026-06-17,16.6,50,B,5.63,18.99,8.84,237.3,76.0,LEG1,否,否,49.0,0.51,8.66
002290,日线,2026-06-17,83.38,50,B,6.85,106.77,76.0,1458.7,30.8,READY,否,否,46.9,0.67,74.48
002253,日线,2026-06-17,11.1,50,B,7.51,12.32,10.33,64.0,41.4,LEG1,否,否,42.9,0.6,10.12
002256,日线,2026-06-17,4.16,50,B,1.31,4.73,4.24,261.1,14.3,LEG1,否,否,42.5,0.73,4.16
688309,日线,2026-06-17,63.41,50,B,9.9,70.53,22.94,612.4,78.5,LEG1,否,否,45.8,0.8,22.48
001208,日线,2026-06-17,15.63,50,B,6.28,20.84,18.1,231.8,18.8,LEG1,否,否,37.5,0.89,17.74
601033,日线,2026-06-17,13.98,50,B,12.0,15.25,14.1,27.1,35.4,LEG1,否,否,44.6,0.84,13.82
300895,日线,2026-06-17,56.09,50,B,17.02,83.39,55.75,390.0,41.6,LEG1,否,否,42.5,0.69,54.63
300901,日线,2026-06-17,14.85,50,B,5.03,16.99,13.87,237.8,26.1,LEG1,否,否,50.3,0.99,13.59
688329,日线,2026-06-17,23.3,50,B,11.3,24.32,21.45,115.2,22.0,LEG1,否,否,49.2,0.75,21.02
688557,日线,2026-06-17,29.94,50,B,14.58,36.59,30.0,151.0,29.9,LEG1,否,否,44.7,0.76,29.4
002429,日线,2026-06-17,11.86,50,B,4.07,12.91,9.33,217.2,40.5,LEG1,否,否,55.7,0.71,9.14
603052,日线,2026-06-17,91.84,50,B,22.66,120.47,54.04,431.6,67.9,LEG1,否,否,53.9,0.86,52.96
000425,日线,2026-06-17,9.25,50,B,5.23,10.21,9.1,95.2,22.3,LEG1,否,否,44.7,0.74,8.92
300708,日线,2026-06-17,8.62,50,B,7.5,10.45,9.0,39.3,49.2,READY,否,否,48.8,0.69,8.82
301203,日线,2026-06-17,43.59,50,B,23.31,52.97,40.99,127.2,40.4,READY,否,否,40.1,0.91,40.17
301208,日线,2026-06-17,28.98,50,B,21.45,32.2,28.77,50.1,31.9,LEG1,否,否,40.9,0.85,28.19
300540,日线,2026-06-17,25.49,50,B,14.3,36.12,24.87,152.6,51.6,READY,否,否,44.3,0.95,24.37
603007,日线,2026-06-17,5.68,50,B,4.15,6.62,5.6,59.5,41.3,LEG1,否,否,42.5,0.92,5.49
301372,日线,2026-06-17,35.25,50,B,14.61,41.28,24.92,182.5,61.3,LEG1,否,否,53.3,0.92,24.42
688691,日线,2026-06-17,100.44,50,B,32.58,138.5,88.13,325.1,47.6,READY,否,否,51.2,0.83,86.37
688693,日线,2026-06-17,103.49,50,B,20.5,148.5,92.0,624.4,44.1,READY,否,否,50.6,0.6,90.16
688707,日线,2026-06-17,14.26,50,B,7.85,17.35,14.32,121.0,31.9,LEG1,否,否,44.3,0.52,14.03
600753,日线,2026-06-17,12.08,50,B,4.31,14.64,5.05,239.7,92.8,LEG1,否,否,50.3,0.05,4.95
600502,日线,2026-06-17,4.79,50,B,3.82,5.36,4.93,40.3,27.9,LEG1,否,否,40.5,0.97,4.83
301316,日线,2026-06-17,41.03,50,B,12.78,61.47,42.75,381.0,38.4,LEG1,否,否,53.0,0.95,41.89
301317,日线,2026-06-17,64.07,50,B,10.29,87.6,55.88,751.3,41.0,READY,否,否,51.0,0.64,54.76
002096,日线,2026-06-17,9.6,50,B,8.63,12.45,9.99,44.3,64.4,LEG1,否,否,40.2,0.69,9.79
000531,日线,2026-06-17,6.86,50,B,4.33,8.27,6.38,91.0,48.0,LEG1,否,否,40.9,0.55,6.25
000532,日线,2026-06-17,11.75,50,B,9.11,13.4,11.77,47.1,38.0,LEG1,否,否,40.8,0.52,11.53
603633,日线,2026-06-17,8.02,50,B,5.16,9.45,7.57,83.1,43.8,LEG1,否,否,46.5,0.48,7.42
603165,日线,2026-06-17,15.7,50,B,8.28,20.36,13.49,145.9,56.9,LEG1,否,否,43.6,0.72,13.22
301038,日线,2026-06-17,18.8,50,B,10.41,20.64,17.65,98.3,29.2,LEG1,否,否,41.3,0.6,17.3
002496,日线,2026-06-16,2.36,50,B,1.16,2.77,1.81,138.8,59.6,LEG1,否,否,48.5,0.73,1.77
300326,日线,2026-06-17,6.3,50,B,3.48,6.98,5.56,100.6,40.6,LEG1,否,否,46.7,0.68,5.45
300327,日线,2026-06-17,28.24,50,B,13.65,32.43,26.42,137.6,32.0,LEG1,否,否,56.6,0.85,25.89
300339,日线,2026-06-17,39.93,50,B,17.1,47.93,37.46,180.3,34.0,LEG1,否,否,40.2,0.73,36.71
003007,日线,2026-06-17,40.29,50,B,20.54,57.0,38.38,177.5,51.1,LEG1,否,否,42.9,0.6,37.61
600312,日线,2026-06-17,19.01,50,B,10.8,23.6,16.22,118.5,57.7,LEG1,否,否,41.8,0.69,15.9
603063,日线,2026-06-17,52.48,50,B,11.08,67.0,27.0,504.7,71.5,LEG1,否,否,49.9,0.68,26.46
603790,日线,2026-06-17,26.02,50,B,7.04,33.95,24.0,382.2,37.0,READY,否,否,49.0,0.67,23.52
688560,日线,2026-06-17,13.63,50,B,9.42,18.48,16.35,96.2,23.5,LEG1,否,否,42.1,0.86,16.02
688306,日线,2026-06-17,9.34,50,B,2.97,11.0,8.29,270.4,33.7,READY,否,否,54.4,0.71,8.12
688122,日线,2026-06-17,58.6,50,B,31.35,73.88,60.21,135.7,32.1,LEG1,否,否,46.2,0.73,59.01
600215,日线,2026-06-17,6.31,50,B,5.13,7.2,6.45,40.4,36.2,LEG1,否,否,41.4,0.79,6.32
002881,日线,2026-06-17,41.6,50,B,15.95,49.99,35.62,213.4,42.2,LEG1,否,否,41.0,0.5,34.91
002892,日线,2026-06-17,10.21,50,B,7.61,11.27,9.42,48.1,50.5,LEG1,否,否,41.7,0.53,9.23
301325,日线,2026-06-17,40.48,50,B,29.75,52.31,39.6,75.8,56.3,LEG1,否,否,47.5,0.6,38.81
301335,日线,2026-06-17,21.09,50,B,13.34,23.74,23.77,78.0,-0.3,LEG1,否,否,38.1,0.77,23.29
301356,日线,2026-06-17,23.48,50,B,11.2,27.99,21.01,149.9,41.6,READY,否,否,50.5,0.51,20.59
301358,日线,2026-06-17,75.65,50,B,22.28,110.0,60.74,393.7,56.2,LEG1,否,否,47.9,0.82,59.53
300552,日线,2026-06-17,26.83,50,B,12.3,29.5,25.73,139.8,21.9,LEG1,否,否,44.5,0.64,25.22
300559,日线,2026-06-17,10.96,50,B,7.5,14.71,12.01,96.1,37.4,LEG1,否,否,41.3,0.8,11.77
300565,日线,2026-06-17,12.4,50,B,7.71,16.29,11.44,111.3,56.5,READY,否,否,45.5,0.66,11.21
300274,日线,2026-06-17,149.15,50,B,52.98,191.71,141.21,261.9,36.4,READY,否,否,40.8,0.78,138.39
300276,日线,2026-06-17,7.75,50,B,2.89,10.52,7.09,264.0,45.0,READY,否,否,42.9,0.5,6.95
002587,日线,2026-06-17,6.91,50,B,4.15,7.3,6.17,75.9,35.9,LEG1,否,否,51.0,0.78,6.05
301246,日线,2026-06-17,27.86,50,B,10.58,33.78,16.44,219.3,74.7,LEG1,否,否,42.7,0.71,16.11
301260,日线,2026-06-17,15.33,50,B,9.12,16.54,14.82,81.4,23.2,LEG1,否,否,40.7,0.55,14.52
603950,日线,2026-06-17,62.61,50,B,10.87,77.5,36.58,613.0,61.4,LEG1,否,否,45.9,0.83,35.85
300571,日线,2026-06-17,43.73,50,B,17.62,73.34,30.18,316.2,77.5,LEG1,否,否,46.6,0.94,29.58
002241,日线,2026-06-17,23.68,50,B,13.83,29.18,21.85,111.0,47.8,LEG1,否,否,43.0,0.52,21.41
002245,日线,2026-06-17,20.67,50,B,5.4,21.74,18.09,302.6,22.3,LEG1,否,否,49.5,0.62,17.73
002202,日线,2026-06-17,21.98,50,B,6.37,28.99,25.07,355.1,17.3,LEG1,否,否,41.6,0.84,24.57
002211,日线,2026-06-17,3.7,50,B,1.95,4.15,3.02,112.8,51.4,LEG1,否,否,43.9,0.56,2.96
600770,日线,2026-06-17,6.02,50,B,2.11,8.78,5.63,316.1,47.2,READY,否,否,47.6,0.82,5.52
688027,日线,2026-06-17,507.84,50,B,71.69,643.8,515.18,798.0,22.5,LEG1,否,否,41.9,0.63,504.88
688028,日线,2026-06-17,113.88,50,B,11.8,139.45,82.8,1081.8,44.4,LEG1,否,否,52.8,0.82,81.14
000938,日线,2026-06-17,27.21,50,B,14.22,34.49,27.16,142.5,36.2,READY,否,否,50.9,0.79,26.62
605555,日线,2026-06-17,15.23,50,B,13.31,16.78,14.69,26.1,60.2,LEG1,否,否,41.8,0.64,14.4
002801,日线,2026-06-17,30.81,50,B,15.87,35.73,29.5,125.1,31.4,LEG1,否,否,47.5,0.39,28.91
301017,日线,2026-06-17,13.4,50,B,8.87,15.14,12.76,70.7,38.0,LEG1,否,否,40.1,0.76,12.5
301019,日线,2026-06-17,20.23,50,B,11.78,24.19,19.34,105.3,39.1,LEG1,否,否,40.5,0.78,18.95
301024,日线,2026-06-17,43.22,50,B,13.27,52.23,30.81,293.6,55.0,LEG1,否,否,42.7,0.75,30.19
300905,日线,2026-06-17,59.25,50,B,9.54,83.0,30.04,770.0,72.1,LEG1,否,否,40.9,0.66,29.44
000981,日线,2026-06-17,3.35,50,B,0.77,4.58,3.4,494.8,31.0,LEG1,否,否,42.0,0.68,3.33
002730,日线,2026-06-17,29.57,50,B,5.27,32.69,11.56,520.3,77.1,LEG1,否,否,49.1,0.98,11.33
688795,日线,2026-06-17,639.0,50,B,503.06,748.0,596.0,48.7,62.1,READY,否,否,51.0,0.75,584.08
688220,日线,2026-06-17,99.75,50,B,28.7,129.49,65.93,351.2,63.1,LEG1,否,否,53.1,0.71,64.61
688222,日线,2026-06-17,26.44,50,B,8.35,33.98,23.4,306.9,41.3,LEG1,否,否,45.2,0.52,22.93
603389,日线,2026-06-17,58.35,50,B,3.13,66.1,30.04,2011.8,57.3,LEG1,否,否,41.0,0.65,29.44
688133,日线,2026-06-17,20.04,50,B,14.47,29.15,19.53,101.5,65.5,LEG1,否,否,45.0,0.43,19.14
603391,日线,2026-06-17,56.12,50,B,34.81,73.2,59.0,110.3,37.0,LEG1,否,否,41.9,0.92,57.82
603278,日线,2026-06-17,12.57,50,B,4.95,14.82,11.84,199.4,30.2,LEG1,否,否,46.2,0.49,11.6
603173,日线,2026-06-17,33.79,50,B,14.77,40.2,38.0,172.2,8.7,LEG1,否,否,35.3,0.86,37.24
300242,日线,2026-06-17,4.7,50,B,1.6,5.45,4.24,240.6,31.4,LEG1,否,否,42.2,0.75,4.16
002606,日线,2026-06-17,13.92,50,B,5.53,17.62,12.88,218.6,39.2,READY,否,否,44.5,0.57,12.62
002609,日线,2026-06-17,7.51,50,B,6.22,8.87,8.01,42.6,32.5,LEG1,否,否,40.6,0.65,7.85
000338,日线,2026-06-17,29.28,50,B,11.64,36.34,21.4,212.2,60.5,LEG1,否,否,43.6,0.87,20.97
000400,日线,2026-06-17,23.04,50,B,17.72,27.96,25.17,57.8,27.2,LEG1,否,否,42.1,0.61,24.67
600388,日线,2026-06-17,16.85,50,B,9.91,19.88,16.22,100.6,36.7,READY,否,否,42.3,0.71,15.9
688160,日线,2026-06-17,109.3,50,B,28.4,128.28,104.03,351.7,24.3,LEG1,否,否,41.1,0.59,101.95
688171,日线,2026-06-17,47.08,50,B,10.26,63.44,42.73,518.3,38.9,READY,否,否,41.6,0.94,41.88
600333,日线,2026-06-17,5.57,50,B,3.3,6.01,5.0,82.1,37.3,LEG1,否,否,47.6,0.77,4.9
300629,日线,2026-06-17,21.4,50,B,12.85,27.85,19.6,116.7,55.0,LEG1,否,否,41.4,0.74,19.21
300647,日线,2026-06-17,6.1,50,B,2.78,6.94,5.75,149.6,28.6,LEG1,否,否,41.7,0.7,5.63
300650,日线,2026-06-17,13.0,50,B,6.47,17.39,13.95,168.8,31.5,LEG1,否,否,42.4,0.94,13.67
688132,日线,2026-06-17,14.3,50,B,11.27,15.51,16.52,37.6,-23.8,LEG1,否,否,38.3,0.76,16.19
300608,日线,2026-06-17,11.92,50,B,7.93,12.75,12.27,60.8,10.0,LEG1,否,否,43.4,0.49,12.02
603915,日线,2026-06-17,15.83,50,B,7.74,17.02,14.08,119.9,31.7,LEG1,否,否,44.0,0.52,13.8
603919,日线,2026-06-17,18.49,50,B,15.47,22.91,17.4,48.1,74.1,LEG1,否,否,40.5,0.46,17.05
300617,日线,2026-06-17,58.7,50,B,20.11,74.0,50.02,268.0,44.5,LEG1,否,否,47.4,0.77,49.02
