代码,周期,最新日期,收盘价,评分,等级,L1,H1,L2,首波涨幅%,回调幅度%,阶段,突破前高,均线多头,RSI,量比,止损价
605028,周线,2026-06-19,21.39,40,C,11.5,31.24,25.27,171.7,30.2,LEG1,否,否,26.4,0.43,24.76
605011,周线,2026-06-19,17.94,40,C,17.82,22.44,21.27,25.9,25.3,LEG1,否,否,29.5,0.58,20.84
605008,周线,2026-06-19,11.16,40,C,10.69,12.78,13.46,19.6,-32.5,LEG1,否,否,31.3,0.7,13.19
605005,周线,2026-06-19,16.04,40,C,11.3,21.78,17.88,92.7,37.2,LEG1,否,否,22.1,0.26,17.52
605003,周线,2026-06-19,22.55,40,C,12.65,31.19,22.37,146.6,47.6,LEG1,否,否,25.1,0.37,21.92
001283,周线,2026-06-19,52.84,40,C,26.66,74.4,60.01,179.1,30.1,BREAKOUT,否,否,36.2,0.75,58.81
001279,周线,2026-06-19,27.6,40,C,31.0,35.2,38.26,13.5,-72.9,LEG1,否,否,33.1,0.77,37.49
001278,周线,2026-06-19,16.6,40,C,12.8,24.15,18.95,88.7,45.8,LEG1,否,否,24.9,0.38,18.57
001277,周线,2026-06-19,29.66,40,C,30.3,38.4,41.21,26.7,-34.7,LEG1,否,否,20.1,0.39,40.39
001260,周线,2026-06-19,17.25,40,C,12.21,23.0,19.28,88.4,34.5,LEG1,否,否,23.1,0.37,18.89
605116,周线,2026-06-19,19.41,40,C,17.33,32.1,21.51,85.2,71.7,LEG1,否,否,29.7,0.38,21.08
605108,周线,2026-06-19,12.4,40,C,15.32,20.7,18.63,35.1,38.5,LEG1,否,否,13.1,0.47,18.26
603987,周线,2026-06-19,7.15,40,C,5.72,9.55,8.04,67.0,39.4,READY,否,否,14.0,0.33,7.88
603983,周线,2026-06-19,21.76,40,C,20.17,26.64,38.28,32.1,-179.9,LEG1,否,否,14.7,0.53,37.51
603982,周线,2026-06-19,6.14,40,C,6.22,8.08,8.05,29.9,1.6,LEG1,否,否,16.8,0.51,7.89
001324,周线,2026-06-19,18.33,40,C,13.68,21.85,17.3,59.7,55.7,LEG1,否,否,36.2,0.56,16.95
001322,周线,2026-06-19,5.88,40,C,6.37,9.77,8.0,53.4,52.1,LEG1,否,否,17.9,0.75,7.84
001319,周线,2026-06-19,23.02,40,C,13.0,31.71,23.92,143.9,41.6,LEG1,否,否,38.8,0.5,23.44
001318,周线,2026-06-19,10.6,40,C,9.28,17.83,12.72,92.1,59.8,READY,否,否,11.8,0.39,12.47
001316,周线,2026-06-19,37.13,40,C,20.74,63.57,41.45,206.5,51.6,LEG1,否,否,35.6,0.58,40.62
001311,周线,2026-06-19,18.11,40,C,19.17,46.97,22.98,145.0,86.3,LEG1,否,否,18.7,0.62,22.52
001306,周线,2026-06-19,60.41,40,C,39.76,93.48,63.66,135.1,55.5,READY,否,否,29.6,0.47,62.39
001298,周线,2026-06-19,20.6,40,C,14.5,35.4,28.51,144.1,33.0,LEG1,否,否,30.4,0.56,27.94
001296,周线,2026-06-19,18.69,40,C,13.46,26.76,21.6,98.8,38.8,LEG1,否,否,18.8,0.4,21.17
603956,周线,2026-06-19,4.53,40,C,4.23,7.21,5.31,70.4,63.8,READY,否,否,18.7,0.86,5.2
001368,周线,2026-06-19,22.13,40,C,16.02,30.97,23.48,93.3,50.1,LEG1,否,否,27.3,0.37,23.01
001358,周线,2026-06-19,25.41,40,C,18.06,31.1,25.16,72.2,45.6,LEG1,否,否,37.4,0.69,24.66
001338,周线,2026-06-19,9.32,40,C,8.11,14.37,11.67,77.2,43.1,READY,否,否,18.3,0.55,11.44
001333,周线,2026-06-19,20.05,40,C,13.68,27.75,20.92,102.9,48.5,LEG1,否,否,22.7,0.48,20.5
001332,周线,2026-06-19,46.29,40,C,20.31,68.18,49.66,235.7,38.7,READY,否,否,32.9,0.79,48.67
001328,周线,2026-06-19,28.29,40,C,17.52,44.35,34.44,153.1,36.9,LEG1,否,否,33.0,0.67,33.75
605001,周线,2026-06-19,5.82,40,C,3.71,8.42,6.72,127.0,36.1,READY,否,否,16.7,0.61,6.59
603999,周线,2026-06-19,5.41,40,C,4.08,8.89,6.75,117.9,44.5,LEG1,否,否,24.2,0.3,6.62
603998,周线,2026-06-19,9.32,40,C,7.12,11.33,10.94,59.1,9.3,LEG1,否,否,23.1,0.49,10.72
603988,周线,2026-06-19,19.14,40,C,5.92,39.97,22.86,575.2,50.2,READY,否,否,24.4,0.32,22.4
002004,周线,2026-06-19,4.2,40,C,3.68,6.08,4.78,65.2,54.2,READY,否,否,23.9,0.42,4.68
002003,周线,2026-06-19,8.63,40,C,9.33,11.99,10.52,28.5,55.3,LEG1,否,否,15.1,0.62,10.31
001979,周线,2026-06-19,7.53,40,C,7.45,10.03,8.43,34.6,62.0,LEG1,否,否,31.4,0.71,8.26
001914,周线,2026-06-19,9.03,40,C,8.16,10.84,10.58,32.8,9.7,LEG1,否,否,26.4,0.57,10.37
001380,周线,2026-06-19,16.44,40,C,14.08,25.4,21.38,80.4,35.5,LEG1,否,否,19.4,0.49,20.95
001379,周线,2026-06-19,16.88,40,C,12.2,23.09,20.1,89.3,27.5,LEG1,否,否,21.7,0.35,19.7
001376,周线,2026-06-19,11.93,40,C,11.11,25.22,11.89,127.0,94.5,LEG1,否,否,28.0,0.54,11.65
603970,周线,2026-06-19,10.34,40,C,11.49,13.45,12.58,17.1,44.4,LEG1,否,否,18.0,0.45,12.33
603969,周线,2026-06-19,7.37,40,C,3.72,10.23,8.48,175.0,26.9,LEG1,否,否,31.2,0.61,8.31
603968,周线,2026-06-19,10.15,40,C,8.24,17.75,10.52,115.4,76.0,LEG1,否,否,29.9,0.34,10.31
603967,周线,2026-06-19,11.4,40,C,6.4,14.73,11.89,130.2,34.1,LEG1,否,否,32.7,0.47,11.65
603966,周线,2026-06-19,9.27,40,C,5.5,14.9,10.91,170.9,42.4,LEG1,否,否,25.8,0.52,10.69
603927,周线,2026-06-19,14.13,40,C,14.9,17.5,18.3,17.4,-30.8,LEG1,否,否,18.3,0.81,17.93
603922,周线,2026-06-19,15.29,40,C,13.6,24.0,18.5,76.5,52.9,LEG1,否,否,39.3,0.12,18.13
603918,周线,2026-06-19,10.48,40,C,8.32,14.13,14.71,69.8,-10.0,LEG1,否,否,16.1,0.46,14.42
002022,周线,2026-06-19,4.91,40,C,4.88,6.26,5.88,28.3,27.5,LEG1,否,否,17.4,0.36,5.76
002021,周线,2026-06-19,2.49,40,C,1.47,3.4,2.36,131.3,53.9,LEG1,否,否,31.4,0.59,2.31
002020,周线,2026-06-19,12.05,40,C,8.28,17.18,14.3,107.5,32.4,LEG1,否,否,16.4,0.44,14.01
002019,周线,2026-06-19,9.81,40,C,9.11,14.73,10.74,61.7,71.0,LEG1,否,否,20.7,0.26,10.53
002017,周线,2026-06-19,16.13,40,C,6.41,29.99,18.1,367.9,50.4,READY,否,否,26.7,0.7,17.74
002016,周线,2026-06-19,4.38,40,C,3.93,6.61,5.66,68.2,35.4,LEG1,否,否,18.0,0.47,5.55
002014,周线,2026-06-19,10.59,40,C,7.63,12.88,10.58,68.8,43.8,LEG1,否,否,36.1,0.54,10.37
002011,周线,2026-06-19,10.79,40,C,9.55,13.23,11.39,38.5,50.0,LEG1,否,否,29.2,0.61,11.16
002010,周线,2026-06-19,4.92,40,C,3.41,7.39,5.44,116.7,49.0,READY,否,否,23.1,0.43,5.33
002007,周线,2026-06-19,12.83,40,C,13.72,16.98,15.03,23.8,59.8,LEG1,否,否,12.9,0.49,14.73
002006,周线,2026-06-19,14.84,40,C,8.48,24.69,16.7,191.2,49.3,READY,否,否,23.3,0.46,16.37
002042,周线,2026-06-19,3.7,40,C,2.48,5.6,3.99,125.8,51.6,LEG1,否,否,31.2,0.35,3.91
002041,周线,2026-06-19,8.47,40,C,7.55,12.6,9.05,66.9,70.3,LEG1,否,否,29.1,0.31,8.87
002040,周线,2026-06-19,8.58,40,C,4.88,11.0,9.58,125.4,23.2,LEG1,否,否,29.0,0.54,9.39
002037,周线,2026-06-19,6.59,40,C,4.68,16.68,9.22,256.4,62.2,READY,否,否,19.1,0.45,9.04
002035,周线,2026-06-19,4.86,40,C,4.68,6.94,5.71,48.3,54.4,LEG1,否,否,15.9,0.26,5.6
002031,周线,2026-06-19,5.71,40,C,2.08,8.82,5.41,324.0,50.6,READY,否,否,39.2,0.57,5.3
002030,周线,2026-06-19,5.44,40,C,4.71,7.79,5.93,65.4,60.4,LEG1,否,否,38.4,0.36,5.81
002029,周线,2026-06-19,8.34,40,C,4.38,11.8,9.28,169.4,34.0,LEG1,否,否,32.8,0.6,9.09
002027,周线,2026-06-19,5.12,40,C,5.22,8.32,6.97,59.4,43.5,LEG1,否,否,17.6,0.81,6.83
002026,周线,2026-06-19,11.99,40,C,5.9,13.55,12.12,129.7,18.7,LEG1,否,否,30.8,0.46,11.88
002024,周线,2026-06-19,1.22,40,C,1.12,2.01,1.69,79.5,36.0,READY,否,否,28.7,0.59,1.66
603948,周线,2026-06-19,24.04,40,C,14.19,29.52,24.6,108.0,32.1,LEG1,否,否,35.1,0.57,24.11
603939,周线,2026-06-19,19.78,40,C,17.56,25.8,20.81,46.9,60.6,LEG1,否,否,35.9,0.69,20.39
002054,周线,2026-06-19,7.38,40,C,4.26,12.09,7.1,183.8,63.7,LEG1,否,否,30.6,0.2,6.96
002053,周线,2026-06-19,10.12,40,C,8.2,12.99,10.71,58.4,47.6,LEG1,否,否,29.1,0.38,10.5
002052,周线,2026-06-19,8.93,40,C,0.8,12.23,8.9,1428.8,29.1,LEG1,否,否,29.1,0.63,8.72
002045,周线,2026-06-19,8.64,40,C,9.56,12.1,13.58,26.6,-58.3,LEG1,否,否,17.2,0.73,13.31
002044,周线,2026-06-19,5.23,40,C,3.22,8.88,4.82,175.8,71.7,LEG1,否,否,40.0,0.43,4.72
002043,周线,2026-06-19,12.24,40,C,8.84,16.39,13.43,85.4,39.2,LEG1,否,否,30.5,0.59,13.16
603917,周线,2026-06-19,11.73,40,C,9.48,16.13,12.03,70.1,61.7,READY,否,否,32.4,0.67,11.79
603912,周线,2026-06-19,8.34,40,C,4.92,12.18,8.43,147.6,51.7,LEG1,否,否,32.8,0.26,8.26
603909,周线,2026-06-19,9.48,40,C,6.68,14.1,9.85,111.1,57.3,LEG1,否,否,29.1,0.33,9.65
603908,周线,2026-06-19,18.48,40,C,17.5,24.8,20.68,41.7,56.4,LEG1,否,否,19.4,0.57,20.27
603901,周线,2026-06-19,10.73,40,C,5.42,13.67,11.16,152.2,30.4,LEG1,否,否,27.6,0.46,10.94
603900,周线,2026-06-19,6.07,40,C,3.37,8.45,6.94,150.7,29.7,LEG1,否,否,19.2,0.43,6.8
603896,周线,2026-06-19,15.72,40,C,18.22,22.97,20.83,26.1,45.1,LEG1,否,否,25.5,0.5,20.41
002090,周线,2026-06-19,9.29,40,C,5.99,11.74,10.56,96.0,20.5,LEG1,否,否,21.6,0.42,10.35
002086,周线,2026-06-19,1.82,40,C,1.76,2.67,2.53,51.7,15.4,LEG1,否,否,27.8,0.4,2.48
002084,周线,2026-06-19,3.37,40,C,1.99,3.92,3.49,97.0,22.3,LEG1,否,否,35.2,0.68,3.42
002082,周线,2026-06-19,13.68,40,C,3.7,36.24,11.54,879.5,75.9,LEG1,否,否,34.8,0.14,11.31
002078,周线,2026-06-19,12.92,40,C,11.58,17.68,13.91,52.7,61.8,LEG1,否,否,33.8,0.69,13.63
002074,周线,2026-06-19,30.12,40,C,16.1,41.49,33.45,157.7,31.7,LEG1,否,否,30.2,0.52,32.78
002073,周线,2026-06-19,5.38,40,C,4.33,8.79,7.81,103.0,22.0,LEG1,否,否,14.2,0.41,7.65
002069,周线,2026-06-19,3.11,40,C,2.35,3.93,3.33,67.2,38.0,LEG1,否,否,20.0,0.38,3.26
002067,周线,2026-06-19,4.1,40,C,2.33,6.18,4.54,165.2,42.6,READY,否,否,27.5,0.33,4.45
002065,周线,2026-06-19,7.37,40,C,4.21,9.03,7.66,114.5,28.4,LEG1,否,否,34.9,0.62,7.51
002063,周线,2026-06-19,5.29,40,C,4.1,6.73,6.08,64.1,24.7,LEG1,否,否,21.5,0.27,5.96
002061,周线,2026-06-19,3.53,40,C,3.15,4.31,3.7,36.8,52.6,READY,否,否,30.1,0.43,3.63
002060,周线,2026-06-19,3.26,40,C,3.02,4.34,3.55,43.7,59.8,LEG1,否,否,21.7,0.24,3.48
002059,周线,2026-06-19,4.38,40,C,4.01,5.36,5.2,33.7,11.9,LEG1,否,否,27.5,0.44,5.1
603887,周线,2026-06-19,10.6,40,C,3.77,18.37,13.2,387.3,35.4,LEG1,否,否,17.0,0.29,12.94
603883,周线,2026-06-19,11.84,40,C,11.9,14.59,14.71,22.6,-4.5,LEG1,否,否,21.5,0.57,14.42
603882,周线,2026-06-19,24.5,40,C,24.35,28.98,27.3,19.0,36.3,LEG1,否,否,35.2,0.5,26.75
603879,周线,2026-06-19,4.59,40,C,1.86,6.13,5.1,229.6,24.1,LEG1,否,否,24.8,0.57,5.0
603878,周线,2026-06-19,5.93,40,C,4.68,9.78,7.16,109.0,51.4,READY,否,否,25.0,0.79,7.02
603877,周线,2026-06-19,13.03,40,C,10.89,17.77,14.3,63.2,50.4,LEG1,否,否,37.2,0.84,14.01
603871,周线,2026-06-19,11.64,40,C,9.66,16.55,12.99,71.3,51.7,LEG1,否,否,36.8,0.43,12.73
603869,周线,2026-06-19,8.91,40,C,4.2,11.33,8.89,169.8,34.2,LEG1,否,否,32.6,0.86,8.71
002095,周线,2026-06-19,13.41,40,C,10.71,21.64,16.94,102.1,43.0,LEG1,否,否,18.7,0.31,16.6
002094,周线,2026-06-19,4.8,40,C,1.74,8.99,5.09,416.7,53.8,LEG1,否,否,16.6,0.41,4.99
002093,周线,2026-06-19,6.95,40,C,4.98,14.31,10.84,187.3,37.2,LEG1,否,否,18.2,0.57,10.62
002092,周线,2026-06-19,4.21,40,C,3.31,8.98,4.44,171.3,80.1,LEG1,否,否,23.8,0.4,4.35
002091,周线,2026-06-19,7.82,40,C,5.75,9.99,8.49,73.7,35.4,LEG1,否,否,34.0,0.4,8.32
002111,周线,2026-06-19,9.6,40,C,5.81,11.69,9.04,101.2,45.1,LEG1,否,否,35.5,0.58,8.86
002110,周线,2026-06-19,2.96,40,C,2.51,4.79,4.09,90.8,30.7,LEG1,否,否,17.7,0.44,4.01
002109,周线,2026-06-19,2.61,40,C,2.32,5.5,3.46,137.1,64.2,LEG1,否,否,20.2,0.12,3.39
002107,周线,2026-06-19,5.91,40,C,3.2,8.47,5.94,164.7,48.0,LEG1,否,否,26.0,0.31,5.82
002105,周线,2026-06-19,5.24,40,C,3.09,6.86,5.98,122.0,23.3,LEG1,否,否,21.3,0.51,5.86
002104,周线,2026-06-19,11.34,40,C,4.88,23.18,17.55,375.0,30.8,LEG1,否,否,19.4,0.55,17.2
002103,周线,2026-06-19,6.24,40,C,4.55,11.32,8.78,148.8,37.5,READY,否,否,14.1,0.51,8.6
002102,周线,2026-06-19,2.19,40,C,1.88,3.85,3.22,104.8,32.0,LEG1,否,否,20.5,0.13,3.16
002101,周线,2026-06-19,8.37,40,C,9.2,13.0,11.74,41.3,33.2,LEG1,否,否,12.0,0.52,11.51
002100,周线,2026-06-19,6.16,40,C,5.67,8.46,6.79,49.2,59.9,LEG1,否,否,25.1,0.51,6.65
002099,周线,2026-06-19,5.14,40,C,4.26,7.65,5.66,79.6,58.7,LEG1,否,否,24.2,0.27,5.55
002098,周线,2026-06-19,6.83,40,C,3.95,12.07,8.21,205.6,47.5,LEG1,否,否,12.3,0.5,8.05
002097,周线,2026-06-19,8.13,40,C,4.74,10.46,9.39,120.7,18.7,LEG1,否,否,16.4,0.5,9.2
603889,周线,2026-06-19,5.73,40,C,5.09,9.5,7.2,86.6,52.2,LEG1,否,否,24.2,0.57,7.06
603836,周线,2026-06-19,11.48,40,C,9.33,14.39,12.06,54.2,46.0,LEG1,否,否,22.5,0.61,11.82
603833,周线,2026-06-19,34.06,40,C,40.03,62.93,49.3,57.2,59.5,LEG1,否,否,9.2,0.99,48.31
603829,周线,2026-06-19,19.3,40,C,8.82,31.0,22.0,251.5,40.6,LEG1,否,否,22.5,0.31,21.56
603828,周线,2026-06-19,4.51,40,C,1.32,9.7,4.33,634.8,64.1,READY,否,否,29.7,0.38,4.24
002130,周线,2026-06-19,20.63,40,C,4.97,29.3,23.91,489.5,22.2,LEG1,否,否,38.5,0.52,23.43
002124,周线,2026-06-19,2.25,40,C,1.96,3.28,2.69,67.3,44.7,LEG1,否,否,36.2,0.35,2.64
002123,周线,2026-06-19,7.69,40,C,5.43,14.66,11.02,170.0,39.4,LEG1,否,否,24.7,0.66,10.8
002122,周线,2026-06-19,2.57,40,C,1.8,3.27,2.73,81.7,36.7,READY,否,否,23.7,0.45,2.68
002121,周线,2026-06-19,5.97,40,C,3.12,10.24,7.29,228.2,41.4,LEG1,否,否,32.0,0.37,7.14
002120,周线,2026-06-19,6.41,40,C,5.66,8.34,6.32,47.3,75.4,LEG1,否,否,30.8,0.64,6.19
002117,周线,2026-06-19,8.61,40,C,5.41,10.78,9.42,99.3,25.3,LEG1,否,否,20.4,0.69,9.23
002116,周线,2026-06-19,9.23,40,C,8.17,11.45,10.03,40.1,43.3,LEG1,否,否,36.2,0.46,9.83
002114,周线,2026-06-19,7.69,40,C,3.69,10.16,7.93,175.3,34.5,LEG1,否,否,34.6,0.56,7.77
002148,周线,2026-06-19,6.16,40,C,3.12,8.35,7.07,167.6,24.5,LEG1,否,否,21.6,0.73,6.93
002146,周线,2026-06-19,1.23,40,C,1.13,1.97,1.47,74.3,59.5,LEG1,否,否,34.1,0.46,1.44
002144,周线,2026-06-19,10.74,40,C,6.96,17.78,13.2,155.5,42.3,READY,否,否,17.6,0.42,12.94
002140,周线,2026-06-19,10.04,40,C,5.73,15.52,10.69,170.9,49.3,LEG1,否,否,27.2,0.3,10.48
002139,周线,2026-06-19,9.74,40,C,6.26,14.65,12.57,134.0,24.8,LEG1,否,否,26.4,0.7,12.32
002133,周线,2026-06-19,2.58,40,C,1.95,3.99,3.15,104.6,41.2,READY,否,否,18.5,0.6,3.09
002131,周线,2026-06-19,5.36,40,C,1.31,8.45,4.76,545.0,51.7,LEG1,否,否,31.4,0.26,4.66
603863,周线,2026-06-19,14.51,40,C,10.25,21.88,15.38,113.5,55.9,READY,否,否,27.5,0.33,15.07
603860,周线,2026-06-19,25.89,40,C,20.46,33.38,27.53,63.1,45.3,LEG1,否,否,20.8,0.7,26.98
603858,周线,2026-06-19,15.39,40,C,13.83,17.98,15.61,30.0,57.1,LEG1,否,否,37.0,0.62,15.3
603855,周线,2026-06-19,17.61,40,C,14.78,21.22,18.74,43.6,38.5,LEG1,否,否,35.4,0.51,18.37
603848,周线,2026-06-19,13.69,40,C,10.82,18.25,14.8,68.7,46.4,LEG1,否,否,25.1,0.39,14.5
603839,周线,2026-06-19,6.2,40,C,3.91,8.4,6.72,114.8,37.4,LEG1,否,否,21.1,0.69,6.59
603811,周线,2026-06-19,10.66,40,C,5.78,12.42,10.53,114.9,28.5,LEG1,否,否,32.9,0.48,10.32
603810,周线,2026-06-19,11.89,40,C,7.4,18.07,14.6,144.2,32.5,READY,否,否,17.2,0.6,14.31
603809,周线,2026-06-19,9.61,40,C,6.73,11.77,10.17,74.9,31.7,LEG1,否,否,28.3,0.78,9.97
603808,周线,2026-06-19,8.43,40,C,5.72,11.36,8.53,98.6,50.2,LEG1,否,否,28.7,0.39,8.36
002163,周线,2026-06-19,9.24,40,C,5.12,25.03,9.02,388.9,80.4,LEG1,否,否,22.3,0.3,8.84
002162,周线,2026-06-19,3.57,40,C,2.55,6.45,4.3,152.9,55.1,READY,否,否,18.2,0.24,4.21
002159,周线,2026-06-19,13.06,40,C,10.82,21.62,14.35,99.8,67.3,LEG1,否,否,15.5,0.42,14.06
002157,周线,2026-06-19,3.03,40,C,2.23,3.68,2.96,65.0,49.7,LEG1,否,否,38.8,0.34,2.9
002153,周线,2026-06-19,7.74,40,C,4.81,10.75,9.18,123.5,26.4,LEG1,否,否,26.2,0.4,9.0
002152,周线,2026-06-19,10.1,40,C,8.38,14.4,11.14,71.8,54.2,READY,否,否,28.6,0.55,10.92
002151,周线,2026-06-19,33.45,40,C,21.01,44.85,28.41,113.5,69.0,LEG1,否,否,35.0,0.33,27.84
002184,周线,2026-06-19,10.54,40,C,7.75,14.35,10.83,85.2,53.3,READY,否,否,26.3,0.77,10.61
002182,周线,2026-06-19,13.72,40,C,8.54,23.14,14.75,171.0,57.5,READY,否,否,34.5,0.52,14.46
002178,周线,2026-06-19,5.11,40,C,2.99,7.34,5.8,145.5,35.4,READY,否,否,25.1,0.31,5.68
002177,周线,2026-06-19,6.52,40,C,2.63,9.82,7.16,273.4,37.0,READY,否,否,37.1,0.38,7.02
002175,周线,2026-06-19,2.07,40,C,1.57,3.89,4.27,147.8,-16.4,LEG1,否,否,29.8,0.34,4.18
002173,周线,2026-06-19,17.27,40,C,5.8,33.52,19.65,477.9,50.0,LEG1,否,否,23.0,0.26,19.26
002172,周线,2026-06-19,3.01,40,C,2.17,4.66,3.6,114.7,42.6,READY,否,否,15.0,0.55,3.53
002170,周线,2026-06-19,11.06,40,C,3.76,14.22,4.86,278.2,89.5,LEG1,否,否,26.5,0.36,4.76
002166,周线,2026-06-19,7.3,40,C,6.53,9.35,8.16,43.2,42.2,LEG1,否,否,21.9,0.36,8.0
002165,周线,2026-06-19,7.39,40,C,2.45,10.23,7.22,317.6,38.7,LEG1,否,否,39.0,0.61,7.08
603822,周线,2026-06-19,74.8,40,C,15.68,123.0,70.0,684.4,49.4,READY,否,否,36.9,0.41,68.6
603818,周线,2026-06-19,2.79,40,C,2.03,3.89,3.23,91.6,35.5,LEG1,否,否,22.6,0.61,3.17
603817,周线,2026-06-19,5.71,40,C,4.12,9.21,6.62,123.5,50.9,READY,否,否,26.4,0.26,6.49
603788,周线,2026-06-19,14.37,40,C,8.69,18.79,14.24,116.2,45.0,LEG1,否,否,31.9,0.4,13.96
603787,周线,2026-06-19,9.61,40,C,7.22,17.11,12.49,137.0,46.7,LEG1,否,否,17.5,0.27,12.24
603786,周线,2026-06-19,47.86,40,C,42.81,85.49,67.0,99.7,43.3,LEG1,否,否,30.3,0.51,65.66
603768,周线,2026-06-19,10.03,40,C,9.53,12.29,10.98,29.0,47.5,LEG1,否,否,24.8,0.88,10.76
603767,周线,2026-06-19,15.7,40,C,9.47,25.27,17.54,166.8,48.9,READY,否,否,32.0,0.46,17.19
603759,周线,2026-06-19,7.41,40,C,5.36,13.4,9.87,150.0,43.9,LEG1,否,否,17.7,0.29,9.67
603758,周线,2026-06-19,10.0,40,C,6.35,13.77,13.93,116.9,-2.2,LEG1,否,否,21.1,0.43,13.65
002197,周线,2026-06-19,6.21,40,C,2.93,8.76,7.31,199.0,24.9,LEG1,否,否,27.5,0.46,7.16
002195,周线,2026-06-19,7.18,40,C,2.12,13.19,8.51,522.2,42.3,READY,否,否,31.2,0.29,8.34
002193,周线,2026-06-19,4.94,40,C,2.63,7.19,5.06,173.4,46.7,LEG1,否,否,39.5,0.28,4.96
002188,周线,2026-06-19,5.34,40,C,3.01,7.35,5.87,144.2,34.1,LEG1,否,否,27.9,0.51,5.75
002187,周线,2026-06-19,5.04,40,C,4.01,9.87,6.13,146.1,63.8,LEG1,否,否,22.4,0.44,6.01
002186,周线,2026-06-19,8.81,40,C,7.83,11.23,9.7,43.4,45.0,LEG1,否,否,14.4,0.41,9.51
603729,周线,2026-06-19,11.79,40,C,11.1,23.76,15.08,114.1,68.6,LEG1,否,否,15.3,0.33,14.78
603719,周线,2026-06-19,8.97,40,C,9.46,11.49,11.55,21.5,-3.0,LEG1,否,否,21.8,0.76,11.32
603718,周线,2026-06-19,2.99,40,C,5.74,7.19,6.65,25.3,37.2,LEG1,否,否,20.3,0.36,6.52
603717,周线,2026-06-19,6.17,40,C,4.38,8.23,7.37,87.9,22.3,LEG1,否,否,31.0,0.72,7.22
002212,周线,2026-06-19,6.23,40,C,3.99,10.77,7.12,169.9,53.8,READY,否,否,23.4,0.57,6.98
002210,周线,2026-06-19,2.42,40,C,1.25,3.43,2.29,174.4,52.3,LEG1,否,否,33.2,0.46,2.24
002209,周线,2026-06-19,11.06,40,C,5.29,17.51,13.5,231.0,32.8,LEG1,否,否,24.0,0.42,13.23
002207,周线,2026-06-19,7.18,40,C,3.46,16.01,6.95,362.7,72.2,LEG1,否,否,38.5,0.32,6.81
002206,周线,2026-06-19,5.48,40,C,3.42,7.57,5.68,121.3,45.5,READY,否,否,37.5,0.55,5.57
002205,周线,2026-06-19,11.11,40,C,5.7,14.6,12.02,156.1,29.0,LEG1,否,否,23.7,0.58,11.78
002204,周线,2026-06-19,5.59,40,C,3.33,8.28,6.19,148.6,42.2,READY,否,否,16.8,0.34,6.07
002198,周线,2026-06-19,3.44,40,C,4.67,8.2,6.83,75.6,38.8,LEG1,否,否,15.6,0.38,6.69
603799,周线,2026-06-19,52.59,40,C,20.82,70.85,53.93,240.3,33.8,LEG1,否,否,34.8,0.73,52.85
603797,周线,2026-06-19,4.02,40,C,2.98,4.99,4.25,67.4,36.8,LEG1,否,否,21.9,0.46,4.17
603789,周线,2026-06-19,5.33,40,C,4.77,6.42,5.51,34.6,55.2,LEG1,否,否,38.8,0.48,5.4
002234,周线,2026-06-19,6.79,40,C,7.17,9.71,8.35,35.4,53.5,LEG1,否,否,17.0,0.61,8.18
002233,周线,2026-06-19,7.49,40,C,6.28,9.83,8.22,56.5,45.4,LEG1,否,否,22.9,0.56,8.06
002232,周线,2026-06-19,14.87,40,C,10.46,18.66,16.1,78.4,31.2,LEG1,否,否,22.5,0.5,15.78
002230,周线,2026-06-19,41.59,40,C,32.66,67.5,45.36,106.7,63.5,READY,否,否,29.9,0.54,44.45
002229,周线,2026-06-19,12.11,40,C,7.93,20.18,15.19,154.5,40.7,LEG1,否,否,30.2,0.47,14.89
002228,周线,2026-06-19,3.18,40,C,2.17,6.7,3.14,208.8,78.6,LEG1,否,否,23.0,0.49,3.08
002227,周线,2026-06-19,7.06,40,C,6.13,9.51,11.68,55.1,-64.2,LEG1,否,否,22.6,0.72,11.45
002226,周线,2026-06-19,5.05,40,C,3.56,6.55,5.26,84.0,43.1,READY,否,否,35.8,0.58,5.15
002224,周线,2026-06-19,3.52,40,C,3.49,5.17,4.2,48.1,57.7,READY,否,否,14.9,0.3,4.12
002223,周线,2026-06-19,25.24,40,C,30.05,46.31,34.8,54.1,70.8,LEG1,否,否,11.8,0.6,34.1
002219,周线,2026-06-19,1.91,40,C,1.66,2.97,2.15,78.9,62.6,READY,否,否,23.5,0.48,2.11
002218,周线,2026-06-19,4.26,40,C,2.63,6.46,3.4,145.6,79.9,LEG1,否,否,28.7,0.18,3.33
002214,周线,2026-06-19,15.7,40,C,7.62,20.14,17.02,164.3,24.9,LEG1,否,否,35.2,0.91,16.68
603755,周线,2026-06-19,25.24,40,C,14.17,29.55,26.38,108.5,20.6,LEG1,否,否,33.0,0.51,25.85
603739,周线,2026-06-19,12.07,40,C,7.7,15.64,13.27,103.1,29.8,LEG1,否,否,21.4,0.36,13.0
603737,周线,2026-06-19,26.53,40,C,26.3,58.37,42.01,121.9,51.0,LEG1,否,否,13.3,0.98,41.17
603709,周线,2026-06-19,14.73,40,C,7.74,20.19,15.41,160.9,38.4,LEG1,否,否,29.3,0.43,15.1
603708,周线,2026-06-19,9.21,40,C,7.4,12.03,10.16,62.6,40.4,LEG1,否,否,15.7,0.43,9.96
603700,周线,2026-06-19,10.75,40,C,8.36,15.0,12.06,79.4,44.3,READY,否,否,23.7,0.83,11.82
