代码,周期,最新日期,收盘价,评分,等级,L1,H1,L2,首波涨幅%,回调幅度%,阶段,突破前高,均线多头,RSI,量比,止损价
300145,周线,2026-06-19,5.55,95,S,2.02,5.68,4.16,181.2,41.5,READY,否,是,66.4,1.52,4.08
600578,周线,2026-06-19,8.02,95,S,2.61,5.96,4.78,128.4,35.2,BREAKOUT,是,是,62.5,1.35,4.68
603995,周线,2026-06-19,21.38,95,S,13.46,20.57,16.26,52.8,60.6,BREAKOUT,是,是,66.5,1.48,15.93
000969,周线,2026-06-19,24.65,95,S,6.14,31.12,19.08,406.8,48.2,READY,否,是,66.5,1.63,18.7
301566,周线,2026-06-19,39.86,95,S,11.7,27.25,18.73,132.9,54.8,BREAKOUT,是,是,73.1,1.4,18.36
300252,周线,2026-06-19,18.05,95,S,4.82,18.18,12.22,277.2,44.6,READY,否,是,70.8,1.36,11.98
002057,周线,2026-06-19,11.88,95,S,5.57,11.85,8.66,112.7,50.8,BREAKOUT,是,是,73.8,1.83,8.49
301565,周线,2026-06-19,27.22,95,S,16.24,27.0,22.84,66.3,38.7,LEG1,是,是,63.4,1.67,22.38
688625,周线,2026-06-19,93.65,95,S,26.2,75.88,50.47,189.6,51.1,BREAKOUT,是,是,62.0,1.63,49.46
600403,周线,2026-06-19,6.22,95,S,2.29,7.88,5.43,244.1,43.8,BREAKOUT,否,是,49.3,1.43,5.32
300853,周线,2026-06-19,29.31,95,S,11.09,24.66,17.5,122.4,52.8,BREAKOUT,是,是,46.7,1.87,17.15
002962,周线,2026-06-19,18.5,95,S,8.86,15.95,13.2,80.0,38.8,BREAKOUT,是,是,54.7,1.34,12.94
300976,周线,2026-06-19,89.06,95,S,27.11,68.68,52.6,153.3,38.7,BREAKOUT,是,是,67.9,2.18,51.55
000920,周线,2026-06-19,15.04,95,S,6.33,14.93,10.8,135.9,48.0,BREAKOUT,是,是,73.5,1.98,10.58
600596,周线,2026-06-19,15.99,95,S,6.5,14.04,10.4,116.0,48.3,BREAKOUT,是,是,74.0,1.8,10.19
002167,周线,2026-06-19,14.66,95,S,3.85,16.6,11.53,331.2,39.8,READY,否,是,66.1,1.36,11.3
300321,周线,2026-06-19,45.0,95,S,8.33,47.5,29.0,470.2,47.2,LEG1,否,是,62.6,1.4,28.42
301046,周线,2026-06-19,28.98,95,S,15.95,31.58,23.87,98.0,49.3,READY,否,是,61.9,1.6,23.39
002137,周线,2026-06-19,10.16,95,S,3.78,10.5,7.72,177.8,41.4,READY,否,是,65.0,1.61,7.57
603859,周线,2026-06-19,50.77,95,S,13.28,59.86,35.42,350.8,52.5,READY,否,是,67.1,1.51,34.71
000733,周线,2026-06-19,58.13,95,S,32.18,59.87,41.88,86.0,65.0,READY,否,是,63.9,1.79,41.04
688010,周线,2026-06-19,47.88,95,S,12.85,37.45,26.3,191.4,45.3,BREAKOUT,是,是,69.1,2.29,25.77
603020,周线,2026-06-19,13.89,95,S,5.43,11.88,9.33,118.8,39.5,BREAKOUT,是,是,74.2,2.31,9.14
600459,周线,2026-06-19,26.52,95,S,11.42,28.19,18.04,146.8,60.5,READY,否,是,73.7,1.46,17.68
002072,周线,2026-06-19,9.18,95,S,2.68,8.4,3.72,213.4,81.8,LEG1,是,是,71.7,1.4,3.65
300305,周线,2026-06-19,8.16,95,S,4.36,7.0,5.77,60.6,46.6,BREAKOUT,是,是,74.7,1.56,5.65
603060,周线,2026-06-19,7.28,95,S,5.35,7.29,5.93,36.3,70.1,LEG1,否,是,58.7,1.62,5.81
002106,周线,2026-06-19,14.78,95,S,6.55,12.93,10.03,97.4,45.5,BREAKOUT,是,是,72.6,1.34,9.83
688665,周线,2026-06-19,59.56,95,S,21.91,55.89,41.91,155.1,41.1,BREAKOUT,是,是,73.7,1.32,41.07
301591,周线,2026-06-19,50.87,95,S,27.5,54.78,38.18,99.2,60.9,READY,否,是,73.7,1.48,37.42
301458,周线,2026-06-19,57.79,95,S,24.44,40.1,31.6,64.1,54.3,BREAKOUT,是,是,66.2,1.61,30.97
301418,周线,2026-06-19,50.55,95,S,27.07,41.59,34.37,53.6,49.7,BREAKOUT,是,是,70.6,2.26,33.68
300334,周线,2026-06-19,12.26,95,S,3.91,8.38,6.71,114.3,37.4,BREAKOUT,是,是,72.5,2.92,6.58
301029,周线,2026-06-19,32.43,95,S,16.01,30.8,22.35,92.4,57.1,BREAKOUT,是,是,68.4,1.52,21.9
601609,周线,2026-06-19,12.17,95,S,4.57,12.93,9.01,182.9,46.9,BREAKOUT,否,是,55.1,1.31,8.83
600063,周线,2026-06-19,8.48,95,S,3.07,8.15,6.33,165.5,35.8,BREAKOUT,是,是,66.4,1.49,6.2
688596,周线,2026-06-19,46.8,95,S,23.72,37.34,32.21,57.4,37.7,LEG1,是,是,70.4,1.31,31.57
300031,周线,2026-06-19,28.16,95,S,11.37,26.48,19.21,132.9,48.1,BREAKOUT,是,是,71.1,1.46,18.83
300041,周线,2026-06-19,14.57,95,S,6.77,13.49,9.95,99.3,52.7,BREAKOUT,是,是,69.1,1.37,9.75
688571,周线,2026-06-19,9.19,95,S,4.22,8.32,6.96,97.2,33.2,BREAKOUT,是,是,56.9,1.55,6.82
002421,周线,2026-06-19,3.83,95,S,2.09,3.23,3.03,54.5,17.5,BREAKOUT,是,是,53.2,2.01,2.97
603500,周线,2026-06-19,13.6,95,S,5.2,14.1,10.09,171.2,45.1,READY,否,是,73.9,2.54,9.89
300093,周线,2026-06-19,24.15,95,S,6.22,24.33,15.65,291.2,47.9,LEG1,否,是,68.2,2.18,15.34
301161,周线,2026-06-19,36.5,95,S,11.77,40.98,27.96,248.2,44.6,READY,否,是,64.0,2.09,27.4
603527,周线,2026-06-19,14.73,95,S,6.23,13.12,9.41,110.6,53.8,BREAKOUT,是,是,72.9,1.36,9.22
000151,周线,2026-06-19,13.94,95,S,8.21,13.98,10.5,70.3,60.3,READY,否,是,70.1,1.98,10.29
688207,周线,2026-06-19,21.73,95,S,9.7,19.53,13.35,101.3,62.9,BREAKOUT,是,是,73.1,2.26,13.08
600255,周线,2026-06-19,4.37,95,S,1.35,4.39,3.04,225.2,44.4,BREAKOUT,否,是,64.8,1.54,2.98
600293,周线,2026-06-19,3.88,95,S,2.3,3.99,2.97,73.5,60.4,READY,否,是,63.1,1.44,2.91
002529,周线,2026-06-19,8.24,95,S,4.46,9.15,6.45,105.2,57.6,LEG1,否,是,60.5,1.8,6.32
688257,周线,2026-06-19,101.86,95,S,12.8,84.79,17.83,562.4,93.0,LEG1,是,是,64.7,1.33,17.47
002613,周线,2026-06-19,5.1,95,S,2.8,4.28,3.42,52.9,58.1,BREAKOUT,是,是,65.9,1.99,3.35
603283,周线,2026-06-19,63.06,95,S,30.0,57.69,40.56,92.3,61.9,BREAKOUT,是,是,62.2,1.46,39.75
603203,周线,2026-06-19,62.4,95,S,16.22,41.99,33.9,158.9,31.4,BREAKOUT,是,是,61.6,1.69,33.22
300410,周线,2026-06-19,13.26,95,S,3.78,9.88,7.59,161.4,37.5,BREAKOUT,是,是,74.3,1.42,7.44
301297,周线,2026-06-19,49.2,95,S,14.59,57.54,32.07,294.4,59.3,LEG1,否,是,63.5,1.39,31.43
301303,周线,2026-06-19,18.3,95,S,10.16,17.15,14.03,68.8,44.6,BREAKOUT,是,是,66.5,1.73,13.75
603261,周线,2026-06-19,40.7,95,S,14.57,39.38,21.11,170.3,73.6,LEG1,是,是,72.5,1.33,20.69
002354,周线,2026-06-19,7.03,95,S,2.41,8.51,5.36,253.1,51.6,READY,否,是,57.8,1.9,5.25
603225,周线,2026-06-19,20.6,95,S,9.53,22.77,15.0,138.9,58.7,READY,否,是,66.6,1.36,14.7
002745,周线,2026-06-19,11.43,95,S,5.77,11.05,7.81,91.5,61.4,BREAKOUT,是,是,70.9,1.47,7.65
300481,周线,2026-06-19,19.36,95,S,10.32,19.65,14.93,90.4,50.6,LEG1,否,是,73.0,2.28,14.63
300488,周线,2026-06-19,47.99,95,S,15.7,41.56,25.79,164.7,61.0,BREAKOUT,是,是,74.4,1.45,25.27
603206,周线,2026-06-19,18.12,95,S,10.82,19.16,14.73,77.1,53.1,READY,否,是,57.0,1.42,14.44
002669,周线,2026-06-19,17.38,95,S,6.73,16.35,11.65,142.9,48.9,BREAKOUT,是,是,69.4,1.6,11.42
603681,周线,2026-06-19,26.2,95,S,9.38,24.83,16.42,164.7,54.4,BREAKOUT,是,是,74.7,2.03,16.09
603661,周线,2026-06-19,33.64,95,S,22.9,35.8,28.4,56.3,57.4,READY,否,是,55.6,1.79,27.83
300726,周线,2026-06-19,85.13,95,S,17.75,60.98,40.72,243.5,46.9,BREAKOUT,是,是,73.9,1.83,39.91
600665,周线,2026-06-19,3.62,95,S,2.0,3.72,3.01,86.0,41.3,BREAKOUT,否,是,54.8,1.94,2.95
688720,周线,2026-06-19,84.0,95,S,23.52,91.29,59.35,288.1,47.1,BREAKOUT,否,是,51.0,1.31,58.16
300709,周线,2026-06-19,61.01,95,S,17.53,50.21,35.96,186.4,43.6,BREAKOUT,是,是,73.6,1.71,35.24
301314,周线,2026-06-19,54.33,95,S,22.77,52.68,40.7,131.4,40.1,BREAKOUT,是,是,61.7,1.35,39.89
300737,周线,2026-06-19,8.16,95,S,3.73,8.45,5.61,126.5,60.2,BREAKOUT,否,是,58.4,1.35,5.5
603662,周线,2026-06-19,70.32,95,S,19.38,73.3,52.44,278.2,38.7,READY,否,是,65.1,1.4,51.39
002203,周线,2026-06-19,23.2,95,S,7.42,16.49,12.3,122.2,46.2,BREAKOUT,是,是,71.8,1.79,12.05
300397,周线,2026-06-19,16.09,95,S,5.17,16.0,11.01,209.5,46.1,BREAKOUT,是,是,70.5,1.86,10.79
688301,周线,2026-06-19,120.85,95,S,82.51,131.88,102.2,59.8,60.1,BREAKOUT,否,是,44.4,1.45,100.16
600601,周线,2026-06-19,14.35,95,S,1.93,13.86,9.26,618.1,38.6,BREAKOUT,是,是,74.7,1.32,9.07
603135,周线,2026-06-19,12.74,95,S,7.7,12.39,9.67,60.9,58.0,BREAKOUT,是,是,56.3,1.93,9.48
300538,周线,2026-06-19,18.4,95,S,9.42,17.7,13.57,87.9,49.9,BREAKOUT,是,是,64.4,1.39,13.3
300537,周线,2026-06-19,29.57,95,S,10.21,26.87,20.35,163.2,39.1,BREAKOUT,是,是,66.9,1.47,19.94
000100,周线,2026-06-19,5.12,95,S,3.56,5.23,4.04,46.9,71.3,LEG1,否,是,67.4,1.34,3.96
603488,周线,2026-06-19,13.18,95,S,5.98,13.18,9.0,120.4,58.1,LEG1,否,是,69.7,1.34,8.82
603458,周线,2026-06-19,14.72,95,S,4.36,13.67,9.27,213.5,47.3,BREAKOUT,是,是,69.5,1.52,9.08
603330,周线,2026-06-19,8.05,95,S,4.26,8.53,6.34,100.2,51.3,BREAKOUT,否,是,59.1,1.74,6.21
603399,周线,2026-06-19,19.87,95,S,5.22,25.52,9.55,388.9,78.7,LEG1,否,是,62.5,1.46,9.36
301238,周线,2026-06-19,26.45,95,S,11.43,22.97,18.3,101.0,40.5,BREAKOUT,是,是,66.7,1.64,17.93
605018,周线,2026-06-19,15.48,95,S,6.31,12.9,10.03,104.4,43.6,BREAKOUT,是,是,63.4,1.32,9.83
001259,周线,2026-06-19,68.95,95,S,18.03,37.97,29.64,110.6,41.8,BREAKOUT,是,是,69.9,1.49,29.05
688200,周线,2026-06-19,363.82,95,S,66.28,319.66,162.92,382.3,61.9,LEG1,是,是,53.4,1.41,159.66
688237,周线,2026-06-19,57.53,90,S,15.02,58.25,45.65,287.8,29.1,LEG1,否,是,65.0,1.81,44.74
688388,周线,2026-06-19,47.45,90,S,8.15,49.7,35.05,509.8,35.3,BREAKOUT,否,是,50.4,1.55,34.35
002976,周线,2026-06-19,28.67,90,S,15.65,31.34,24.24,100.3,45.3,BREAKOUT,否,是,42.5,2.22,23.76
000727,周线,2026-06-19,2.95,90,S,1.84,2.92,2.48,58.7,40.7,BREAKOUT,是,是,56.7,1.48,2.43
688659,周线,2026-06-19,10.76,90,S,4.86,12.59,8.74,159.1,49.8,LEG1,否,是,52.3,1.35,8.57
300005,周线,2026-06-19,17.39,90,S,3.54,12.01,8.11,239.3,46.0,LEG1,是,是,66.1,1.62,7.95
603519,周线,2026-06-19,14.88,90,S,8.71,14.85,11.38,70.5,56.5,LEG1,是,是,66.5,1.9,11.15
301276,周线,2026-06-19,26.06,90,S,15.88,30.98,19.85,95.1,73.7,LEG1,否,是,53.3,3.17,19.45
688120,周线,2026-06-19,222.31,90,S,104.4,202.0,159.69,93.5,43.4,BREAKOUT,是,是,52.8,1.55,156.5
600392,周线,2026-06-19,28.78,90,S,6.92,27.96,20.9,304.0,33.6,BREAKOUT,是,是,65.0,1.47,20.48
300727,周线,2026-06-19,38.13,90,S,14.5,39.2,29.1,170.3,40.9,READY,否,是,63.1,1.4,28.52
301328,周线,2026-06-19,63.22,90,S,26.41,57.0,44.18,115.8,41.9,BREAKOUT,是,是,53.0,1.36,43.3
603159,周线,2026-06-12,26.0,90,S,8.73,29.8,22.88,241.4,32.8,READY,否,是,48.6,1.95,22.42
688478,周线,2026-06-19,67.03,87,S,21.02,79.9,32.12,280.1,81.1,LEG1,否,是,68.2,1.11,31.48
300373,周线,2026-06-19,114.1,87,S,33.2,93.68,66.2,182.2,45.4,BREAKOUT,是,是,74.8,1.02,64.88
301020,周线,2026-06-19,25.65,87,S,11.09,24.11,19.2,117.4,37.7,BREAKOUT,是,是,55.5,1.2,18.82
301041,周线,2026-06-19,36.06,87,S,12.34,36.86,24.6,198.7,50.0,LEG1,否,是,72.7,1.01,24.11
600962,周线,2026-06-19,25.51,87,S,7.52,25.89,17.96,244.3,43.2,BREAKOUT,否,是,63.0,1.19,17.6
600961,周线,2026-06-19,26.7,87,S,6.61,32.32,15.96,389.0,63.6,LEG1,否,是,58.3,1.17,15.64
603813,周线,2026-06-19,38.25,87,S,7.5,40.48,21.72,439.7,56.9,LEG1,否,是,60.4,1.01,21.29
002927,周线,2026-06-19,21.82,87,S,7.67,25.71,16.24,235.2,52.5,READY,否,是,58.0,1.19,15.92
002056,周线,2026-06-19,26.32,87,S,10.81,25.84,17.77,139.0,53.7,BREAKOUT,是,是,62.7,1.14,17.41
300863,周线,2026-06-19,68.85,87,S,28.91,63.57,47.32,119.9,46.9,BREAKOUT,是,是,57.1,1.2,46.37
300292,周线,2026-06-19,6.47,87,S,2.21,7.34,4.42,232.1,56.9,LEG1,否,是,63.1,1.26,4.33
300931,周线,2026-06-19,16.77,87,S,3.79,17.94,9.06,373.4,62.8,LEG1,否,是,65.9,1.1,8.88
300930,周线,2026-06-19,33.35,87,S,12.09,34.91,26.4,188.8,37.3,BREAKOUT,否,是,51.5,1.06,25.87
601137,周线,2026-06-19,26.01,87,S,11.65,23.88,17.33,105.0,53.6,BREAKOUT,是,是,71.3,1.16,16.98
688502,周线,2026-06-19,518.94,87,S,70.1,451.0,286.1,543.4,43.3,BREAKOUT,是,是,65.1,1.23,280.38
300225,周线,2026-06-19,9.21,87,S,3.0,6.47,4.85,115.7,46.7,BREAKOUT,是,是,68.1,1.15,4.75
300162,周线,2026-06-19,11.56,87,S,3.6,10.44,7.72,190.0,39.8,BREAKOUT,是,是,74.3,1.1,7.57
301439,周线,2026-06-19,17.22,87,S,9.46,18.48,15.02,95.3,38.4,BREAKOUT,否,是,49.8,1.26,14.72
301387,周线,2026-06-19,108.51,87,S,25.6,69.0,47.65,169.5,49.2,BREAKOUT,是,是,71.1,1.2,46.7
301392,周线,2026-06-19,202.0,87,S,38.31,158.86,102.44,314.7,46.8,BREAKOUT,是,是,69.0,1.05,100.39
688396,周线,2026-06-19,73.78,87,S,33.06,70.9,45.36,114.5,67.5,LEG1,是,是,74.4,1.06,44.45
688378,周线,2026-06-19,55.33,87,S,13.16,42.4,31.8,222.2,36.3,BREAKOUT,是,是,65.1,1.2,31.16
688419,周线,2026-06-19,67.6,87,S,15.91,52.98,39.08,233.0,37.5,BREAKOUT,是,是,70.6,1.29,38.3
603070,周线,2026-06-19,18.15,87,S,9.7,18.71,13.6,92.9,56.7,LEG1,否,是,64.2,1.01,13.33
002935,周线,2026-06-19,22.15,87,S,10.27,23.5,17.17,128.8,47.8,LEG1,否,是,60.4,1.03,16.83
002965,周线,2026-06-19,42.5,87,S,22.91,43.58,35.43,90.2,39.4,LEG1,否,否,70.1,1.5,34.72
603032,周线,2026-06-19,25.72,87,S,10.32,21.1,16.65,104.5,41.3,BREAKOUT,是,是,63.2,1.08,16.32
603931,周线,2026-06-19,57.39,87,S,16.72,40.0,25.94,139.2,60.4,BREAKOUT,是,是,69.9,1.12,25.42
300959,周线,2026-06-19,156.85,87,S,18.67,159.0,71.11,751.6,62.6,BREAKOUT,否,是,58.8,1.06,69.69
000831,周线,2026-06-19,59.09,87,S,20.26,65.94,44.98,225.5,45.9,READY,否,是,64.2,1.26,44.08
002051,周线,2026-06-19,12.5,87,S,6.25,12.68,8.01,102.9,72.6,LEG1,否,是,65.0,1.3,7.85
000887,周线,2026-06-19,22.1,87,S,8.57,24.25,17.19,183.0,45.0,READY,否,是,63.5,1.17,16.85
300222,周线,2026-06-19,14.12,87,S,3.92,13.71,10.2,249.7,35.9,BREAKOUT,是,是,55.8,1.12,10.0
600584,周线,2026-06-19,81.76,87,S,19.95,54.63,38.02,173.8,47.9,BREAKOUT,是,是,73.8,1.03,37.26
688633,周线,2026-06-19,31.2,87,S,16.78,39.73,21.65,136.8,78.8,LEG1,否,是,52.7,1.19,21.22
688469,周线,2026-06-19,8.6,87,S,3.33,8.55,6.15,156.8,46.0,BREAKOUT,是,是,71.0,1.03,6.03
688006,周线,2026-06-19,37.78,87,S,13.72,35.02,24.11,155.2,51.2,BREAKOUT,是,是,62.9,1.19,23.63
605588,周线,2026-06-19,63.05,87,S,29.39,62.6,47.8,113.0,44.6,BREAKOUT,是,是,64.5,1.28,46.84
000783,周线,2026-06-19,8.05,87,S,4.47,9.24,6.75,106.7,52.2,LEG1,否,是,55.4,1.17,6.62
300307,周线,2026-06-19,7.94,87,S,3.79,7.99,6.18,110.8,43.1,BREAKOUT,否,否,64.0,3.02,6.06
300346,周线,2026-06-19,65.33,87,S,16.96,65.04,43.58,283.5,44.6,BREAKOUT,是,是,73.8,1.04,42.71
603267,周线,2026-06-19,75.0,87,S,28.31,68.58,46.71,142.2,54.3,BREAKOUT,是,是,66.7,1.22,45.78
002579,周线,2026-06-19,18.47,87,S,4.89,13.45,10.62,175.1,33.1,BREAKOUT,是,是,67.7,1.14,10.41
300508,周线,2026-06-19,56.57,87,S,13.73,49.28,31.9,258.9,48.9,BREAKOUT,是,是,72.0,1.02,31.26
300599,周线,2026-06-19,12.58,87,S,4.26,11.7,8.64,174.6,41.1,BREAKOUT,是,是,56.6,1.07,8.47
300607,周线,2026-06-19,37.56,87,S,8.73,34.81,24.02,298.7,41.4,BREAKOUT,是,是,74.3,1.28,23.54
301132,周线,2026-06-19,44.48,87,S,14.1,43.63,31.8,209.4,40.1,BREAKOUT,是,是,63.5,1.22,31.16
002348,周线,2026-06-19,12.58,87,S,2.15,7.27,3.61,238.1,71.5,LEG1,是,是,58.2,1.12,3.54
002301,周线,2026-06-19,7.9,87,S,4.33,8.86,6.49,104.6,52.3,READY,否,是,58.2,1.17,6.36
002297,周线,2026-06-19,25.78,87,S,4.5,14.66,10.09,225.8,45.0,BREAKOUT,是,是,69.8,1.08,9.89
600360,周线,2026-06-19,12.18,87,S,2.33,9.75,7.85,318.5,25.6,BREAKOUT,是,是,63.1,1.29,7.69
600707,周线,2026-06-19,12.66,87,S,5.05,7.2,6.05,42.6,53.5,LEG1,是,是,70.1,1.18,5.93
002805,周线,2026-06-19,24.44,87,S,8.6,27.3,15.6,217.4,62.6,LEG1,否,是,68.3,1.04,15.29
300522,周线,2026-06-19,16.01,87,S,6.7,14.28,10.5,113.1,49.9,BREAKOUT,是,否,72.3,2.59,10.29
600237,周线,2026-06-19,12.56,87,S,3.98,11.25,7.97,182.7,45.1,BREAKOUT,是,是,66.3,1.11,7.81
000630,周线,2026-06-19,7.56,87,S,2.81,9.19,5.54,227.0,57.2,READY,否,是,66.3,1.25,5.43
002806,周线,2026-06-19,20.78,87,S,5.51,17.37,12.35,215.2,42.3,BREAKOUT,是,是,71.1,1.25,12.1
300429,周线,2026-06-19,16.05,87,S,6.24,17.98,11.96,188.1,51.3,READY,否,是,65.7,1.05,11.72
600114,周线,2026-06-19,43.24,87,S,10.4,37.22,25.66,257.9,43.1,BREAKOUT,是,是,73.7,1.1,25.15
688689,周线,2026-06-12,46.82,87,S,13.21,39.97,30.47,202.6,35.5,BREAKOUT,是,是,73.6,1.0,29.86
301369,周线,2026-06-19,208.78,87,S,29.21,148.0,41.21,406.7,89.9,LEG1,是,是,58.2,1.03,40.39
688686,周线,2026-06-19,157.49,87,S,42.76,138.38,85.89,223.6,54.9,BREAKOUT,是,是,68.2,1.27,84.17
688671,周线,2026-06-19,25.65,87,S,13.81,30.96,20.22,124.2,62.6,READY,否,是,58.5,1.16,19.82
002845,周线,2026-06-19,16.15,87,S,10.09,16.07,12.88,59.3,53.3,BREAKOUT,是,是,60.6,1.11,12.62
300769,周线,2026-06-19,68.58,87,S,22.23,88.3,38.97,297.2,74.7,LEG1,否,是,62.5,1.05,38.19
301349,周线,2026-06-19,63.96,87,S,21.33,67.8,43.08,217.9,53.2,READY,否,是,60.3,1.05,42.22
603726,周线,2026-06-19,29.08,87,S,7.97,28.49,21.6,257.5,33.6,BREAKOUT,是,是,64.9,1.06,21.17
300715,周线,2026-06-19,19.91,87,S,5.67,15.25,10.16,169.0,53.1,BREAKOUT,是,是,59.6,1.29,9.96
688079,周线,2026-06-19,31.94,87,S,5.66,14.23,11.48,151.4,32.1,BREAKOUT,是,是,69.9,1.2,11.25
603650,周线,2026-06-19,67.82,87,S,20.4,64.77,47.08,217.5,39.9,BREAKOUT,是,是,73.9,1.16,46.14
688721,周线,2026-06-19,54.28,87,S,24.72,52.47,36.56,112.3,57.3,BREAKOUT,是,否,70.7,1.74,35.83
688069,周线,2026-06-19,40.65,87,S,12.36,25.29,20.63,104.6,36.0,BREAKOUT,是,是,44.0,1.04,20.22
603270,周线,2026-06-19,30.2,87,S,15.51,28.66,22.87,84.8,44.0,BREAKOUT,是,是,60.8,1.14,22.41
688183,周线,2026-06-19,141.07,87,S,5.58,122.0,73.99,2086.4,41.2,BREAKOUT,是,是,70.4,1.2,72.51
300568,周线,2026-06-19,20.3,87,S,6.73,18.72,13.15,178.2,46.5,BREAKOUT,是,是,70.7,1.08,12.89
688187,周线,2026-06-19,58.62,87,S,30.25,62.14,47.51,105.4,45.9,READY,否,是,59.5,1.03,46.56
688199,周线,2026-06-19,30.44,87,S,11.05,32.97,22.16,198.4,49.3,READY,否,是,64.8,1.06,21.72
688234,周线,2026-06-19,149.66,87,S,40.88,116.36,71.8,184.6,59.0,BREAKOUT,是,是,66.5,1.09,70.36
600301,周线,2026-06-19,66.41,87,S,8.67,77.77,44.78,797.0,47.7,READY,否,是,70.6,1.11,43.88
600322,周线,2026-06-19,2.42,87,S,1.16,2.93,2.18,152.6,42.4,LEG1,否,是,44.3,1.05,2.14
002522,周线,2026-06-19,7.22,87,S,2.86,7.82,5.04,173.4,56.0,LEG1,否,是,62.6,1.12,4.94
300554,周线,2026-06-19,30.48,87,S,12.3,27.68,20.86,125.0,44.3,BREAKOUT,是,是,72.7,1.27,20.44
600265,周线,2026-06-19,22.1,87,S,12.34,21.79,18.61,76.6,33.7,BREAKOUT,是,是,49.1,1.29,18.24
688261,周线,2026-06-19,95.5,87,S,28.0,114.5,66.87,308.9,55.1,READY,否,是,62.4,1.16,65.53
002608,周线,2026-06-19,8.75,87,S,6.44,8.91,7.51,38.4,56.7,BREAKOUT,否,是,55.1,1.02,7.36
002617,周线,2026-06-19,9.13,87,S,4.31,9.99,7.06,131.8,51.6,READY,否,是,60.6,1.03,6.92
002446,周线,2026-06-19,11.7,87,S,4.49,14.67,9.06,226.7,55.1,READY,否,是,67.4,1.04,8.88
603328,周线,2026-06-19,15.12,87,S,5.13,14.72,10.72,186.9,41.7,BREAKOUT,是,是,71.9,1.23,10.51
688550,周线,2026-06-19,48.53,87,S,18.23,53.0,37.01,190.7,46.0,READY,否,是,59.8,1.08,36.27
688551,周线,2026-06-19,77.2,87,S,23.08,49.95,34.75,116.4,56.6,BREAKOUT,是,是,72.6,1.01,34.05
688511,周线,2026-06-19,29.3,87,S,9.4,32.87,19.72,249.7,56.0,READY,否,是,63.5,1.22,19.33
300593,周线,2026-06-19,37.66,87,S,7.7,37.99,22.35,393.4,51.6,READY,否,是,73.5,1.0,21.9
688182,周线,2026-06-19,41.31,87,S,8.51,36.99,25.05,334.7,41.9,BREAKOUT,是,是,72.5,1.14,24.55
002457,周线,2026-06-19,13.48,87,S,5.81,15.04,10.44,158.9,49.8,READY,否,是,65.1,1.18,10.23
688216,周线,2026-06-19,38.37,87,S,11.03,35.6,25.77,222.8,40.0,BREAKOUT,是,是,69.2,1.08,25.25
000519,周线,2026-06-19,19.98,87,S,9.7,21.8,15.58,124.7,51.4,READY,否,是,66.3,1.14,15.27
002407,周线,2026-06-19,38.47,87,S,9.3,41.99,24.73,351.5,52.8,BREAKOUT,否,是,58.9,1.2,24.24
003013,周线,2026-06-19,16.06,87,S,11.68,15.24,13.85,30.5,39.0,BREAKOUT,是,否,74.0,1.3,13.57
003019,周线,2026-06-19,35.02,87,S,14.63,35.69,28.55,144.0,33.9,BREAKOUT,否,是,50.0,1.05,27.98
688559,周线,2026-06-19,73.0,87,S,21.5,68.94,47.5,220.7,45.2,BREAKOUT,是,是,65.0,1.15,46.55
002989,周线,2026-06-19,33.97,87,S,9.14,33.6,23.2,267.6,42.5,BREAKOUT,是,是,63.7,1.25,22.74
300197,周线,2026-06-19,2.31,87,S,1.09,2.08,1.54,90.8,54.5,BREAKOUT,是,否,68.3,1.67,1.51
601678,周线,2026-06-19,6.13,87,S,3.04,5.95,4.6,95.7,46.4,BREAKOUT,是,是,64.4,1.08,4.51
600060,周线,2026-06-19,25.66,87,S,14.28,26.68,20.8,86.8,47.4,BREAKOUT,否,是,55.0,1.2,20.38
688598,周线,2026-06-19,49.79,85,S,14.64,33.6,27.35,129.5,33.0,BREAKOUT,是,是,84.6,2.17,26.8
001211,周线,2026-06-19,32.49,85,S,11.44,30.86,24.99,169.8,30.2,BREAKOUT,是,是,42.6,1.41,24.49
300196,周线,2026-06-19,31.9,85,S,7.49,23.1,15.96,208.4,45.7,BREAKOUT,是,是,85.5,1.37,15.64
688545,周线,2026-06-19,114.0,85,S,24.2,63.64,43.24,163.0,51.7,BREAKOUT,是,是,81.2,1.45,42.38
605020,周线,2026-06-19,37.1,85,S,14.43,30.96,23.27,114.6,46.5,BREAKOUT,是,是,79.8,1.49,22.8
300174,周线,2026-06-19,27.97,85,S,10.89,18.0,15.43,65.3,36.1,BREAKOUT,是,是,75.2,1.58,15.12
603976,周线,2026-06-19,27.7,85,S,11.31,21.4,17.46,89.2,39.0,BREAKOUT,是,是,78.1,2.04,17.11
300088,周线,2026-06-19,10.57,85,S,3.9,8.17,5.79,109.5,55.7,BREAKOUT,是,是,76.5,1.47,5.67
688549,周线,2026-06-19,33.96,85,S,4.96,11.18,8.35,125.4,45.5,BREAKOUT,是,是,91.4,1.42,8.18
688584,周线,2026-06-19,30.42,85,S,12.63,26.77,18.14,112.0,61.0,BREAKOUT,是,是,80.6,1.45,17.78
300586,周线,2026-06-19,14.72,85,S,4.37,12.23,8.55,179.9,46.8,BREAKOUT,是,是,78.2,1.64,8.38
301150,周线,2026-06-19,61.01,85,S,15.61,83.94,38.4,437.7,66.6,LEG1,否,是,50.0,1.84,37.63
