symbol,entry_idx,exit_idx,entry_time,exit_time,direction,entry_price,exit_price,qty,multiplier,atr_entry,pnl,r_mult,risk_amt,bars_held,exit_reason,equity_at_entry
IH0,234,248,2022-06-23 06:00:00,2022-06-27 05:00:00,1,2907.6,2977.513724107053,1,300.0,18.26351208787531,20974.117232115896,2.552036496619106,8218.580439543888,14,stop,2015738.7767217709
LH0,234,257,2022-06-23 06:30:00,2022-06-28 06:00:00,1,19645.0,20629.850684578276,1,16.0,159.28680242747137,15757.610953252413,4.121917905603893,3822.883258259313,23,stop,2015738.7767217709
IC0,396,403,2022-07-22 01:30:00,2022-07-22 06:30:00,-1,6327.2,6262.10327918734,1,200.0,33.90112525813409,13019.344162531888,1.2801290088355877,10170.337577440227,7,stop,2052470.504907139
IF0,430,432,2022-07-28 02:30:00,2022-07-28 05:00:00,1,4264.2,4234.594575414884,1,300.0,20.03220204608524,-8881.627375534663,-0.9852611149789908,9014.490920738357,2,stop,2065489.849069671
IH0,430,432,2022-07-28 02:30:00,2022-07-28 05:00:00,1,2863.0,2843.976652884402,1,300.0,12.79624921119863,-5707.004134679391,-0.9910897483381146,5758.312145039384,2,stop,2065489.849069671
IC0,453,457,2022-08-02 02:00:00,2022-08-02 05:30:00,-1,6215.6,6174.518145831286,1,200.0,48.065571889258145,8216.370833742803,0.5698029109534722,14419.671566777444,4,stop,2050901.2175594568
IM0,87,110,2022-08-05 06:30:00,2022-08-10 06:00:00,1,7053.4,7134.9482307337385,1,200.0,57.672730013837686,16309.646146747764,0.9426549973060354,17301.819004151308,23,stop,2059117.5883931997
IF0,502,508,2022-08-10 02:30:00,2022-08-11 01:30:00,-1,4116.0,4126.4,1,300.0,17.9861251054666,-3119.999999999891,-0.38548232555247897,8093.75629745997,6,stop,2059117.5883931997
IH0,502,508,2022-08-10 02:30:00,2022-08-11 01:30:00,-1,2736.4,2740.190470881822,1,300.0,11.509342956542195,-1137.1412645465625,-0.2195590658322378,5179.204330443988,6,stop,2059117.5883931997
IH0,512,524,2022-08-11 05:00:00,2022-08-15 01:30:00,1,2774.2,2785.8351992700013,1,300.0,12.31089973067323,3490.5597810004565,0.630075760751092,5539.904878802953,12,stop,2071170.0932754008
IF0,512,525,2022-08-11 05:00:00,2022-08-15 02:00:00,1,4174.8,4194.974213638381,1,300.0,19.07369575504952,6052.26409151428,0.7051321323168345,8583.163089772284,13,stop,2071170.0932754008
IF0,541,542,2022-08-17 02:00:00,2022-08-17 02:30:00,-1,4155.4,4182.080006413296,1,300.0,17.786670942197677,-8004.001923989017,-1.0000000000000078,8004.001923988955,1,stop,2080712.9171479156
IH0,543,548,2022-08-17 03:00:00,2022-08-18 01:30:00,1,2785.2,2773.055683461229,1,300.0,12.917303646077553,-3643.2949616312726,-0.6267725252634868,5812.786640734898,5,stop,2072708.9152239265
IC0,581,595,2022-08-24 02:00:00,2022-08-25 06:30:00,-1,6379.8,6262.458384412893,1,200.0,33.902833353741734,23468.32311742146,2.3074102069437945,10170.85000612252,14,stop,2069065.6202622952
LH0,619,624,2022-08-31 01:00:00,2022-08-31 05:30:00,1,23600.0,23405.73816161681,1,16.0,147.04055141226678,-3108.1894141310477,-0.8807631025019143,3528.9732338944027,5,stop,2092533.9433797167
IH0,621,628,2022-08-31 02:00:00,2022-09-01 01:30:00,1,2752.4,2754.7264494879137,1,300.0,13.064855715728939,697.9348463740735,0.11871285523716053,5879.185072078022,7,stop,2092533.9433797167
LH0,625,630,2022-08-31 06:00:00,2022-09-01 02:30:00,-1,23390.0,23430.84393744376,1,16.0,135.16241730190177,-653.5029991001356,-0.20145608648262311,3243.8980152456425,5,stop,2089425.7539655857
LH0,652,665,2022-09-06 01:30:00,2022-09-07 06:00:00,-1,23255.0,23245.096293091607,1,16.0,160.6323472670853,158.45931053429376,0.04110299939329302,3855.1763344100473,13,stop,2089470.1858128596
