date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2018-01-05,600009,42.24,41.39,42.57,40.82,263774,1167194334.0,4.14,-2.04,-0.86,2.41
2018-01-12,600009,41.39,41.18,41.59,39.97,315081,1370460246.0,3.91,-0.51,-0.21,2.88
2018-01-19,600009,41.62,41.85,44.04,41.24,450835,2052791501.0,6.8,1.63,0.67,4.12
2018-01-26,600009,41.85,44.12,44.72,41.5,398067,1849895974.0,7.69,5.42,2.27,3.64
2018-02-02,600009,44.37,46.02,46.22,42.67,306756,1439264152.0,8.05,4.31,1.9,2.81
2018-02-09,600009,45.54,41.46,46.44,38.9,490455,2255479808.0,16.38,-9.91,-4.56,4.49
2018-02-14,600009,40.54,41.06,42.41,40.26,167494,735287762.0,5.19,-0.96,-0.4,1.53
2018-02-23,600009,41.54,44.1,44.47,41.35,104110,480534619.0,7.6,7.4,3.04,0.95
2018-03-02,600009,45.74,47.59,47.83,45.52,409257,2021211935.0,5.24,7.91,3.49,3.74
2018-03-09,600009,47.24,48.07,48.12,45.74,237203,1175948467.0,5.0,1.01,0.48,2.17
2018-03-16,600009,48.24,46.58,49.22,46.34,205259,1032906301.0,5.99,-3.1,-1.49,1.88
2018-03-23,600009,46.26,48.02,48.72,46.04,265567,1334448230.0,5.75,3.09,1.44,2.43
2018-03-30,600009,47.04,46.08,48.68,44.54,256874,1260354170.0,8.62,-4.04,-1.94,2.35
2018-04-04,600009,46.99,45.1,47.26,45.0,140494,683494745.0,4.9,-2.13,-0.98,1.28
2018-04-13,600009,44.52,44.53,45.89,44.12,240047,1148914102.0,3.92,-1.26,-0.57,2.2
2018-04-20,600009,44.24,42.65,44.52,41.06,363743,1649375611.0,7.77,-4.22,-1.88,3.33
2018-04-27,600009,42.53,47.03,47.09,42.25,244555,1155606059.0,11.35,10.27,4.38,2.24
2018-05-04,600009,47.03,48.41,48.87,46.04,172312,871942343.0,6.02,2.93,1.38,1.58
2018-05-11,600009,48.57,49.83,52.4,48.23,314992,1664119011.0,8.61,2.93,1.42,2.88
2018-05-18,600009,50.0,51.23,51.64,49.04,240380,1277899158.0,5.22,2.81,1.4,2.2
2018-05-25,600009,51.24,49.72,51.54,48.64,225979,1191142964.0,5.66,-2.95,-1.51,2.07
