date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2018-01-05,002230,39.13,40.43,41.52,38.4,1460617,9018423920.0,8.09,4.85,1.87,12.2
2018-01-12,002230,40.48,42.35,44.07,38.91,2333687,14809738608.0,12.76,4.75,1.92,19.49
2018-01-19,002230,42.53,40.24,43.44,39.19,2152334,13702850512.0,10.04,-4.98,-2.11,17.98
2018-01-26,002230,40.28,39.27,41.05,38.47,1565477,9613744832.0,6.41,-2.41,-0.97,13.08
2018-02-02,002230,39.55,34.3,40.01,33.35,1680937,9439237120.0,16.96,-12.66,-4.97,14.04
2018-02-09,002230,33.13,30.75,33.85,29.67,1725438,8358761440.0,12.19,-10.35,-3.55,14.41
2018-02-14,002230,31.67,32.43,32.95,31.25,743324,3701784896.0,5.53,5.46,1.68,6.21
2018-02-23,002230,32.92,34.67,35.38,32.55,614707,3247066352.0,8.73,6.91,2.24,5.13
2018-03-02,002230,35.0,36.18,37.3,35.0,1726574,9607224160.0,6.63,4.36,1.51,14.42
2018-03-09,002230,36.99,37.88,39.1,36.2,1737732,10022787184.0,8.02,4.7,1.7,14.51
2018-03-16,002230,39.32,40.13,41.59,38.81,2422645,14915869440.0,7.34,5.94,2.25,20.24
2018-03-23,002230,40.28,35.28,41.55,34.69,2158520,12886235184.0,17.09,-12.09,-4.85,18.03
2018-03-30,002230,34.93,39.69,40.01,34.67,1974978,11572667952.0,15.14,12.5,4.41,16.44
2018-04-04,002230,40.47,37.19,40.6,37.05,1102567,6549294432.0,8.94,-6.3,-2.5,9.18
2018-04-13,002230,37.19,37.09,38.37,36.26,1128572,6484142656.0,5.67,-0.27,-0.1,9.39
2018-04-20,002230,36.67,36.58,38.6,35.07,1568947,8912824096.0,9.52,-1.38,-0.51,13.06
2018-04-27,002230,37.06,34.32,38.41,33.64,1907422,10729173424.0,13.04,-6.18,-2.26,15.88
2018-05-04,002230,34.47,35.27,35.98,33.77,581031,3122745472.0,6.44,2.77,0.95,4.8
2018-05-11,002230,36.03,36.07,36.77,35.55,983097,5475097616.0,3.46,2.27,0.8,8.12
2018-05-18,002230,36.5,36.36,38.55,35.71,1971945,7497337216.0,7.87,0.8,0.29,10.86
2018-05-25,002230,36.84,35.61,37.45,35.31,1260744,4727179952.0,5.89,-2.06,-0.75,6.95
2018-06-01,002230,35.49,36.85,38.48,33.97,1646274,6056771760.0,12.66,3.48,1.24,9.07
2018-06-08,002230,37.17,35.67,37.66,35.35,1564352,5881751648.0,6.27,-3.2,-1.18,8.62
2018-06-15,002230,35.67,34.71,36.0,34.48,974195,3512489936.0,4.26,-2.69,-0.96,5.37
2018-06-22,002230,34.59,30.05,34.59,28.75,1729932,5507373216.0,16.83,-13.43,-4.66,9.53
2018-06-29,002230,30.51,31.27,31.35,28.7,1389520,4313434768.0,8.82,4.06,1.22,7.66
2018-07-06,002230,31.48,30.24,32.58,29.7,1635329,5228302672.0,9.21,-3.29,-1.03,9.01
2018-07-13,002230,30.69,31.84,32.2,30.06,1487889,4768480592.0,7.08,5.29,1.6,8.2
2018-07-20,002230,32.1,30.81,32.34,30.06,1138679,3627062144.0,7.16,-3.23,-1.03,6.27
2018-07-27,002230,30.76,31.2,32.75,30.55,1472171,4791574576.0,7.14,1.27,0.39,8.11
2018-08-03,002230,31.18,28.33,31.84,28.2,1240250,3826101920.0,11.67,-9.2,-2.87,6.83
2018-08-10,002230,28.21,29.27,29.51,26.13,1923165,5466410816.0,11.93,3.32,0.94,10.6
2018-08-17,002230,28.9,28.0,30.09,27.81,1678943,5011204208.0,7.79,-4.34,-1.27,9.24
2018-08-24,002230,27.7,28.36,29.39,27.5,1341169,3936347280.0,6.75,1.29,0.36,7.38
2018-08-31,002230,28.6,30.45,31.55,28.46,2428170,7551632304.0,10.9,7.37,2.09,13.36
2018-09-07,002230,30.2,30.07,31.54,29.65,1935359,6105234640.0,6.21,-1.25,-0.38,10.65
2018-09-14,002230,30.0,28.65,30.0,28.1,1229488,3639669920.0,6.32,-4.72,-1.42,6.76
2018-09-21,002230,28.65,29.3,29.77,28.11,1344737,4011512480.0,5.79,2.27,0.65,7.4
2018-09-28,002230,28.0,27.77,28.58,27.31,1120067,3225515648.0,4.33,-5.22,-1.53,6.16
2018-10-12,002230,27.08,22.31,27.26,21.03,1629763,4081748800.0,22.43,-19.66,-5.46,8.97
2018-10-19,002230,22.2,20.58,22.65,19.0,2564775,5431315040.0,16.36,-7.75,-1.73,14.11
2018-10-26,002230,21.0,21.4,23.28,20.5,2298803,5217110192.0,13.51,3.98,0.82,12.65
2018-11-02,002230,21.45,23.95,24.14,20.2,2822931,6754045680.0,18.41,11.92,2.55,15.53
2018-11-09,002230,23.94,22.94,24.57,22.71,1831523,4452070432.0,7.77,-4.22,-1.01,10.08
2018-11-16,002230,22.68,24.71,25.1,22.58,2058224,5118507904.0,10.99,7.72,1.77,11.32
2018-11-23,002230,24.68,24.0,25.34,23.31,2195689,5552351344.0,8.22,-2.87,-0.71,12.08
2018-11-30,002230,24.0,23.82,24.93,23.14,1324909,3301689280.0,7.46,-0.75,-0.18,7.29
2018-12-07,002230,24.99,23.68,25.0,23.61,1145919,2876893488.0,5.84,-0.59,-0.14,6.3
2018-12-14,002230,23.4,23.94,24.95,23.21,1072548,2666136691.0,7.35,1.1,0.26,5.89
2018-12-21,002230,23.8,22.45,24.16,22.18,1030512,2474959184.0,8.27,-6.22,-1.49,5.66
2018-12-28,002230,22.43,23.84,24.31,22.25,1227351,2981448144.0,9.18,6.19,1.39,6.74
2019-01-04,002230,23.83,26.33,26.66,23.81,1431243,3693676288.0,11.95,10.44,2.49,7.86
2019-01-11,002230,26.69,28.17,29.48,26.4,2833668,8239755872.0,11.7,6.99,1.84,15.56
2019-01-18,002230,28.6,27.33,29.38,26.84,1985528,5706591584.0,9.02,-2.98,-0.84,10.9
2019-01-25,002230,27.61,27.4,28.17,26.99,1459155,4152865680.0,4.32,0.26,0.07,8.01
2019-02-01,002230,27.85,27.7,28.75,25.3,1998233,5602440176.0,12.59,1.09,0.3,10.97
2019-02-15,002230,28.08,29.36,30.28,28.04,2056856,6180133408.0,8.09,5.99,1.66,11.29
2019-02-22,002230,29.93,29.89,30.76,28.92,2396141,7332209536.0,6.27,1.81,0.53,13.15
2019-03-01,002230,31.46,35.03,38.33,30.66,4933181,17416593968.0,25.66,17.2,5.14,27.08
2019-03-08,002230,36.5,37.05,39.97,35.05,5237181,19959190592.0,14.05,5.77,2.02,28.75
2019-03-15,002230,38.0,35.2,39.18,34.12,4469408,16883411696.0,13.66,-4.99,-1.85,24.54
2019-03-22,002230,34.45,35.61,37.05,33.96,2607655,9537126416.0,8.78,1.16,0.41,14.31
2019-03-29,002230,34.75,35.49,36.14,33.41,2104934,7500292576.0,7.67,-0.34,-0.12,11.56
2019-04-04,002230,36.0,36.5,38.0,36.0,2283108,8570357968.0,5.64,2.85,1.01,12.53
