date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2022-01-28,688223,8.17,10.18,11.62,8.17,15491751,15893469248.0,73.88,117.99,5.51,117.22
2022-02-11,688223,10.51,9.08,10.89,8.99,9757132,10040266736.0,18.66,-10.81,-1.1,73.83
2022-02-18,688223,8.97,10.19,10.62,8.85,4904826,4998179824.0,19.49,12.22,1.11,37.11
2022-02-25,688223,10.33,11.26,11.95,10.2,5016534,5766895808.0,17.17,10.5,1.07,37.96
2022-03-04,688223,11.46,12.0,13.46,11.07,4949007,6210492400.0,21.23,6.57,0.74,37.45
2022-03-11,688223,12.0,12.07,13.05,11.37,6468849,8116669056.0,14.0,0.58,0.07,48.95
2022-03-18,688223,11.8,11.5,12.62,10.97,5599972,6822113520.0,13.67,-4.72,-0.57,42.37
2022-03-25,688223,11.63,11.23,12.53,11.18,3836486,4716643744.0,11.74,-2.35,-0.27,29.03
2022-04-01,688223,11.21,11.85,12.02,10.63,2984898,3517760480.0,12.38,5.52,0.62,22.59
2022-04-08,688223,11.67,10.61,11.69,10.28,1877300,2100825152.0,11.9,-10.46,-1.24,14.2
2022-04-15,688223,10.57,10.02,10.76,9.78,2029194,2154588256.0,9.24,-5.56,-0.59,15.35
2022-04-22,688223,9.88,10.36,11.65,9.85,2660367,2982956448.0,17.96,3.39,0.34,20.13
2022-04-29,688223,10.2,12.34,12.8,9.96,3067242,3589630192.0,27.41,19.11,1.98,23.21
2022-05-06,688223,12.53,11.85,12.85,11.79,852427,1068002656.0,8.59,-3.97,-0.49,6.45
2022-05-13,688223,11.82,12.2,13.3,11.82,2886938,3716549024.0,12.49,2.95,0.35,21.84
2022-05-20,688223,12.32,14.06,14.27,11.54,2974005,3968350624.0,22.38,15.25,1.86,22.5
2022-05-27,688223,14.09,13.87,14.12,13.37,1980432,2787195920.0,5.33,-1.35,-0.19,14.98
2022-06-02,688223,13.96,13.89,14.25,13.2,2030442,2844685936.0,7.57,0.14,0.02,15.36
2022-06-10,688223,13.95,15.48,15.89,13.69,3326802,5153495248.0,15.84,11.45,1.59,25.17
2022-06-17,688223,15.32,14.17,15.5,13.83,2836789,4218838736.0,10.79,-8.46,-1.31,21.46
2022-06-24,688223,14.31,15.02,15.48,13.92,2798887,4214530720.0,11.01,6.0,0.85,21.18
2022-07-01,688223,15.09,13.71,15.37,13.57,3293796,4891929824.0,11.98,-8.72,-1.31,24.37
2022-07-08,688223,13.65,14.07,14.92,13.47,2394010,3459751568.0,10.58,2.63,0.36,17.72
2022-07-15,688223,13.89,13.85,14.39,13.46,1688646,2405787144.0,6.61,-1.56,-0.22,12.5
2022-07-22,688223,13.94,14.42,14.57,12.94,2544005,3553586255.0,11.77,4.12,0.57,18.83
2022-07-29,688223,14.39,17.07,17.89,13.49,2961801,4769232521.0,30.51,18.38,2.65,21.16
2022-08-05,688223,17.0,16.11,17.34,15.99,1705560,2870958322.0,7.91,-5.62,-0.96,12.18
2022-08-12,688223,16.03,17.75,18.94,15.59,2384209,4287643079.0,20.79,10.18,1.64,17.03
2022-08-19,688223,17.6,17.04,19.04,16.75,2205660,4005596163.0,12.9,-4.0,-0.71,15.75
2022-08-26,688223,16.79,15.62,17.22,15.39,2529230,4233750533.0,10.74,-8.33,-1.42,18.07
2022-09-02,688223,15.72,17.0,18.08,15.69,2765329,4812634911.0,15.3,8.83,1.38,19.75
2022-09-09,688223,16.92,17.83,18.82,16.44,2089485,3785108867.0,14.0,4.88,0.83,14.92
2022-09-16,688223,17.99,16.39,18.17,15.83,1557188,2658902670.0,13.12,-8.08,-1.44,11.12
2022-09-23,688223,16.49,17.64,18.18,16.09,1514101,2669972240.0,12.75,7.63,1.25,10.82
2022-09-30,688223,17.53,16.36,18.01,16.24,1598820,2782474529.0,10.03,-7.26,-1.28,11.42
2022-10-14,688223,16.29,17.48,17.71,15.2,1828923,3055274637.0,15.34,6.85,1.12,13.06
2022-10-21,688223,17.09,16.09,17.15,15.42,1452883,2406154521.0,9.9,-7.95,-1.39,10.38
2022-10-28,688223,16.04,16.86,18.48,15.69,1814061,3138531569.0,17.34,4.79,0.77,12.96
2022-11-04,688223,17.14,18.27,18.5,15.57,2297143,3974831008.0,17.38,8.36,1.41,16.41
2022-11-11,688223,18.15,17.31,18.69,16.95,1345662,2444369096.0,9.52,-5.25,-0.96,9.61
2022-11-18,688223,17.23,16.67,17.42,16.1,1329087,2258180662.0,7.63,-3.7,-0.64,9.49
2022-11-25,688223,16.7,15.69,16.96,15.59,1730241,2850440144.0,8.22,-5.88,-0.98,12.36
2022-12-02,688223,15.51,15.58,15.94,14.65,1862680,2909982414.0,8.22,-0.7,-0.11,13.3
2022-12-09,688223,15.97,13.73,16.04,13.67,2427012,3609048938.0,15.21,-11.87,-1.85,17.34
2022-12-16,688223,13.84,12.85,13.97,12.44,2381352,3170442278.0,11.14,-6.41,-0.88,17.01
2022-12-23,688223,12.8,12.13,13.51,11.91,2201868,2887198401.0,12.45,-5.6,-0.72,15.73
2022-12-30,688223,12.23,14.34,14.89,12.09,2569034,3695356102.0,23.08,18.22,2.21,18.35
2023-01-06,688223,14.3,16.12,16.69,14.05,2283277,3539249936.0,18.41,12.41,1.78,15.99
2023-01-13,688223,16.39,15.93,16.88,15.39,1852084,3041865785.0,9.24,-1.18,-0.19,12.97
2023-01-20,688223,15.79,15.42,15.91,14.9,1925879,3019481028.0,6.34,-3.2,-0.51,13.49
2023-02-03,688223,15.74,14.81,16.06,14.5,3104422,4804735365.0,10.12,-3.96,-0.61,15.84
2023-02-10,688223,14.7,14.03,14.93,13.99,1829972,2693293872.0,6.35,-5.27,-0.78,9.34
2023-02-17,688223,14.03,13.94,14.57,13.9,2185835,3171237992.0,4.78,-0.64,-0.09,11.15
2023-02-24,688223,13.85,14.77,15.02,13.8,2790500,4125059380.0,8.75,5.95,0.83,14.24
2023-03-03,688223,14.64,14.26,15.55,14.2,2833630,4315534094.0,9.14,-3.45,-0.51,14.46
2023-03-10,688223,14.29,15.39,15.72,14.22,2858041,4413758770.0,10.52,7.92,1.13,14.58
2023-03-17,688223,15.2,12.93,15.44,12.88,3587380,5140397271.0,16.63,-15.98,-2.46,18.3
2023-03-24,688223,12.89,13.61,14.57,12.62,2410478,3385287242.0,15.08,5.26,0.68,12.3
2023-03-31,688223,13.79,13.62,14.01,13.27,1631818,2280976973.0,5.44,0.07,0.01,8.33
2023-04-07,688223,13.64,13.41,13.97,13.04,1606953,2209505944.0,6.83,-1.54,-0.21,8.2
2023-04-14,688223,13.41,12.8,13.67,12.65,2032933,2732290883.0,7.61,-4.55,-0.61,10.37
2023-04-21,688223,12.77,12.12,13.49,12.07,2347474,3083965369.0,11.09,-5.31,-0.68,11.98
2023-04-28,688223,12.49,12.21,12.76,11.58,2711882,3374377049.0,9.74,0.74,0.09,13.84
2023-05-05,688223,11.9,11.86,12.43,11.6,976561,1199882356.0,6.8,-2.87,-0.35,4.98
2023-05-12,688223,11.95,11.0,11.95,10.81,2091969,2437122480.0,9.61,-7.25,-0.86,10.67
2023-05-19,688223,11.07,12.0,12.22,10.99,1891019,2295772736.0,11.18,9.09,1.0,9.65
2023-05-26,688223,11.99,12.75,13.52,11.91,3071292,4009663051.0,13.42,6.25,0.75,15.67
2023-06-02,688223,12.69,12.19,12.82,11.79,3099585,3848094600.0,8.08,-4.39,-0.56,15.81
2023-06-09,688223,12.21,12.4,12.58,11.18,3678969,4408286907.0,11.48,1.72,0.21,18.77
2023-06-16,688223,12.49,13.17,13.42,11.8,3765781,4851142293.0,13.06,6.21,0.77,19.21
2023-06-21,688223,13.17,13.04,13.41,12.98,1440111,1944399658.0,3.26,-0.99,-0.13,7.35
2023-06-30,688223,13.11,13.75,14.26,12.93,3426368,4819488673.0,10.2,5.44,0.71,17.29
2023-07-07,688223,13.78,12.21,14.04,12.18,2519063,3377335761.0,13.53,-11.2,-1.54,12.71
2023-07-14,688223,12.29,12.28,12.98,12.04,2403642,3080253822.0,7.7,0.57,0.07,12.13
2023-07-21,688223,12.51,11.85,12.65,11.79,1960705,2426370504.0,7.0,-3.5,-0.43,9.89
2023-07-28,688223,11.78,12.37,12.48,11.71,1378654,1708227209.0,6.5,4.39,0.52,6.96
2023-08-04,688223,12.37,12.14,12.54,11.81,1720729,2116608888.0,5.9,-1.86,-0.23,8.68
2023-08-11,688223,12.13,11.76,12.17,11.74,1166000,1415141407.0,3.54,-3.13,-0.38,5.88
2023-08-18,688223,11.61,10.49,11.68,10.08,2873652,3094089911.0,13.61,-10.8,-1.27,14.53
2023-08-25,688223,10.48,10.19,10.52,9.7,1850862,1895906100.0,7.82,-2.86,-0.3,9.36
2023-09-01,688223,10.89,10.55,11.07,10.26,1963037,2128737147.0,7.95,3.53,0.36,9.93
2023-09-08,688223,10.55,9.93,10.67,9.8,1828133,1917401342.0,8.25,-5.88,-0.62,9.24
2023-09-15,688223,9.95,9.75,10.05,9.51,1764190,1760392315.0,5.44,-1.81,-0.18,8.92
2023-09-22,688223,9.59,9.76,9.82,9.47,1155022,1140581359.0,3.59,0.1,0.01,5.84
2023-09-28,688223,9.71,9.88,10.09,9.53,1378091,1384288705.0,5.74,1.23,0.12,6.97
2023-10-13,688223,9.75,9.18,9.84,9.05,1976208,1886302075.0,8.0,-7.09,-0.7,9.99
2023-10-20,688223,9.18,9.34,9.4,8.85,2039638,1912447181.0,5.99,1.74,0.16,10.31
2023-10-27,688223,9.2,9.18,9.25,8.7,1548870,1428429837.0,5.89,-1.71,-0.16,7.83
2023-11-03,688223,9.09,8.8,9.58,8.66,3246205,3018091568.0,10.02,-4.14,-0.38,10.54
2023-11-10,688223,8.85,9.8,10.3,8.83,6969326,6749520775.0,16.7,11.36,1.0,22.62
2023-11-17,688223,9.88,9.81,10.57,9.71,4199017,4301926045.0,8.78,0.1,0.01,13.63
2023-11-24,688223,9.8,9.66,9.88,9.45,2897562,2859691727.0,4.38,-1.53,-0.15,9.4
2023-12-01,688223,9.58,8.66,9.61,8.51,2751909,2518635806.0,11.39,-10.35,-1.0,8.93
2023-12-08,688223,8.71,8.52,8.72,8.2,2312177,2007805329.0,6.0,-1.62,-0.14,7.5
2023-12-15,688223,8.47,8.15,8.52,8.11,1815215,1540562557.0,4.81,-4.34,-0.37,5.88
2023-12-22,688223,8.11,8.15,8.25,7.73,2172613,1783870118.0,6.38,0.0,0.0,7.04
2023-12-29,688223,8.16,8.64,8.84,7.9,2510068,2183007163.0,11.53,6.01,0.49,8.13
2024-01-05,688223,8.61,8.18,8.67,8.14,1348842,1162393881.0,6.13,-5.32,-0.46,4.37
2024-01-12,688223,8.16,8.49,8.74,8.0,2057003,1766418170.0,9.05,3.79,0.31,6.67
2024-01-19,688223,8.44,8.93,9.04,8.34,2625143,2342929476.0,8.24,5.18,0.44,8.51
2024-01-26,688223,8.82,8.82,9.13,8.5,2658362,2412769171.0,7.05,-1.23,-0.11,8.55
2024-02-02,688223,8.85,7.71,8.86,7.53,2834767,2304358482.0,15.08,-12.59,-1.11,9.12
2024-02-08,688223,7.73,8.05,8.07,7.06,1921102,1535263456.0,13.1,4.41,0.34,6.18
2024-02-23,688223,8.14,8.33,8.56,7.78,2395283,1994382632.0,9.69,3.48,0.28,7.71
2024-03-01,688223,8.44,8.6,8.77,8.18,2698474,2344617543.0,7.08,3.24,0.27,8.68
2024-03-08,688223,8.6,8.88,9.01,8.45,2800170,2495995173.0,6.51,3.26,0.28,9.01
2024-03-15,688223,9.06,8.71,9.23,8.58,2566116,2355322065.0,7.32,-1.91,-0.17,8.25
2024-03-22,688223,8.75,8.08,8.97,8.06,1938166,1698028869.0,10.45,-7.23,-0.63,6.23
2024-03-29,688223,8.04,8.06,8.22,7.88,1541715,1270731407.0,4.21,-0.25,-0.02,4.96
2024-04-03,688223,8.03,7.82,8.16,7.75,1129030,927617603.0,5.09,-2.98,-0.24,3.63
2024-04-12,688223,7.79,7.27,7.88,7.2,1622284,1268262276.0,8.7,-7.03,-0.55,5.22
2024-04-19,688223,7.3,7.41,7.67,7.23,1684291,1289887096.0,6.05,1.93,0.14,5.42
2024-04-26,688223,7.42,7.46,7.54,7.11,1798220,1362037224.0,5.8,0.67,0.05,5.78
2024-04-30,688223,6.99,7.35,7.44,6.99,1657386,1236548249.0,6.03,-1.47,-0.11,5.33
2024-05-10,688223,7.41,7.8,7.83,7.39,3159758,2472295513.0,5.99,6.12,0.45,10.16
2024-05-17,688223,7.59,7.27,7.81,7.1,2167575,1665542745.0,9.1,-6.79,-0.53,6.97
2024-05-24,688223,7.26,7.79,8.17,7.15,4576043,3604832866.0,14.03,7.15,0.52,14.72
2024-05-31,688223,7.78,7.93,7.98,7.41,3807278,3027085851.0,7.32,1.8,0.14,12.25
