date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2018-03-23,600150,21.56,17.34,21.56,17.34,153617,302823054.0,17.56,-27.84,-6.69,1.11
2018-03-30,600150,15.86,18.42,18.42,15.86,2382109,4215769760.0,14.76,6.23,1.08,17.29
2018-04-04,600150,17.87,19.81,20.56,17.74,1336720,2670933216.0,15.31,7.55,1.39,9.7
2018-04-13,600150,19.69,18.74,19.76,18.24,1254025,2455479440.0,7.67,-5.4,-1.07,9.1
2018-04-20,600150,17.81,16.46,18.19,15.87,1273936,2249072704.0,12.38,-12.17,-2.28,9.24
2018-04-27,600150,15.61,13.3,15.61,13.3,139174,198291268.0,14.03,-19.2,-3.16,1.01
2018-05-04,600150,12.71,13.19,13.7,12.71,547579,762773484.0,7.44,-0.83,-0.11,3.97
2018-05-11,600150,13.2,13.2,13.32,12.95,507362,699234326.0,2.81,0.08,0.01,3.68
2018-05-18,600150,13.3,12.54,13.3,12.3,534821,709136901.0,7.58,-5.0,-0.66,3.88
2018-05-25,600150,12.66,13.01,13.64,12.59,632452,874039821.0,8.37,3.75,0.47,4.59
2018-06-01,600150,12.89,11.8,12.94,11.7,453373,580159678.0,9.53,-9.3,-1.21,3.29
2018-06-08,600150,11.82,11.36,12.05,11.31,384801,475241519.0,6.27,-3.73,-0.44,2.79
2018-06-15,600150,11.4,10.02,11.4,10.0,498829,564424105.0,12.32,-11.8,-1.34,3.62
2018-06-22,600150,9.7,8.86,9.79,8.46,470087,456871695.0,13.27,-11.58,-1.16,3.41
2018-06-29,600150,8.96,9.05,9.09,8.49,382823,363862442.0,6.77,2.14,0.19,2.78
2018-07-06,600150,9.0,8.76,9.12,8.6,368437,350671874.0,5.75,-3.2,-0.29,2.67
2018-07-13,600150,8.78,9.06,9.1,8.68,320209,306403555.0,4.79,3.42,0.3,2.32
2018-07-20,600150,9.07,10.2,10.53,9.0,703826,747519557.0,16.89,12.58,1.14,5.11
2018-07-27,600150,10.18,10.34,10.66,10.11,463747,510658734.0,5.39,1.37,0.14,3.37
2018-08-03,600150,10.38,9.4,10.53,9.29,369184,391858832.0,11.99,-9.09,-0.94,2.68
2018-08-10,600150,9.52,9.96,10.02,9.19,279089,286335158.0,8.83,5.96,0.56,2.03
2018-08-17,600150,9.85,10.36,10.8,9.76,472677,523952741.0,10.44,4.02,0.4,3.43
2018-08-24,600150,10.27,10.45,11.22,10.25,489302,556108135.0,9.36,0.87,0.09,3.55
2018-08-31,600150,10.18,11.01,11.18,10.18,433074,493393160.0,9.57,5.36,0.56,3.14
2018-09-07,600150,11.02,10.56,11.16,10.53,326281,376360447.0,5.72,-4.09,-0.45,2.37
2018-09-14,600150,10.56,10.62,10.86,10.36,207976,233151365.0,4.73,0.57,0.06,1.51
2018-09-21,600150,10.58,10.55,10.71,10.17,204591,227561531.0,5.08,-0.66,-0.07,1.48
2018-09-28,600150,10.49,10.92,10.93,10.45,189203,214925481.0,4.55,3.51,0.37,1.37
2018-10-12,600150,10.75,9.9,10.95,9.67,280563,309517732.0,11.72,-9.34,-1.02,2.04
2018-10-19,600150,9.95,10.12,10.48,9.65,216897,233495838.0,8.38,2.22,0.22,1.57
2018-10-26,600150,10.33,10.33,10.64,9.96,215742,238028837.0,6.72,2.08,0.21,1.57
2018-11-02,600150,10.25,10.58,10.65,10.13,236225,261973117.0,5.03,2.42,0.25,1.71
2018-11-09,600150,10.56,11.27,11.6,10.52,523058,618337274.0,10.21,6.52,0.69,3.8
2018-11-16,600150,11.17,11.64,11.7,11.14,392456,475054860.0,4.97,3.28,0.37,2.85
2018-11-23,600150,11.57,11.82,12.58,11.46,628496,799110608.0,9.62,1.55,0.18,4.56
2018-11-30,600150,11.74,12.77,13.0,11.74,545585,719352402.0,10.66,8.04,0.95,3.96
2018-12-07,600150,12.97,12.36,13.1,12.17,382383,510984617.0,7.28,-3.21,-0.41,2.77
2018-12-14,600150,12.21,12.27,12.66,12.11,203108,265018218.0,4.45,-0.73,-0.09,1.47
2018-12-21,600150,12.15,11.64,12.28,11.3,291196,361535632.0,7.99,-5.13,-0.63,2.11
2018-12-28,600150,11.6,12.49,12.63,11.51,281519,359999597.0,9.62,7.3,0.85,2.04
2019-01-04,600150,12.49,12.79,12.9,12.49,208574,278468360.0,3.28,2.4,0.3,1.51
2019-01-11,600150,12.82,13.11,13.44,12.81,345997,475811958.0,4.93,2.5,0.32,2.51
2019-01-18,600150,13.09,13.59,13.71,13.08,243320,343191171.0,4.81,3.66,0.48,1.77
2019-01-25,600150,13.44,12.66,13.48,12.21,444908,589773020.0,9.35,-6.84,-0.93,3.23
2019-02-01,600150,12.86,12.22,12.86,11.74,287845,368235370.0,8.85,-3.48,-0.44,2.09
2019-02-15,600150,12.31,12.36,12.93,12.23,387949,513166243.0,5.73,1.15,0.14,2.82
2019-02-22,600150,12.35,13.1,13.36,12.34,569847,770424782.0,8.25,5.99,0.74,4.13
2019-03-01,600150,13.21,14.95,14.95,13.08,892997,1318649551.0,14.27,14.12,1.85,6.48
2019-03-08,600150,15.22,15.54,16.82,14.86,1170161,1939333792.0,13.11,3.95,0.59,8.49
2019-03-15,600150,15.81,17.36,17.7,15.79,937251,1637771564.0,12.29,11.71,1.82,6.8
2019-03-22,600150,17.74,18.92,19.21,17.56,1212415,2298986416.0,9.5,8.99,1.56,8.8
2019-03-27,600150,19.11,19.66,20.93,18.51,739211,1490295904.0,12.79,3.91,0.74,5.36
2019-04-12,600150,21.69,26.23,30.76,21.69,1223241,3508900764.0,46.13,33.42,6.57,8.88
2019-04-19,600150,25.91,30.82,30.96,24.54,3387983,9542971776.0,24.48,17.5,4.59,24.58
2019-04-26,600150,30.46,23.17,30.65,23.11,2599717,7044740528.0,24.46,-24.82,-7.65,18.86
2019-04-30,600150,22.81,22.69,23.89,22.1,674091,1584684544.0,7.73,-2.07,-0.48,4.89
2019-05-10,600150,21.41,20.88,21.58,19.04,1681346,3534461856.0,11.19,-7.98,-1.81,12.2
2019-05-17,600150,20.36,19.38,21.16,19.26,1183807,2475153872.0,9.1,-7.18,-1.5,8.59
2019-05-24,600150,19.28,18.99,20.22,18.61,1010242,2030045904.0,8.31,-2.01,-0.39,7.33
2019-05-31,600150,19.09,18.98,19.78,18.84,646211,1286040158.0,4.95,-0.05,-0.01,4.69
2019-06-06,600150,19.28,16.62,19.47,16.5,681636,1234709543.0,15.65,-12.43,-2.36,4.95
2019-06-14,600150,16.85,19.31,19.69,16.5,1065236,2016853139.0,19.19,16.19,2.69,7.73
2019-06-21,600150,18.67,20.32,20.44,18.37,1128707,2216337403.0,10.72,5.23,1.01,8.19
2019-06-28,600150,20.17,23.07,24.41,19.67,1920144,4335350208.0,23.33,13.53,2.75,13.93
2019-07-05,600150,23.47,24.66,29.02,23.12,3156581,8335897488.0,25.57,6.89,1.59,22.91
2019-07-12,600150,24.47,22.72,24.89,22.47,1365160,3281811440.0,9.81,-7.87,-1.94,9.91
2019-07-19,600150,22.7,23.85,25.33,22.7,1245498,3084565824.0,11.58,4.97,1.13,9.04
2019-07-26,600150,23.71,23.56,23.76,22.28,854095,2011979408.0,6.21,-1.22,-0.29,6.2
2019-08-02,600150,23.69,22.74,24.57,22.39,1040278,2534229904.0,9.25,-3.48,-0.82,7.55
2019-08-07,600150,22.48,21.26,23.15,20.52,614151,1370450064.0,11.57,-6.51,-1.48,4.46
2019-08-16,600150,23.44,23.13,25.01,22.97,644670,1571331424.0,9.6,8.8,1.87,4.68
2019-08-23,600150,23.11,22.45,23.97,22.28,1053280,2497177248.0,7.31,-2.94,-0.68,7.64
2019-08-30,600150,21.47,23.79,24.25,21.37,1004861,2342458288.0,12.83,5.97,1.34,7.29
2019-09-06,600150,23.57,23.98,24.96,23.49,1380133,3414606080.0,6.18,0.8,0.19,10.01
