date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2018-01-05,601009,3.85,3.92,3.97,3.82,1755707,1372645888.0,3.92,2.35,0.09,2.18
2018-01-12,601009,3.9,4.44,4.57,3.89,4194088,3429274640.0,17.35,13.27,0.52,5.2
2018-01-19,601009,4.44,5.35,5.53,4.42,7413826,6619647984.0,25.0,20.5,0.91,9.19
2018-01-26,601009,5.26,6.01,6.14,5.15,8429373,7963716640.0,18.5,12.34,0.66,10.45
2018-02-02,601009,5.98,6.1,6.38,5.51,6173077,6095150480.0,14.48,1.5,0.09,7.65
2018-02-09,601009,5.97,4.81,6.52,4.65,6383307,6113445072.0,30.66,-21.15,-1.29,7.91
2018-02-14,601009,4.87,5.1,5.28,4.75,2457937,2196887344.0,11.02,6.03,0.29,3.05
2018-02-23,601009,5.31,5.53,5.59,5.27,1163067,1086408032.0,6.27,8.43,0.43,1.44
2018-03-02,601009,5.59,5.13,5.73,4.97,3243330,2981007568.0,13.74,-7.23,-0.4,4.02
2018-03-09,601009,5.13,5.09,5.41,4.88,2829746,2558439488.0,10.33,-0.78,-0.04,3.51
2018-03-16,601009,5.14,4.77,5.17,4.77,1902003,1685549103.0,7.86,-6.29,-0.32,2.36
2018-03-23,601009,4.71,4.23,4.94,4.09,2024053,1715469989.0,17.82,-11.32,-0.54,2.51
2018-03-30,601009,4.15,4.26,4.36,3.93,3041022,2439061008.0,10.17,0.71,0.03,3.77
2018-04-04,601009,4.23,4.25,4.34,4.04,1144708,930629450.0,7.04,-0.23,-0.01,1.42
2018-04-13,601009,4.21,4.42,4.83,4.13,2256699,1907148394.0,16.47,4.0,0.17,2.8
2018-04-20,601009,4.37,3.96,4.37,3.9,2661047,2127108752.0,10.63,-10.41,-0.46,3.3
2018-04-27,601009,3.95,4.54,4.54,3.91,2392129,1960495220.0,15.91,14.65,0.58,2.96
2018-05-04,601009,4.64,4.54,4.74,4.48,1385454,1180366576.0,5.73,0.0,0.0,1.72
2018-05-11,601009,4.53,4.74,4.83,4.4,1995260,1703491507.0,9.47,4.41,0.2,2.47
2018-05-18,601009,4.71,4.79,5.11,4.65,2434477,2133176518.0,9.7,1.05,0.05,3.02
2018-05-25,601009,4.87,4.38,4.87,4.35,1656260,1402449482.0,10.86,-8.56,-0.41,2.05
2018-06-01,601009,4.36,4.21,4.42,4.07,1883407,1532358647.0,7.99,-3.88,-0.17,2.33
2018-06-08,601009,4.24,4.02,4.37,3.97,2150974,1741976768.0,9.5,-4.51,-0.19,2.67
2018-06-15,601009,4.01,4.15,4.21,3.85,2186385,1731256992.0,8.96,3.23,0.13,2.71
2018-06-22,601009,4.09,4.11,4.18,3.87,1554912,1235489001.0,7.47,-0.96,-0.04,1.83
2018-06-29,601009,4.19,3.82,4.23,3.64,1757115,1367840500.0,14.36,-7.06,-0.29,2.07
2018-07-06,601009,3.78,3.57,3.79,3.4,1371044,1026418688.0,10.21,-6.54,-0.25,1.62
2018-07-13,601009,3.58,3.78,3.84,3.58,1400642,1071868404.0,7.28,5.88,0.21,1.65
2018-07-20,601009,3.74,4.07,4.09,3.59,1350539,1043291546.0,13.23,7.67,0.29,1.59
2018-07-27,601009,3.99,4.12,4.31,3.97,1762502,1423822717.0,8.35,1.23,0.05,2.08
2018-08-03,601009,4.13,3.61,4.24,3.56,3875954,2990318045.0,16.5,-12.38,-0.51,4.57
2018-08-10,601009,3.63,3.79,3.82,3.48,2173619,1613738265.0,9.42,4.99,0.18,2.56
2018-08-17,601009,3.72,3.55,3.74,3.47,1426932,1025255271.0,7.12,-6.33,-0.24,1.68
2018-08-24,601009,3.57,3.78,3.96,3.56,1810522,1313744646.0,11.27,6.48,0.23,2.13
2018-08-31,601009,3.79,3.81,3.89,3.71,1991907,1467021211.0,4.76,0.79,0.03,2.35
2018-09-07,601009,3.78,3.62,3.87,3.58,1523441,1110050150.0,7.61,-4.99,-0.19,1.8
2018-09-14,601009,3.61,3.65,3.68,3.55,921104,660649503.0,3.59,0.83,0.03,1.09
2018-09-21,601009,3.62,3.99,4.01,3.52,1860036,1362123648.0,13.42,9.32,0.34,2.19
2018-09-28,601009,3.93,4.09,4.15,3.9,1760599,1333428858.0,6.27,2.51,0.1,2.08
2018-10-12,601009,3.92,3.72,4.01,3.5,2076601,1521872845.0,12.47,-9.05,-0.37,2.45
2018-10-19,601009,3.72,3.69,3.74,3.41,1877617,1341320911.0,8.87,-0.81,-0.03,2.21
2018-10-26,601009,3.69,3.95,4.16,3.69,2770053,2067648336.0,12.74,7.05,0.26,3.27
2018-11-02,601009,3.98,3.72,4.07,3.6,5269845,3853102288.0,11.9,-5.82,-0.23,6.21
2018-11-09,601009,3.65,3.47,3.67,3.44,3859288,2754986224.0,6.18,-6.72,-0.25,4.55
2018-11-16,601009,3.45,3.59,3.63,3.44,2412614,1714460784.0,5.48,3.46,0.12,2.84
2018-11-23,601009,3.59,3.45,3.66,3.45,2176256,1551505791.0,5.85,-3.9,-0.14,2.57
2018-11-30,601009,3.46,3.42,3.5,3.37,1377718,964317904.0,3.77,-0.87,-0.03,1.62
2018-12-07,601009,3.5,3.39,3.53,3.37,1586913,1113317141.0,4.68,-0.88,-0.03,1.87
2018-12-14,601009,3.36,3.2,3.37,3.2,1344606,919506437.0,5.01,-5.6,-0.19,1.59
2018-12-21,601009,3.19,2.93,3.21,2.89,1635405,1082505452.0,10.0,-8.44,-0.27,1.93
2018-12-28,601009,2.91,2.9,2.98,2.85,1409993,911760796.0,4.44,-1.02,-0.03,1.66
2019-01-04,601009,2.91,2.99,3.0,2.79,1014516,653490962.0,7.24,3.1,0.09,1.2
2019-01-11,601009,3.03,2.98,3.06,2.93,1680822,1100531926.0,4.35,-0.33,-0.01,1.98
2019-01-18,601009,2.97,3.21,3.25,2.9,1865650,1236786002.0,11.74,7.72,0.23,2.2
2019-01-25,601009,3.23,3.4,3.46,3.15,2042930,1400252537.0,9.66,5.92,0.19,2.41
2019-02-01,601009,3.48,3.4,3.52,3.34,2009638,1404679825.0,5.29,0.0,0.0,2.37
2019-02-15,601009,3.4,3.41,3.62,3.35,2893915,2042446416.0,7.94,0.29,0.01,3.41
2019-02-22,601009,3.44,3.44,3.65,3.28,4017683,2812871152.0,10.85,0.88,0.03,4.74
2019-03-01,601009,3.54,4.13,4.19,3.5,7398508,5486277792.0,20.06,20.06,0.69,8.72
2019-03-08,601009,4.24,4.24,4.72,4.11,7614417,6042545376.0,14.77,2.66,0.11,8.98
2019-03-15,601009,4.2,4.12,4.39,4.04,3823918,2971371424.0,8.25,-2.83,-0.12,4.51
2019-03-22,601009,4.15,4.44,4.56,4.15,3771352,3008058368.0,9.95,7.77,0.32,4.45
2019-03-29,601009,4.32,4.35,4.37,4.07,2887902,2246594870.0,6.76,-2.03,-0.09,3.4
2019-04-04,601009,4.41,5.06,5.09,4.41,4827915,4035055968.0,15.63,16.32,0.71,5.69
2019-04-12,601009,5.17,5.29,5.8,5.15,5223740,4682616400.0,12.85,4.55,0.23,6.16
2019-04-19,601009,5.57,5.6,5.79,5.28,4832307,4436764496.0,9.64,5.86,0.31,5.7
2019-04-26,601009,5.61,4.82,5.62,4.79,3553620,3110481488.0,14.82,-13.93,-0.78,4.19
2019-04-30,601009,4.9,5.11,5.2,4.89,1599912,1378903712.0,6.43,6.02,0.29,1.89
2019-05-10,601009,4.92,4.86,5.17,4.64,4002087,3359455008.0,10.37,-4.89,-0.25,4.72
2019-05-17,601009,4.76,4.73,4.93,4.62,2107078,1759297616.0,6.38,-2.67,-0.13,2.48
2019-05-24,601009,4.61,4.98,5.04,4.39,3548084,2931879568.0,13.74,5.29,0.25,4.18
2019-05-31,601009,4.74,4.75,4.85,4.61,3018674,2499596544.0,4.82,-4.62,-0.23,3.56
2019-06-06,601009,4.7,4.64,4.83,4.63,1546989,1277460400.0,4.21,-2.32,-0.11,1.82
2019-06-14,601009,4.65,4.68,4.91,4.62,2429091,2020757801.0,6.25,0.86,0.04,2.86
2019-06-21,601009,4.67,5.02,5.14,4.66,2315037,1963839748.0,10.26,7.26,0.34,2.73
2019-06-28,601009,5.04,4.7,5.07,4.67,2407819,2012634060.0,7.97,-6.37,-0.32,2.84
2019-07-05,601009,4.8,5.05,5.12,4.78,2533872,2153357019.0,7.23,7.45,0.35,2.99
