date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2018-01-05,300015,4.82,4.91,5.06,4.5,513686,1575813353.0,11.72,2.72,0.13,4.29
2018-01-12,300015,4.94,5.38,5.54,4.94,542920,1824217505.0,12.22,9.57,0.47,4.53
2018-01-19,300015,5.29,5.56,5.77,5.16,535030,1874373404.0,11.34,3.35,0.18,4.47
2018-01-26,300015,5.59,5.59,5.87,5.49,398802,1422477416.0,6.83,0.54,0.03,3.33
2018-02-02,300015,5.53,5.45,5.73,5.24,350542,1223736962.0,8.77,-2.5,-0.14,2.93
2018-02-09,300015,5.32,4.9,5.43,4.77,564054,1833232319.0,12.11,-10.09,-0.55,4.71
2018-02-14,300015,4.94,5.56,5.59,4.93,329411,1116884688.0,13.47,13.47,0.66,2.75
2018-02-23,300015,5.61,5.55,5.68,5.48,153627,540485138.0,3.6,-0.18,-0.01,1.28
2018-03-02,300015,5.55,5.87,5.99,5.55,387521,1421187491.0,7.93,5.77,0.32,3.23
2018-03-09,300015,5.9,6.42,6.5,5.8,377441,1460472063.0,11.93,9.37,0.55,3.15
2018-03-16,300015,6.42,6.36,6.58,6.12,377235,1482400684.0,7.17,-0.93,-0.06,3.15
2018-03-23,300015,6.35,6.46,6.87,6.16,465003,1893774517.0,11.16,1.57,0.1,3.87
2018-03-30,300015,6.33,6.65,7.18,6.08,554901,2304119824.0,17.03,2.94,0.19,4.62
2018-04-04,300015,6.62,6.24,6.72,6.24,277512,1113899632.0,7.22,-6.17,-0.41,2.31
2018-04-13,300015,6.24,6.85,7.09,6.24,391083,1628137676.0,13.62,9.78,0.61,3.26
2018-04-20,300015,6.82,6.91,7.09,6.35,346546,1444119359.0,10.8,0.88,0.06,2.89
2018-04-27,300015,6.93,7.7,7.72,6.85,446769,1987846016.0,12.59,11.43,0.79,3.72
2018-05-04,300015,7.7,7.52,7.86,7.25,244544,1127788752.0,7.92,-2.34,-0.18,2.04
2018-05-11,300015,7.48,7.53,7.86,7.28,453241,2091259088.0,7.71,0.13,0.01,3.77
2018-05-18,300015,7.47,7.97,7.97,7.31,398360,1861419568.0,8.76,5.84,0.44,3.27
2018-05-25,300015,7.98,8.34,8.49,7.85,591984,2444365280.0,8.03,4.64,0.37,3.24
2018-06-01,300015,8.37,7.97,8.7,7.1,1211150,3901102912.0,19.18,-4.44,-0.37,6.63
2018-06-08,300015,7.94,7.82,8.17,7.51,854931,2706238560.0,8.28,-1.88,-0.15,4.68
2018-06-15,300015,7.77,7.38,7.78,7.32,607308,1855570082.0,5.88,-5.63,-0.44,3.33
2018-06-22,300015,7.3,8.06,8.23,7.2,733734,2308326528.0,13.96,9.21,0.68,4.02
2018-06-29,300015,8.11,8.01,8.38,7.69,715059,2318945744.0,8.56,-0.62,-0.05,3.92
2018-07-06,300015,7.95,7.47,8.21,7.3,775428,2399985776.0,11.36,-6.74,-0.54,4.22
2018-07-13,300015,7.52,8.38,8.51,7.52,750567,2434189424.0,13.25,12.18,0.91,4.09
2018-07-20,300015,8.5,8.41,9.02,8.24,782428,2707716000.0,9.31,0.36,0.03,4.26
2018-07-27,300015,8.09,8.39,8.71,7.8,915994,3055315520.0,10.82,-0.24,-0.02,4.99
2018-08-03,300015,8.37,7.92,8.53,7.88,721001,2385025280.0,7.75,-5.6,-0.47,3.93
2018-08-10,300015,7.81,8.03,8.14,7.26,758817,2365509200.0,11.11,1.39,0.11,4.13
2018-08-17,300015,7.88,7.2,8.2,6.99,651672,2012934381.0,15.07,-10.34,-0.83,3.55
2018-08-24,300015,7.14,7.36,7.5,6.58,710721,2058092232.0,12.78,2.22,0.16,3.87
2018-08-31,300015,7.53,7.77,8.19,7.52,651830,2080883461.0,9.1,5.57,0.41,3.55
2018-09-07,300015,7.74,7.56,7.89,7.36,522625,1607109374.0,6.82,-2.7,-0.21,2.85
2018-09-14,300015,7.43,6.88,7.61,6.7,619498,1789667545.0,12.04,-8.99,-0.68,3.37
2018-09-21,300015,6.85,7.34,7.35,6.75,485118,1408131328.0,8.72,6.69,0.46,2.64
2018-09-28,300015,7.25,8.0,8.07,7.21,527891,1649153557.0,11.72,8.99,0.66,2.88
2018-10-12,300015,7.83,7.42,7.98,7.1,612967,1858028393.0,11.0,-7.25,-0.58,3.34
2018-10-19,300015,7.51,6.99,7.56,6.41,752079,2135949345.0,15.5,-5.8,-0.43,4.1
2018-10-26,300015,7.09,6.72,7.66,6.64,900886,2597548352.0,14.59,-3.86,-0.27,4.91
2018-11-02,300015,6.72,7.16,7.17,6.29,871342,2385169008.0,13.1,6.55,0.44,4.75
2018-11-09,300015,7.07,6.81,7.15,6.71,559241,1580607443.0,6.15,-4.89,-0.35,3.05
2018-11-16,300015,6.77,6.89,7.07,6.66,675813,1900589632.0,6.02,1.17,0.08,3.68
