date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2018-01-05,000807,8.66,8.9,9.4,8.42,4974214,5297678480.0,11.46,4.09,0.35,22.08
2018-01-12,000807,8.66,8.79,9.69,8.63,5223126,5658139184.0,11.91,-1.24,-0.11,23.18
2018-01-17,000807,8.87,8.14,8.91,7.85,2504818,2497455056.0,12.06,-7.39,-0.65,11.12
2018-02-02,000807,7.42,7.5,7.58,6.5,2696318,2349363200.0,13.27,-7.86,-0.64,11.97
2018-02-09,000807,7.17,5.8,7.55,5.78,4149860,3465582640.0,23.6,-22.67,-1.7,18.42
2018-02-14,000807,5.87,6.12,6.4,5.78,1399942,1092620288.0,10.69,5.52,0.32,6.21
2018-02-23,000807,6.27,6.64,6.69,6.18,1829063,1488431424.0,8.33,8.5,0.52,8.12
2018-03-02,000807,6.57,6.69,7.09,6.5,4525786,3832860560.0,8.89,0.75,0.05,20.09
2018-03-09,000807,6.65,6.95,7.12,6.11,5551279,4692697088.0,15.1,3.89,0.26,24.64
2018-03-16,000807,6.98,6.68,7.35,6.64,4057058,3540793840.0,10.22,-3.88,-0.27,18.01
2018-03-23,000807,6.62,5.84,6.94,5.81,3216408,2617417200.0,16.92,-12.57,-0.84,14.28
2018-03-30,000807,5.62,5.99,6.11,5.47,2668426,2027719776.0,10.96,2.57,0.15,11.84
2018-04-04,000807,6.01,5.69,6.24,5.69,1539431,1181404656.0,9.18,-5.01,-0.3,6.83
2018-04-13,000807,5.76,6.25,6.59,5.74,3654381,2890793440.0,14.94,9.84,0.56,16.22
2018-04-20,000807,5.92,7.0,7.25,5.7,6027232,5031090832.0,24.8,12.0,0.75,26.75
2018-04-27,000807,6.89,5.93,6.94,5.78,3701518,2919425792.0,16.57,-15.29,-1.07,16.43
2018-05-04,000807,5.93,5.54,5.93,5.5,1579735,1155543584.0,7.25,-6.58,-0.39,7.01
2018-05-11,000807,5.61,5.73,5.89,5.55,2065889,1529677683.0,6.14,3.43,0.19,9.17
2018-05-18,000807,5.74,5.61,5.77,5.42,1529369,1113014013.0,6.11,-2.09,-0.12,6.79
2018-05-25,000807,5.75,5.32,5.8,5.28,1633191,1182388319.0,9.27,-5.17,-0.29,7.25
2018-06-01,000807,5.36,4.73,5.39,4.57,1665066,1087628657.0,15.41,-11.09,-0.59,7.39
2018-06-08,000807,4.75,4.72,5.12,4.64,1613148,1047041756.0,10.15,-0.21,-0.01,7.16
2018-06-15,000807,4.7,4.42,4.85,4.3,1324154,826666764.0,11.65,-6.36,-0.3,5.45
